,Entry_Duct_Name,Sex,Institute,End_Year
3808,申請入學,女,管理學院,104
3809,申請入學,女,管理學院,104
3810,申請入學,女,管理學院,104
3811,申請入學,女,管理學院,104
3812,申請入學,女,管理學院,104
3813,申請入學,女,管理學院,104
3814,申請入學,女,管理學院,104
3815,申請入學,女,管理學院,104
3816,申請入學,女,管理學院,104
3817,原民申請,女,管理學院,104
3818,原民申請,女,管理學院,104
3819,申請入學,女,管理學院,104
3820,申請入學,女,管理學院,104
3821,申請入學,女,管理學院,104
3822,申請入學,女,管理學院,104
3823,申請入學,女,管理學院,104
3824,申請入學,女,管理學院,104
3825,申請入學,女,管理學院,104
3826,申請入學,女,管理學院,104
3827,申請入學,女,管理學院,104
3828,申請入學,女,管理學院,104
3829,申請入學,女,管理學院,104
3830,申請入學,男,管理學院,104
3831,申請入學,女,管理學院,104
3832,申請入學,女,管理學院,104
3833,體優獨招,女,管理學院,104
3834,體優獨招,女,管理學院,104
3835,申請入學,男,管理學院,105
3836,技優甄審,男,管理學院,104
3837,技優甄審,女,管理學院,104
3838,申請入學,女,管理學院,104
3839,申請入學,男,管理學院,105
3840,申請入學,男,管理學院,105
3841,申請入學,男,管理學院,104
3842,申請入學,女,管理學院,104
3843,申請入學,男,管理學院,104
3844,申請入學,男,管理學院,104
3845,申請入學,女,管理學院,104
3846,申請入學,女,管理學院,104
3847,申請入學,男,管理學院,104
3848,申請入學,女,管理學院,104
3849,申請入學,女,管理學院,104
3850,申請入學,女,管理學院,104
3851,申請入學,女,管理學院,104
3852,申請入學,女,管理學院,104
3853,申請入學,女,管理學院,104
3854,申請入學,女,管理學院,105
3855,申請入學,女,管理學院,105
3856,申請入學,女,管理學院,105
3857,申請入學,女,管理學院,104
3858,申請入學,女,管理學院,104
3859,申請入學,男,管理學院,104
3860,申請入學,女,管理學院,104
3861,申請入學,女,管理學院,105
3862,申請入學,女,管理學院,105
3863,申請入學,女,管理學院,104
3864,申請入學,女,管理學院,104
3865,申請入學,女,管理學院,104
3866,申請入學,女,管理學院,104
3867,申請入學,女,管理學院,104
3868,申請入學,男,管理學院,105
3869,申請入學,男,管理學院,105
3870,申請入學,女,管理學院,104
3871,申請入學,女,管理學院,105
3872,申請入學,女,管理學院,104
3873,申請入學,女,管理學院,104
3874,申請入學,女,管理學院,104
3875,申請入學,女,管理學院,104
3876,申請入學,男,管理學院,104
3877,申請入學,女,管理學院,104
3878,申請入學,女,管理學院,104
3879,申請入學,女,管理學院,104
3880,申請入學,男,管理學院,105
3881,申請入學,男,管理學院,105
3882,申請入學,男,管理學院,105
3883,申請入學,女,管理學院,104
3884,申請入學,女,管理學院,104
3885,申請入學,女,管理學院,104
3886,申請入學,女,管理學院,104
3887,外國申請生,男,管理學院,104
3888,技優甄審,女,創新設計與經營學院,104
3889,申請入學,女,創新設計與經營學院,104
3890,申請入學,男,創新設計與經營學院,104
3891,申請入學,女,創新設計與經營學院,104
3892,申請入學,女,創新設計與經營學院,105
3893,申請入學,女,創新設計與經營學院,105
3894,申請入學,女,創新設計與經營學院,104
3895,申請入學,女,創新設計與經營學院,104
3896,申請入學,女,創新設計與經營學院,104
3897,申請入學,女,創新設計與經營學院,104
3898,申請入學,女,創新設計與經營學院,104
3899,申請入學,男,創新設計與經營學院,104
3900,申請入學,男,創新設計與經營學院,104
3901,申請入學,女,創新設計與經營學院,105
3902,申請入學,女,創新設計與經營學院,105
3903,申請入學,女,創新設計與經營學院,105
3904,申請入學,女,創新設計與經營學院,104
3905,申請入學,女,創新設計與經營學院,104
3906,申請入學,女,創新設計與經營學院,104
3907,申請入學,女,創新設計與經營學院,104
3908,申請入學,男,創新設計與經營學院,104
3909,申請入學,女,創新設計與經營學院,104
3910,申請入學,女,創新設計與經營學院,104
3911,申請入學,女,創新設計與經營學院,104
3912,申請入學,女,創新設計與經營學院,104
3913,申請入學,男,創新設計與經營學院,104
3914,申請入學,男,創新設計與經營學院,104
3915,申請入學,女,創新設計與經營學院,104
3916,申請入學,男,創新設計與經營學院,104
3917,申請入學,女,創新設計與經營學院,104
3918,申請入學,女,創新設計與經營學院,104
3919,申請入學,女,創新設計與經營學院,104
3920,申請入學,女,創新設計與經營學院,104
3921,申請入學,男,創新設計與經營學院,105
3922,申請入學,女,創新設計與經營學院,104
3923,申請入學,女,創新設計與經營學院,104
3924,申請入學,男,創新設計與經營學院,104
3925,申請入學,男,創新設計與經營學院,104
3926,申請入學,女,創新設計與經營學院,104
3927,申請入學,女,創新設計與經營學院,104
3928,申請入學,女,創新設計與經營學院,104
3929,申請入學,男,創新設計與經營學院,104
3930,申請入學,女,創新設計與經營學院,104
3931,申請入學,女,創新設計與經營學院,104
3932,申請入學,女,創新設計與經營學院,104
3933,申請入學,女,創新設計與經營學院,104
3934,申請入學,女,創新設計與經營學院,104
3935,申請入學,女,創新設計與經營學院,104
3936,申請入學,女,創新設計與經營學院,104
3937,申請入學,女,創新設計與經營學院,104
3938,申請入學,男,創新設計與經營學院,104
3939,申請入學,男,創新設計與經營學院,104
3940,申請入學,男,創新設計與經營學院,104
3941,申請入學,男,創新設計與經營學院,104
3942,申請入學,男,創新設計與經營學院,104
3943,申請入學,女,創新設計與經營學院,104
3944,申請入學,女,創新設計與經營學院,104
3945,申請入學,女,創新設計與經營學院,104
3946,申請入學,女,創新設計與經營學院,104
3947,申請入學,女,創新設計與經營學院,104
3948,申請入學,女,創新設計與經營學院,104
3949,申請入學,女,創新設計與經營學院,104
3950,申請入學,女,創新設計與經營學院,104
3951,申請入學,女,創新設計與經營學院,104
3952,申請入學,女,創新設計與經營學院,104
3953,申請入學,女,創新設計與經營學院,105
3954,申請入學,女,創新設計與經營學院,104
3955,申請入學,女,創新設計與經營學院,104
3956,申請入學,女,創新設計與經營學院,104
3957,申請入學,女,創新設計與經營學院,104
3958,申請入學,女,創新設計與經營學院,104
3959,申請入學,女,創新設計與經營學院,104
3960,申請入學,女,創新設計與經營學院,104
3961,申請入學,女,創新設計與經營學院,104
3962,技優甄審,女,創新設計與經營學院,104
3963,技優甄審,女,創新設計與經營學院,104
3964,技優甄審,女,創新設計與經營學院,104
3965,申請入學,女,創新設計與經營學院,104
3966,申請入學,女,創新設計與經營學院,104
3967,申請入學,女,創新設計與經營學院,104
3968,申請入學,女,創新設計與經營學院,104
3969,申請入學,女,創新設計與經營學院,104
3970,申請入學,女,創新設計與經營學院,104
3971,申請入學,男,創新設計與經營學院,104
3972,申請入學,男,創新設計與經營學院,104
3973,申請入學,男,創新設計與經營學院,104
3974,申請入學,男,創新設計與經營學院,104
3975,申請入學,女,創新設計與經營學院,104
3976,申請入學,女,創新設計與經營學院,104
3977,申請入學,女,創新設計與經營學院,104
3978,申請入學,女,創新設計與經營學院,104
3979,申請入學,女,創新設計與經營學院,104
3980,申請入學,女,創新設計與經營學院,104
3981,申請入學,女,創新設計與經營學院,104
3982,申請入學,男,創新設計與經營學院,104
3983,申請入學,男,創新設計與經營學院,104
3984,申請入學,女,創新設計與經營學院,104
3985,申請入學,女,創新設計與經營學院,104
3986,申請入學,女,創新設計與經營學院,104
3987,申請入學,女,創新設計與經營學院,104
3988,申請入學,女,創新設計與經營學院,104
3989,申請入學,女,創新設計與經營學院,104
3990,申請入學,女,創新設計與經營學院,104
3991,申請入學,女,創新設計與經營學院,104
3992,申請入學,女,創新設計與經營學院,104
3993,申請入學,女,創新設計與經營學院,104
3994,申請入學,女,創新設計與經營學院,104
3995,申請入學,女,創新設計與經營學院,104
3996,申請入學,女,創新設計與經營學院,104
3997,申請入學,男,創新設計與經營學院,104
3998,申請入學,男,創新設計與經營學院,104
3999,申請入學,男,創新設計與經營學院,104
4000,申請入學,男,創新設計與經營學院,104
4001,申請入學,男,創新設計與經營學院,104
4002,申請入學,男,創新設計與經營學院,104
4003,申請入學,女,創新設計與經營學院,104
4004,申請入學,女,創新設計與經營學院,104
4005,申請入學,女,創新設計與經營學院,104
4006,申請入學,女,創新設計與經營學院,104
4007,申請入學,女,創新設計與經營學院,104
4008,申請入學,女,創新設計與經營學院,104
4009,申請入學,男,創新設計與經營學院,104
4010,申請入學,男,創新設計與經營學院,104
4011,申請入學,男,創新設計與經營學院,104
4012,申請入學,女,創新設計與經營學院,104
4013,申請入學,女,創新設計與經營學院,104
4014,申請入學,女,創新設計與經營學院,104
4015,申請入學,女,創新設計與經營學院,104
4016,申請入學,女,創新設計與經營學院,104
4017,申請入學,女,創新設計與經營學院,104
4018,申請入學,女,創新設計與經營學院,104
4019,申請入學,女,創新設計與經營學院,104
4020,申請入學,男,創新設計與經營學院,104
4021,申請入學,女,創新設計與經營學院,107
4022,申請入學,女,創新設計與經營學院,107
4023,申請入學,女,創新設計與經營學院,104
4024,申請入學,女,創新設計與經營學院,104
4025,申請入學,女,創新設計與經營學院,104
4026,申請入學,女,創新設計與經營學院,104
4027,申請入學,女,創新設計與經營學院,104
4028,申請入學,女,創新設計與經營學院,104
4029,申請入學,男,創新設計與經營學院,104
4030,申請入學,男,創新設計與經營學院,104
4031,申請入學,男,創新設計與經營學院,105
4032,申請入學,男,創新設計與經營學院,105
4033,申請入學,女,創新設計與經營學院,104
4034,申請入學,女,創新設計與經營學院,104
4035,申請入學,女,創新設計與經營學院,104
4036,申請入學,男,創新設計與經營學院,104
4037,申請入學,男,創新設計與經營學院,104
4038,申請入學,男,創新設計與經營學院,104
4039,申請入學,女,創新設計與經營學院,104
4040,申請入學,女,管理學院,106
4041,登記分發,女,管理學院,106
4042,繁星計畫,女,管理學院,106
4043,繁星計畫,女,管理學院,106
4044,推甄,男,管理學院,106
4045,推甄,男,管理學院,106
4046,登記分發,男,管理學院,106
4047,登記分發,男,管理學院,106
4048,登記分發,男,管理學院,106
4049,繁星計畫,男,管理學院,107
4050,繁星計畫,男,管理學院,107
4051,申請入學,女,管理學院,106
4052,申請入學,女,管理學院,106
4053,推甄,女,管理學院,106
4054,推甄,女,管理學院,106
4055,推甄,女,管理學院,106
4056,登記分發,男,管理學院,106
4057,登記分發,男,管理學院,106
4058,推甄,女,管理學院,106
4059,推甄,女,管理學院,106
4060,推甄,女,管理學院,106
4061,登記分發,男,管理學院,106
4062,登記分發,男,管理學院,106
4063,登記分發,男,管理學院,106
4064,推甄,女,管理學院,106
4065,申請入學,男,管理學院,106
4066,登記分發,女,管理學院,106
4067,登記分發,女,管理學院,106
4068,推甄,女,管理學院,106
4069,繁星計畫,女,管理學院,106
4070,繁星計畫,女,管理學院,106
4071,登記分發,男,管理學院,106
4072,登記分發,男,管理學院,106
4073,體優獨招,女,管理學院,107
4074,登記分發,男,管理學院,106
4075,登記分發,男,管理學院,106
4076,登記分發,男,管理學院,106
4077,登記分發,女,管理學院,107
4078,登記分發,女,管理學院,107
4079,推甄,女,管理學院,106
4080,登記分發,男,管理學院,106
4081,申請入學,女,管理學院,106
4082,申請入學,女,管理學院,106
4083,申請入學,男,管理學院,106
4084,申請入學,男,管理學院,106
4085,登記分發,女,管理學院,106
4086,登記分發,女,管理學院,106
4087,推甄,男,管理學院,106
4088,推甄,男,管理學院,106
4089,技優甄審,女,管理學院,106
4090,登記分發,女,管理學院,106
4091,申請入學,男,管理學院,106
4092,申請入學,男,管理學院,106
4093,申請入學,男,管理學院,106
4094,繁星計畫,女,管理學院,106
4095,繁星計畫,女,管理學院,106
4096,繁星計畫,女,管理學院,106
4097,繁星計畫,女,管理學院,106
4098,登記分發,男,管理學院,106
4099,登記分發,男,管理學院,106
4100,登記分發,男,管理學院,106
4101,推甄,男,管理學院,107
4102,登記分發,女,管理學院,106
4103,登記分發,女,管理學院,106
4104,申請入學,男,管理學院,106
4105,申請入學,男,管理學院,106
4106,技優甄審,男,管理學院,106
4107,技優甄審,男,管理學院,106
4108,技優甄審,男,管理學院,106
4109,推甄,女,管理學院,106
4110,推甄,女,管理學院,106
4111,繁星計畫,男,管理學院,106
4112,繁星計畫,男,管理學院,106
4113,登記分發,女,管理學院,106
4114,技優甄審,男,管理學院,106
4115,繁星計畫,男,管理學院,106
4116,繁星計畫,男,管理學院,106
4117,推甄,女,管理學院,106
4118,推甄,女,管理學院,106
4119,繁星計畫,女,管理學院,106
4120,繁星計畫,女,管理學院,106
4121,繁星計畫,女,管理學院,106
4122,推甄,女,管理學院,106
4123,登記分發,女,管理學院,107
4124,登記分發,女,管理學院,106
4125,登記分發,女,管理學院,106
4126,登記分發,女,管理學院,106
4127,推甄,男,管理學院,106
4128,推甄,男,管理學院,106
4129,體優獨招,女,管理學院,106
4130,體優獨招,女,管理學院,106
4131,轉學考試,女,管理學院,106
4132,技優甄審,女,財經學院,106
4133,技優甄審,女,財經學院,106
4134,技優甄審,男,財經學院,106
4135,技優甄審,女,財經學院,106
4136,技優甄審,女,財經學院,106
4137,繁星計畫,女,財經學院,106
4138,繁星計畫,女,財經學院,106
4139,推甄,女,財經學院,106
4140,推甄,女,財經學院,106
4141,推甄,女,財經學院,106
4142,推甄,女,財經學院,106
4143,推甄,女,財經學院,106
4144,推甄,男,財經學院,106
4145,推甄,男,財經學院,106
4146,推甄,男,財經學院,106
4147,推甄,女,財經學院,106
4148,推甄,女,財經學院,106
4149,推甄,女,財經學院,106
4150,推甄,女,財經學院,106
4151,推甄,女,財經學院,106
4152,推甄,女,財經學院,106
4153,推甄,女,財經學院,106
4154,推甄,男,財經學院,106
4155,推甄,女,財經學院,106
4156,推甄,女,財經學院,106
4157,推甄,女,財經學院,106
4158,推甄,女,財經學院,106
4159,推甄,女,財經學院,106
4160,推甄,女,財經學院,106
4161,體優獨招,男,財經學院,106
4162,體優獨招,男,財經學院,106
4163,體優獨招,男,財經學院,106
4164,登記分發,女,財經學院,106
4165,登記分發,女,財經學院,106
4166,登記分發,女,財經學院,106
4167,登記分發,男,財經學院,106
4168,登記分發,男,財經學院,106
4169,登記分發,女,財經學院,106
4170,登記分發,女,財經學院,106
4171,登記分發,男,財經學院,107
4172,登記分發,男,財經學院,107
4173,登記分發,男,財經學院,106
4174,登記分發,男,財經學院,106
4175,登記分發,女,財經學院,107
4176,登記分發,女,財經學院,107
4177,登記分發,男,財經學院,106
4178,登記分發,男,財經學院,106
4179,登記分發,男,財經學院,106
4180,登記分發,男,財經學院,106
4181,登記分發,男,財經學院,106
4182,登記分發,女,財經學院,106
4183,登記分發,女,財經學院,106
4184,登記分發,女,財經學院,106
4185,登記分發,女,財經學院,106
4186,登記分發,女,財經學院,106
4187,原民登記,男,財經學院,107
4188,登記分發,男,財經學院,106
4189,登記分發,男,財經學院,106
4190,登記分發,男,財經學院,106
4191,登記分發,女,財經學院,106
4192,登記分發,女,財經學院,106
4193,登記分發,女,財經學院,106
4194,申請入學,女,財經學院,106
4195,申請入學,男,財經學院,106
4196,申請入學,女,財經學院,106
4197,繁星計畫,女,財經學院,106
4198,繁星計畫,女,財經學院,106
4199,繁星計畫,女,財經學院,106
4200,繁星計畫,女,財經學院,106
4201,技優甄審,女,財經學院,106
4202,技優甄審,女,財經學院,106
4203,技優甄審,女,財經學院,106
4204,推甄,女,財經學院,106
4205,推甄,女,財經學院,106
4206,推甄,女,財經學院,106
4207,推甄,女,財經學院,106
4208,推甄,女,財經學院,106
4209,推甄,女,財經學院,106
4210,推甄,女,財經學院,106
4211,推甄,女,財經學院,106
4212,推甄,男,財經學院,106
4213,推甄,男,財經學院,106
4214,推甄,女,財經學院,106
4215,推甄,女,財經學院,106
4216,推甄,女,財經學院,106
4217,推甄,女,財經學院,106
4218,推甄,女,財經學院,106
4219,推甄,男,財經學院,106
4220,推甄,女,財經學院,106
4221,推甄,女,財經學院,106
4222,推甄,女,財經學院,106
4223,推甄,女,財經學院,106
4224,推甄,女,財經學院,106
4225,推甄,女,財經學院,106
4226,推甄,女,財經學院,106
4227,登記分發,男,財經學院,106
4228,登記分發,男,財經學院,106
4229,登記分發,女,財經學院,106
4230,登記分發,女,財經學院,106
4231,登記分發,女,財經學院,106
4232,登記分發,女,財經學院,106
4233,登記分發,女,財經學院,106
4234,登記分發,男,財經學院,106
4235,登記分發,男,財經學院,106
4236,登記分發,女,財經學院,106
4237,登記分發,女,財經學院,106
4238,登記分發,男,財經學院,107
4239,登記分發,男,財經學院,106
4240,登記分發,男,財經學院,106
4241,登記分發,男,財經學院,106
4242,登記分發,男,財經學院,108
4243,登記分發,男,財經學院,108
4244,登記分發,女,財經學院,106
4245,登記分發,女,財經學院,106
4246,登記分發,女,財經學院,106
4247,登記分發,女,財經學院,106
4248,登記分發,女,財經學院,106
4249,登記分發,女,財經學院,106
4250,登記分發,女,財經學院,106
4251,登記分發,女,財經學院,106
4252,登記分發,女,財經學院,106
4253,體優獨招,女,財經學院,106
4254,體優獨招,女,財經學院,106
4255,體優獨招,女,財經學院,106
4256,申請入學,女,財經學院,106
4257,申請入學,女,財經學院,106
4258,申請入學,女,財經學院,106
4259,繁星計畫,男,財經學院,106
4260,繁星計畫,女,財經學院,106
4261,繁星計畫,女,財經學院,106
4262,技優甄審,女,財經學院,106
4263,技優甄審,女,財經學院,106
4264,技優甄審,女,財經學院,106
4265,技優甄審,女,財經學院,107
4266,原民推薦,女,財經學院,106
4267,推甄,女,財經學院,106
4268,推甄,女,財經學院,106
4269,推甄,女,財經學院,106
4270,推甄,女,財經學院,106
4271,推甄,女,財經學院,106
4272,推甄,女,財經學院,106
4273,推甄,女,財經學院,106
4274,推甄,女,財經學院,106
4275,推甄,女,財經學院,106
4276,推甄,女,財經學院,106
4277,推甄,女,財經學院,106
4278,推甄,女,財經學院,106
4279,推甄,男,財經學院,106
4280,推甄,男,財經學院,106
4281,登記分發,女,財經學院,106
4282,登記分發,男,財經學院,106
4283,登記分發,女,財經學院,106
4284,登記分發,男,財經學院,106
4285,登記分發,男,財經學院,106
4286,登記分發,女,財經學院,106
4287,登記分發,男,財經學院,106
4288,登記分發,男,財經學院,106
4289,登記分發,男,財經學院,106
4290,登記分發,男,財經學院,106
4291,登記分發,女,財經學院,106
4292,登記分發,女,財經學院,106
4293,登記分發,男,財經學院,106
4294,登記分發,男,財經學院,106
4295,登記分發,男,財經學院,106
4296,登記分發,女,財經學院,106
4297,登記分發,女,財經學院,106
4298,登記分發,女,財經學院,106
4299,登記分發,女,財經學院,106
4300,登記分發,女,財經學院,106
4301,登記分發,女,財經學院,106
4302,登記分發,女,財經學院,106
4303,登記分發,女,財經學院,106
4304,登記分發,女,財經學院,106
4305,登記分發,女,財經學院,106
4306,登記分發,女,財經學院,106
4307,登記分發,女,財經學院,106
4308,體優獨招,女,財經學院,106
4309,體優獨招,女,財經學院,106
4310,轉學考試,女,財經學院,106
4311,繁星計畫,女,財經學院,106
4312,繁星計畫,女,財經學院,106
4313,繁星計畫,女,財經學院,106
4314,繁星計畫,女,財經學院,106
4315,繁星計畫,男,財經學院,106
4316,繁星計畫,男,財經學院,106
4317,技優甄審,女,財經學院,106
4318,技優甄審,女,財經學院,106
4319,推甄,女,財經學院,106
4320,推甄,女,財經學院,106
4321,推甄,女,財經學院,106
4322,推甄,女,財經學院,106
4323,推甄,女,財經學院,106
4324,推甄,男,財經學院,106
4325,推甄,男,財經學院,106
4326,推甄,男,財經學院,106
4327,推甄,女,財經學院,106
4328,推甄,女,財經學院,106
4329,推甄,女,財經學院,106
4330,推甄,女,財經學院,106
4331,推甄,女,財經學院,106
4332,推甄,女,財經學院,106
4333,推甄,女,財經學院,106
4334,推甄,女,財經學院,106
4335,推甄,女,財經學院,106
4336,推甄,女,財經學院,106
4337,推甄,女,財經學院,106
4338,推甄,女,財經學院,106
4339,推甄,女,財經學院,106
4340,推甄,女,財經學院,106
4341,推甄,女,財經學院,106
4342,推甄,女,財經學院,106
4343,登記分發,女,財經學院,106
4344,登記分發,女,財經學院,106
4345,登記分發,女,財經學院,106
4346,登記分發,女,財經學院,106
4347,登記分發,男,財經學院,106
4348,登記分發,男,財經學院,106
4349,登記分發,男,財經學院,106
4350,登記分發,女,財經學院,106
4351,登記分發,女,財經學院,107
4352,登記分發,女,財經學院,107
4353,登記分發,女,財經學院,106
4354,登記分發,女,財經學院,106
4355,登記分發,女,財經學院,106
4356,登記分發,女,財經學院,106
4357,登記分發,女,財經學院,106
4358,登記分發,女,財經學院,106
4359,登記分發,男,財經學院,106
4360,登記分發,男,財經學院,106
4361,登記分發,男,財經學院,106
4362,登記分發,女,財經學院,106
4363,登記分發,女,財經學院,106
4364,登記分發,男,財經學院,106
4365,體優獨招,女,財經學院,107
4366,外國申請生,女,財經學院,107
4367,陸聯會招生,男,財經學院,106
4368,轉學考試,女,財經學院,106
4369,轉學考試,女,財經學院,106
4370,轉學考試,女,財經學院,106
4371,轉學考試,女,財經學院,107
4372,轉學考試,女,財經學院,107
4373,繁星計畫,男,財經學院,106
4374,繁星計畫,男,財經學院,106
4375,繁星計畫,男,財經學院,106
4376,繁星計畫,女,財經學院,106
4377,繁星計畫,女,財經學院,106
4378,技優甄審,女,財經學院,106
4379,技優甄審,女,財經學院,106
4380,技優甄審,女,財經學院,106
4381,技優甄審,女,財經學院,106
4382,技優甄審,男,財經學院,106
4383,推甄,女,財經學院,106
4384,推甄,女,財經學院,106
4385,推甄,女,財經學院,106
4386,推甄,女,財經學院,106
4387,推甄,女,財經學院,106
4388,推甄,女,財經學院,106
4389,推甄,女,財經學院,106
4390,推甄,女,財經學院,106
4391,推甄,女,財經學院,106
4392,推甄,女,財經學院,106
4393,推甄,女,財經學院,106
4394,推甄,女,財經學院,106
4395,推甄,女,財經學院,106
4396,推甄,女,財經學院,106
4397,推甄,女,財經學院,106
4398,推甄,女,財經學院,106
4399,推甄,女,財經學院,106
4400,推甄,男,財經學院,106
4401,推甄,男,財經學院,106
4402,推甄,男,財經學院,106
4403,推甄,女,財經學院,106
4404,推甄,女,財經學院,106
4405,推甄,女,財經學院,106
4406,推甄,女,財經學院,106
4407,推甄,女,財經學院,106
4408,推甄,女,財經學院,106
4409,推甄,女,財經學院,106
4410,登記分發,女,財經學院,106
4411,登記分發,男,財經學院,106
4412,登記分發,男,財經學院,106
4413,登記分發,男,財經學院,106
4414,登記分發,女,財經學院,106
4415,登記分發,女,財經學院,106
4416,登記分發,女,財經學院,106
4417,登記分發,女,財經學院,106
4418,登記分發,女,財經學院,106
4419,登記分發,女,財經學院,106
4420,登記分發,女,財經學院,106
4421,登記分發,女,財經學院,106
4422,登記分發,女,財經學院,106
4423,登記分發,女,財經學院,106
4424,登記分發,女,財經學院,106
4425,登記分發,男,財經學院,106
4426,登記分發,男,財經學院,106
4427,登記分發,男,財經學院,106
4428,登記分發,女,財經學院,106
4429,登記分發,女,財經學院,106
4430,登記分發,女,財經學院,106
4431,登記分發,女,財經學院,106
4432,登記分發,女,財經學院,106
4433,登記分發,女,財經學院,106
4434,登記分發,女,財經學院,106
4435,登記分發,男,財經學院,106
4436,登記分發,男,財經學院,106
4437,登記分發,男,財經學院,106
4438,登記分發,男,財經學院,106
4439,登記分發,女,財經學院,106
4440,登記分發,女,財經學院,106
4441,登記分發,男,財經學院,106
4442,登記分發,男,財經學院,106
4443,登記分發,男,財經學院,106
4444,登記分發,女,財經學院,106
4445,登記分發,女,財經學院,106
4446,登記分發,女,財經學院,106
4447,登記分發,女,財經學院,106
4448,登記分發,女,財經學院,106
4449,登記分發,女,財經學院,106
4450,登記分發,女,財經學院,106
4451,登記分發,女,財經學院,106
4452,體優獨招,男,財經學院,106
4453,體優獨招,男,財經學院,106
4454,體優獨招,男,財經學院,106
4455,技優甄審,女,管理學院,106
4456,技優甄審,女,管理學院,106
4457,技優甄審,女,管理學院,106
4458,技優甄審,女,管理學院,106
4459,技優甄審,女,管理學院,106
4460,技優甄審,女,管理學院,106
4461,申請入學,男,管理學院,106
4462,申請入學,男,管理學院,106
4463,繁星計畫,女,管理學院,106
4464,繁星計畫,女,管理學院,106
4465,推甄,男,管理學院,106
4466,推甄,男,管理學院,106
4467,推甄,男,管理學院,106
4468,推甄,女,管理學院,106
4469,推甄,女,管理學院,106
4470,推甄,女,管理學院,106
4471,推甄,女,管理學院,106
4472,推甄,女,管理學院,106
4473,推甄,女,管理學院,106
4474,推甄,女,管理學院,106
4475,推甄,女,管理學院,106
4476,登記分發,女,管理學院,106
4477,登記分發,女,管理學院,106
4478,登記分發,女,管理學院,106
4479,登記分發,女,管理學院,106
4480,登記分發,男,管理學院,106
4481,登記分發,女,管理學院,106
4482,登記分發,男,管理學院,106
4483,登記分發,女,管理學院,106
4484,登記分發,女,管理學院,106
4485,登記分發,男,管理學院,106
4486,登記分發,男,管理學院,106
4487,登記分發,男,管理學院,106
4488,登記分發,女,管理學院,106
4489,登記分發,女,管理學院,106
4490,登記分發,女,管理學院,106
4491,登記分發,女,管理學院,106
4492,登記分發,女,管理學院,106
4493,登記分發,女,管理學院,106
4494,登記分發,男,管理學院,106
4495,登記分發,男,管理學院,106
4496,登記分發,女,管理學院,106
4497,登記分發,女,管理學院,106
4498,體優獨招,男,管理學院,106
4499,體優獨招,男,管理學院,106
4500,體優獨招,男,管理學院,106
4501,外國申請生,女,管理學院,106
4502,外國申請生,男,管理學院,106
4503,外國申請生,男,管理學院,106
4504,技優甄審,男,管理學院,106
4505,技優甄審,男,管理學院,106
4506,技優甄審,男,管理學院,106
4507,技優甄審,女,管理學院,106
4508,技優甄審,女,管理學院,106
4509,技優甄審,女,管理學院,106
4510,申請入學,男,管理學院,106
4511,申請入學,男,管理學院,106
4512,申請入學,男,管理學院,106
4513,申請入學,女,管理學院,106
4514,繁星計畫,女,管理學院,107
4515,繁星計畫,女,管理學院,106
4516,繁星計畫,女,管理學院,106
4517,繁星計畫,女,管理學院,106
4518,繁星計畫,女,管理學院,106
4519,推甄,男,管理學院,106
4520,推甄,男,管理學院,106
4521,推甄,女,管理學院,106
4522,推甄,男,管理學院,106
4523,推甄,男,管理學院,106
4524,推甄,男,管理學院,106
4525,推甄,女,管理學院,106
4526,推甄,女,管理學院,106
4527,推甄,女,管理學院,106
4528,推甄,女,管理學院,106
4529,推甄,女,管理學院,106
4530,推甄,女,管理學院,106
4531,推甄,女,管理學院,106
4532,登記分發,女,管理學院,107
4533,登記分發,女,管理學院,107
4534,登記分發,男,管理學院,106
4535,登記分發,女,管理學院,106
4536,登記分發,女,管理學院,106
4537,登記分發,女,管理學院,106
4538,登記分發,女,管理學院,106
4539,登記分發,女,管理學院,106
4540,登記分發,女,管理學院,106
4541,登記分發,女,管理學院,106
4542,登記分發,女,管理學院,106
4543,登記分發,女,管理學院,106
4544,登記分發,男,管理學院,106
4545,登記分發,女,管理學院,106
4546,登記分發,女,管理學院,106
4547,體優獨招,女,管理學院,106
4548,體優獨招,女,管理學院,106
4549,體優獨招,女,管理學院,106
4550,外國申請生,男,管理學院,106
4551,轉學考試,女,管理學院,106
4552,轉學考試,女,管理學院,106
4553,轉學考試,女,管理學院,106
4554,轉學考試,女,管理學院,106
4555,繁星計畫,男,管理學院,106
4556,繁星計畫,女,管理學院,106
4557,繁星計畫,女,管理學院,106
4558,申請入學,男,管理學院,106
4559,申請入學,男,管理學院,106
4560,申請入學,男,管理學院,106
4561,技優甄審,男,管理學院,106
4562,技優甄審,男,管理學院,106
4563,技優甄審,男,管理學院,106
4564,技優甄審,男,管理學院,106
4565,技優甄審,男,管理學院,109
4566,推甄,男,管理學院,106
4567,推甄,男,管理學院,106
4568,推甄,男,管理學院,106
4569,推甄,女,管理學院,106
4570,推甄,女,管理學院,106
4571,推甄,女,管理學院,106
4572,推甄,男,管理學院,106
4573,推甄,男,管理學院,106
4574,推甄,男,管理學院,106
4575,推甄,女,管理學院,106
4576,推甄,女,管理學院,106
4577,推甄,女,管理學院,106
4578,推甄,男,管理學院,106
4579,推甄,女,管理學院,106
4580,推甄,女,管理學院,106
4581,推甄,男,管理學院,106
4582,推甄,男,管理學院,106
4583,推甄,女,管理學院,106
