,畢業滿_年,工作職業類型
13220,3,建築營造業
13221,1,建築營造業
13222,1,企業經營管理類
13223,5,
13224,3,企業經營管理類
13225,1,行銷與銷售類
13226,3,行銷與銷售類
13227,1,資訊科技類
13228,3,資訊科技類
13229,3,個人及社會服務類
13230,1,天然資源、食品與農業類
13231,1,企業經營管理類
13232,3,建築營造業
13233,1,企業經營管理類
13234,3,
13235,1,
13236,1,資訊科技類
13237,3,教育與訓練類
13238,3,行銷與銷售類
13239,1,行銷與銷售類
13240,5,
13241,1,製造業
13242,3,建築營造業
13243,1,科學、技術、工程、數學類
13244,3,建築營造業
13245,1,休閒與觀光旅遊類
13246,3,休閒與觀光旅遊類
13247,3,企業經營管理類
13248,1,
13249,3,休閒與觀光旅遊類
13250,1,行銷與銷售類
13251,1,行銷與銷售類
13252,3,行銷與銷售類
13253,1,行銷與銷售類
13254,3,個人及社會服務類
13255,1,司法、法律與公共安全類
13256,3,司法、法律與公共安全類
13257,3,個人及社會服務類
13258,1,企業經營管理類
13259,3,醫療保健類
13260,1,醫療保健類
13261,1,資訊科技類
13262,3,科學、技術、工程、數學類
13263,1,休閒與觀光旅遊類
13264,3,休閒與觀光旅遊類
13265,1,
13266,3,金融財務類
13267,3,
13268,1,企業經營管理類
13269,3,休閒與觀光旅遊類
13270,1,醫療保健類
13271,3,製造業
13272,3,行銷與銷售類
13273,3,行銷與銷售類
13274,1,
13275,3,
13276,1,行銷與銷售類
13277,3,物流運輸類
13278,1,
13279,1,醫療保健類
13280,3,製造業
13281,1,企業經營管理類
13282,1,個人及社會服務類
13283,3,企業經營管理類
13284,3,物流運輸類
13285,1,企業經營管理類
13286,3,物流運輸類
13287,3,金融財務類
13288,1,金融財務類
13289,3,金融財務類
13290,1,企業經營管理類
13291,3,
13292,1,行銷與銷售類
13293,1,金融財務類
13294,3,金融財務類
13295,1,資訊科技類
13296,3,行銷與銷售類
13297,3,個人及社會服務類
13298,1,行銷與銷售類
13299,3,行銷與銷售類
13300,5,
13301,3,金融財務類
13302,3,行銷與銷售類
13303,5,
13304,1,物流運輸類
13305,1,
13306,3,製造業
13307,1,金融財務類
13308,3,資訊科技類
13309,1,資訊科技類
13310,3,
13311,1,藝文與影音傳播類
13312,1,
13313,3,資訊科技類
13314,1,資訊科技類
13315,3,資訊科技類
13316,1,金融財務類
13317,3,資訊科技類
13318,1,金融財務類
13319,1,
13320,1,科學、技術、工程、數學類
13321,1,資訊科技類
13322,3,行銷與銷售類
13323,1,金融財務類
13324,1,資訊科技類
13325,3,資訊科技類
13326,1,金融財務類
13327,1,資訊科技類
13328,1,行銷與銷售類
13329,1,資訊科技類
13330,3,休閒與觀光旅遊類
13331,1,資訊科技類
13332,1,休閒與觀光旅遊類
13333,3,建築營造業
13334,1,資訊科技類
13335,3,企業經營管理類
13336,1,資訊科技類
13337,1,教育與訓練類
13338,3,行銷與銷售類
13339,5,
13340,1,金融財務類
13341,5,
13342,5,
13343,1,資訊科技類
13344,1,資訊科技類
13345,5,
13346,3,資訊科技類
13347,5,
13348,1,
13349,3,政府公共事務類
13350,1,天然資源、食品與農業類
13351,3,製造業
13352,5,
13353,3,金融財務類
13354,3,資訊科技類
13355,1,資訊科技類
13356,5,
13357,3,科學、技術、工程、數學類
13358,5,
13359,1,資訊科技類
13360,3,資訊科技類
13361,5,
13362,3,資訊科技類
13363,3,個人及社會服務類
13364,1,資訊科技類
13365,3,製造業
13366,1,金融財務類
13367,5,
13368,3,資訊科技類
13369,1,資訊科技類
13370,1,資訊科技類
13371,1,資訊科技類
13372,1,資訊科技類
13373,5,
13374,3,政府公共事務類
13375,1,資訊科技類
13376,3,金融財務類
13377,5,
13378,1,資訊科技類
13379,1,建築營造業
13380,3,行銷與銷售類
13381,5,
13382,3,資訊科技類
13383,5,
13384,1,物流運輸類
13385,5,
13386,1,企業經營管理類
13387,3,
13388,5,
13389,1,資訊科技類
13390,5,
13391,3,資訊科技類
13392,3,
13393,1,
13394,5,
13395,1,
13396,1,
13397,3,物流運輸類
13398,1,休閒與觀光旅遊類
13399,3,教育與訓練類
13400,1,教育與訓練類
13401,1,資訊科技類
13402,1,
13403,3,
13404,1,休閒與觀光旅遊類
13405,1,行銷與銷售類
13406,1,政府公共事務類
13407,1,科學、技術、工程、數學類
13408,3,教育與訓練類
13409,1,
13410,1,行銷與銷售類
13411,1,教育與訓練類
13412,1,金融財務類
13413,1,休閒與觀光旅遊類
13414,1,科學、技術、工程、數學類
13415,1,建築營造業
13416,1,行銷與銷售類
13417,1,
13418,1,休閒與觀光旅遊類
13419,1,金融財務類
13420,1,藝文與影音傳播類
13421,5,
13422,1,教育與訓練類
13423,3,物流運輸類
13424,5,
13425,1,教育與訓練類
13426,3,教育與訓練類
13427,5,
13428,1,休閒與觀光旅遊類
13429,1,製造業
13430,1,教育與訓練類
13431,1,金融財務類
13432,5,
13433,1,醫療保健類
13434,1,休閒與觀光旅遊類
13435,3,物流運輸類
13436,5,
13437,1,政府公共事務類
13438,3,製造業
13439,1,行銷與銷售類
13440,1,教育與訓練類
13441,1,教育與訓練類
13442,3,政府公共事務類
13443,1,科學、技術、工程、數學類
13444,3,物流運輸類
13445,5,
13446,1,物流運輸類
13447,1,醫療保健類
13448,1,行銷與銷售類
13449,1,政府公共事務類
13450,1,建築營造業
13451,1,政府公共事務類
13452,1,資訊科技類
13453,3,行銷與銷售類
13454,1,個人及社會服務類
13455,3,行銷與銷售類
13456,1,休閒與觀光旅遊類
13457,1,行銷與銷售類
13458,1,行銷與銷售類
13459,3,金融財務類
13460,1,政府公共事務類
13461,1,金融財務類
13462,1,金融財務類
13463,1,金融財務類
13464,1,金融財務類
13465,1,金融財務類
13466,1,金融財務類
13467,1,休閒與觀光旅遊類
13468,1,金融財務類
13469,1,
13470,1,金融財務類
13471,1,
13472,1,金融財務類
13473,1,資訊科技類
13474,1,金融財務類
13475,1,資訊科技類
13476,3,資訊科技類
13477,3,休閒與觀光旅遊類
13478,1,金融財務類
13479,3,金融財務類
13480,1,
13481,1,金融財務類
13482,3,金融財務類
13483,3,金融財務類
13484,1,金融財務類
13485,1,金融財務類
13486,3,金融財務類
13487,3,金融財務類
13488,1,金融財務類
13489,1,藝文與影音傳播類
13490,3,教育與訓練類
13491,3,金融財務類
13492,1,金融財務類
13493,3,個人及社會服務類
13494,1,資訊科技類
13495,1,
13496,3,金融財務類
13497,3,
13498,1,金融財務類
13499,3,金融財務類
13500,1,金融財務類
13501,3,
13502,3,金融財務類
13503,1,金融財務類
13504,3,金融財務類
13505,1,建築營造業
13506,3,政府公共事務類
13507,1,金融財務類
13508,1,金融財務類
13509,3,製造業
13510,3,金融財務類
13511,3,金融財務類
13512,1,金融財務類
13513,1,製造業
13514,3,
13515,1,金融財務類
13516,1,金融財務類
13517,1,科學、技術、工程、數學類
13518,1,
13519,1,企業經營管理類
13520,1,行銷與銷售類
13521,1,金融財務類
13522,1,製造業
13523,1,金融財務類
13524,1,物流運輸類
13525,1,金融財務類
13526,3,金融財務類
13527,1,金融財務類
13528,3,金融財務類
13529,1,金融財務類
13530,1,金融財務類
13531,3,
13532,1,
13533,1,金融財務類
13534,3,金融財務類
13535,1,
13536,3,行銷與銷售類
13537,1,行銷與銷售類
13538,3,金融財務類
13539,1,金融財務類
13540,1,金融財務類
13541,1,
13542,3,金融財務類
13543,3,休閒與觀光旅遊類
13544,1,金融財務類
13545,3,金融財務類
13546,3,金融財務類
13547,1,金融財務類
13548,1,金融財務類
13549,3,金融財務類
13550,1,金融財務類
13551,3,金融財務類
13552,1,
13553,1,金融財務類
13554,3,金融財務類
13555,3,企業經營管理類
13556,1,企業經營管理類
13557,1,金融財務類
13558,3,金融財務類
13559,1,金融財務類
13560,1,金融財務類
13561,1,金融財務類
13562,3,金融財務類
13563,1,個人及社會服務類
13564,3,金融財務類
13565,3,藝文與影音傳播類
13566,1,金融財務類
13567,3,金融財務類
13568,3,金融財務類
13569,3,製造業
13570,1,金融財務類
13571,3,政府公共事務類
13572,1,金融財務類
13573,3,醫療保健類
13574,3,資訊科技類
13575,1,金融財務類
13576,3,金融財務類
13577,3,金融財務類
13578,3,金融財務類
13579,1,金融財務類
13580,3,金融財務類
13581,1,金融財務類
13582,3,金融財務類
13583,1,金融財務類
13584,3,金融財務類
13585,3,
13586,1,
13587,3,政府公共事務類
13588,1,金融財務類
13589,3,金融財務類
13590,1,金融財務類
13591,3,金融財務類
13592,3,金融財務類
13593,1,金融財務類
13594,3,政府公共事務類
13595,1,行銷與銷售類
13596,3,金融財務類
13597,1,金融財務類
13598,1,金融財務類
13599,1,行銷與銷售類
13600,3,金融財務類
13601,1,金融財務類
13602,3,行銷與銷售類
13603,1,金融財務類
13604,3,金融財務類
13605,1,行銷與銷售類
13606,1,
13607,1,金融財務類
13608,1,醫療保健類
13609,1,金融財務類
13610,1,物流運輸類
13611,1,資訊科技類
13612,1,
13613,1,科學、技術、工程、數學類
13614,1,物流運輸類
13615,1,
13616,1,金融財務類
13617,1,休閒與觀光旅遊類
13618,1,教育與訓練類
13619,1,行銷與銷售類
13620,1,企業經營管理類
13621,3,
13622,1,金融財務類
13623,1,企業經營管理類
13624,1,
13625,1,企業經營管理類
13626,1,行銷與銷售類
13627,1,醫療保健類
13628,3,行銷與銷售類
13629,1,行銷與銷售類
13630,1,個人及社會服務類
13631,1,資訊科技類
13632,1,金融財務類
13633,1,金融財務類
13634,1,金融財務類
13635,1,
13636,1,金融財務類
13637,1,金融財務類
13638,1,金融財務類
13639,1,教育與訓練類
13640,1,金融財務類
13641,1,金融財務類
13642,1,金融財務類
13643,1,行銷與銷售類
13644,1,金融財務類
13645,1,金融財務類
13646,1,金融財務類
13647,1,金融財務類
13648,1,金融財務類
13649,1,金融財務類
13650,1,個人及社會服務類
13651,1,行銷與銷售類
13652,1,行銷與銷售類
13653,3,金融財務類
13654,1,金融財務類
13655,1,金融財務類
13656,3,金融財務類
13657,1,天然資源、食品與農業類
13658,3,金融財務類
13659,1,金融財務類
13660,3,金融財務類
13661,1,金融財務類
13662,3,金融財務類
13663,1,金融財務類
13664,1,
13665,3,企業經營管理類
13666,1,企業經營管理類
13667,1,金融財務類
13668,3,金融財務類
13669,3,物流運輸類
13670,1,醫療保健類
13671,1,科學、技術、工程、數學類
13672,3,企業經營管理類
13673,1,休閒與觀光旅遊類
13674,3,
13675,1,資訊科技類
13676,3,資訊科技類
13677,1,金融財務類
13678,3,製造業
13679,1,行銷與銷售類
13680,3,醫療保健類
13681,1,
13682,3,科學、技術、工程、數學類
13683,3,休閒與觀光旅遊類
13684,1,休閒與觀光旅遊類
13685,3,金融財務類
13686,1,休閒與觀光旅遊類
13687,1,金融財務類
13688,1,資訊科技類
13689,3,資訊科技類
13690,1,製造業
13691,3,製造業
13692,3,製造業
13693,1,製造業
13694,3,
13695,1,行銷與銷售類
13696,1,醫療保健類
13697,3,休閒與觀光旅遊類
13698,3,金融財務類
13699,3,科學、技術、工程、數學類
13700,3,個人及社會服務類
13701,1,
13702,1,資訊科技類
13703,1,資訊科技類
13704,1,
13705,1,資訊科技類
13706,1,金融財務類
13707,1,
13708,1,金融財務類
13709,1,資訊科技類
13710,1,
13711,1,金融財務類
13712,1,資訊科技類
13713,1,資訊科技類
13714,1,金融財務類
13715,1,企業經營管理類
13716,1,資訊科技類
13717,1,物流運輸類
13718,1,個人及社會服務類
13719,1,天然資源、食品與農業類
13720,1,金融財務類
13721,1,
13722,1,資訊科技類
13723,1,金融財務類
13724,1,
13725,1,
13726,1,資訊科技類
13727,1,資訊科技類
13728,1,製造業
13729,3,製造業
13730,1,
13731,3,資訊科技類
13732,1,資訊科技類
13733,3,資訊科技類
13734,1,資訊科技類
13735,3,
13736,1,資訊科技類
13737,3,資訊科技類
13738,3,政府公共事務類
13739,1,資訊科技類
13740,1,資訊科技類
13741,1,
13742,3,資訊科技類
13743,1,製造業
13744,3,企業經營管理類
13745,1,資訊科技類
13746,3,資訊科技類
13747,1,
13748,3,教育與訓練類
13749,1,政府公共事務類
13750,3,企業經營管理類
13751,1,資訊科技類
13752,1,資訊科技類
13753,3,資訊科技類
13754,1,資訊科技類
13755,3,資訊科技類
13756,3,資訊科技類
13757,1,休閒與觀光旅遊類
13758,1,資訊科技類
13759,3,資訊科技類
13760,1,
13761,3,資訊科技類
13762,3,資訊科技類
13763,1,資訊科技類
13764,3,
13765,1,資訊科技類
13766,1,資訊科技類
13767,1,資訊科技類
13768,3,
13769,3,資訊科技類
13770,1,資訊科技類
13771,1,製造業
13772,3,科學、技術、工程、數學類
13773,3,資訊科技類
13774,1,資訊科技類
13775,1,醫療保健類
13776,1,行銷與銷售類
13777,1,資訊科技類
13778,3,行銷與銷售類
13779,3,金融財務類
13780,1,金融財務類
13781,1,金融財務類
13782,3,司法、法律與公共安全類
13783,1,政府公共事務類
13784,3,醫療保健類
13785,1,醫療保健類
13786,3,司法、法律與公共安全類
13787,1,司法、法律與公共安全類
13788,3,建築營造業
13789,1,建築營造業
13790,1,資訊科技類
13791,1,休閒與觀光旅遊類
13792,3,金融財務類
13793,1,行銷與銷售類
13794,1,行銷與銷售類
13795,1,休閒與觀光旅遊類
13796,3,教育與訓練類
13797,3,金融財務類
13798,3,企業經營管理類
13799,3,金融財務類
13800,3,行銷與銷售類
13801,3,醫療保健類
13802,3,教育與訓練類
13803,3,製造業
13804,1,製造業
13805,1,教育與訓練類
13806,3,休閒與觀光旅遊類
13807,3,休閒與觀光旅遊類
13808,1,教育與訓練類
13809,1,科學、技術、工程、數學類
13810,3,個人及社會服務類
13811,1,教育與訓練類
13812,3,行銷與銷售類
13813,1,政府公共事務類
13814,3,個人及社會服務類
13815,1,教育與訓練類
13816,1,金融財務類
13817,1,
13818,1,金融財務類
13819,1,金融財務類
13820,3,製造業
13821,3,金融財務類
13822,1,金融財務類
13823,3,金融財務類
13824,1,金融財務類
13825,1,金融財務類
13826,3,金融財務類
13827,1,金融財務類
13828,1,醫療保健類
13829,3,製造業
13830,1,行銷與銷售類
13831,3,金融財務類
13832,1,金融財務類
13833,1,建築營造業
13834,3,建築營造業
13835,1,
13836,1,金融財務類
13837,3,金融財務類
13838,1,金融財務類
13839,1,藝文與影音傳播類
13840,1,物流運輸類
13841,1,製造業
13842,3,政府公共事務類
13843,3,行銷與銷售類
13844,1,金融財務類
13845,3,
13846,3,金融財務類
13847,1,金融財務類
13848,3,企業經營管理類
13849,1,金融財務類
13850,1,
13851,3,金融財務類
13852,1,金融財務類
13853,1,金融財務類
13854,3,行銷與銷售類
13855,1,金融財務類
13856,3,金融財務類
13857,3,天然資源、食品與農業類
13858,1,金融財務類
13859,3,
13860,1,金融財務類
13861,1,政府公共事務類
13862,3,政府公共事務類
13863,1,行銷與銷售類
13864,3,行銷與銷售類
13865,1,
13866,3,資訊科技類
13867,1,製造業
13868,1,行銷與銷售類
13869,1,金融財務類
13870,1,建築營造業
13871,3,教育與訓練類
13872,1,教育與訓練類
13873,1,
13874,1,資訊科技類
13875,1,建築營造業
13876,1,個人及社會服務類
13877,1,醫療保健類
13878,1,政府公共事務類
13879,1,物流運輸類
13880,1,金融財務類
13881,1,行銷與銷售類
13882,1,
13883,3,
13884,1,政府公共事務類
13885,1,製造業
13886,1,
13887,1,行銷與銷售類
13888,1,醫療保健類
13889,1,物流運輸類
13890,3,教育與訓練類
13891,1,教育與訓練類
13892,1,資訊科技類
13893,1,
13894,1,
13895,1,
13896,1,政府公共事務類
13897,1,個人及社會服務類
13898,1,製造業
13899,1,建築營造業
13900,1,金融財務類
13901,1,行銷與銷售類
13902,1,金融財務類
13903,1,金融財務類
13904,1,行銷與銷售類
13905,1,行銷與銷售類
13906,1,醫療保健類
13907,1,企業經營管理類
13908,1,行銷與銷售類
13909,1,製造業
13910,1,科學、技術、工程、數學類
13911,1,個人及社會服務類
13912,1,資訊科技類
13913,1,科學、技術、工程、數學類
13914,1,製造業
13915,1,
13916,3,
13917,1,醫療保健類
13918,1,教育與訓練類
13919,1,個人及社會服務類
13920,1,製造業
13921,3,製造業
13922,3,資訊科技類
13923,1,資訊科技類
13924,1,資訊科技類
13925,3,資訊科技類
13926,1,
13927,1,資訊科技類
13928,3,資訊科技類
13929,1,製造業
13930,1,資訊科技類
13931,1,資訊科技類
13932,3,資訊科技類
13933,1,金融財務類
13934,1,資訊科技類
13935,3,資訊科技類
13936,3,企業經營管理類
13937,1,金融財務類
