,Years,Edu_Short,Dept_Short,Sex
7462,106,日二技,二技創科,女
7463,106,日二技,二技創科,男
7464,106,日二技,二技創科,女
7465,106,日二技,二技創科,女
7466,106,日二技,二技創科,女
7467,106,日二技,二技創科,女
7468,106,日二技,二技創科,女
7469,106,日二技,二技創科,女
7470,106,日二技,二技創科,女
7471,106,日二技,二技創科,女
7472,106,日二技,二技創科,女
7473,105,日二技,二技創科,女
7474,105,日二技,二技創科,女
7475,106,日二技,二技創科,女
7476,106,日二技,二技創科,女
7477,106,日二技,二技創科,女
7478,106,日二技,二技創科,女
7479,106,日二技,二技創科,女
7480,106,日二技,二技創科,女
7481,106,日二技,二技創科,女
7482,106,日二技,二技創科,女
7483,106,日二技,二技創科,女
7484,106,日二技,二技創科,女
7485,106,日二技,二技創科,女
7486,106,日二技,二技創科,女
7487,106,日二技,二技創科,女
7488,106,日二技,二技創科,女
7489,106,日二技,二技創科,女
7490,106,日二技,二技創科,男
7491,106,日二技,二技創科,女
7492,106,日二技,二技創科,女
7493,106,日二技,二技創科,女
7494,106,日二技,二技創科,女
7495,106,日二技,二技創科,女
7496,106,日二技,二技創科,女
7497,106,日二技,二技創科,女
7498,106,日二技,二技創科,女
7499,106,日二技,二技創科,女
7500,106,日二技,二技創科,女
7501,106,日二技,二技創科,女
7502,106,日二技,二技創科,女
7503,106,日二技,二技創科,女
7504,106,日二技,二技創科,女
7505,106,日二技,二技創科,女
7506,106,日二技,二技創科,女
7507,106,日二技,二技創科,女
7508,106,日二技,二技創科,女
7509,106,日二技,二技創科,女
7510,105,日二技,二技創科,女
7511,105,日二技,二技創科,女
7512,105,日二技,二技創科,女
7513,106,日二技,二技創科,女
7514,106,日二技,二技創科,女
7515,105,日二技,二技商設,女
7516,105,日二技,二技商設,女
7517,106,日二技,二技商設,女
7518,105,日二技,二技商設,女
7519,105,日二技,二技商設,男
7520,106,日二技,二技商設,男
7521,106,日二技,二技商設,女
7522,105,日二技,二技商設,女
7523,105,日二技,二技商設,女
7524,106,日二技,二技商設,女
7525,105,日二技,二技商設,女
7526,105,日二技,二技商設,女
7527,105,日二技,二技商設,女
7528,105,日二技,二技商設,女
7529,106,日二技,二技商設,女
7530,105,日二技,二技商設,女
7531,105,日二技,二技商設,女
7532,105,日二技,二技商設,女
7533,105,日二技,二技商設,女
7534,105,日二技,二技商設,女
7535,106,日二技,二技商設,女
7536,105,日二技,二技商設,女
7537,105,日二技,二技商設,女
7538,105,日二技,二技商設,女
7539,105,日二技,二技商設,女
7540,105,日二技,二技商設,女
7541,105,日二技,二技商設,女
7542,105,日二技,二技商設,男
7543,105,日二技,二技商設,男
7544,105,日二技,二技商設,男
7545,105,日二技,二技商設,男
7546,105,日二技,二技商設,男
7547,105,日二技,二技商設,男
7548,105,日二技,二技商設,男
7549,105,日二技,二技商設,男
7550,105,日二技,二技商設,男
7551,105,日二技,二技商設,男
7552,105,日二技,二技商設,女
7553,105,日二技,二技商設,女
7554,105,日二技,二技商設,女
7555,105,日二技,二技商設,女
7556,105,日二技,二技商設,女
7557,105,日二技,二技商設,女
7558,105,日二技,二技商設,女
7559,106,日二技,二技商設,男
7560,105,日二技,二技商設,女
7561,105,日二技,二技商設,女
7562,105,日二技,二技商設,女
7563,106,日二技,二技商設,女
7564,106,日二技,二技商設,女
7565,106,日二技,二技商設,女
7566,105,日二技,二技商設,女
7567,106,日二技,二技商設,男
7568,106,日二技,二技商設,男
7569,105,日二技,二技商設,女
7570,106,日二技,二技商設,女
7571,106,日二技,二技商設,女
7572,106,日二技,二技商設,女
7573,106,日二技,二技商設,女
7574,105,日二技,二技商設,女
7575,105,日二技,二技商設,女
7576,105,日二技,二技商設,女
7577,105,日二技,二技商設,女
7578,105,日二技,二技商設,男
7579,105,日二技,二技商設,女
7580,105,日二技,二技商設,女
7581,105,日二技,二技商設,女
7582,106,日二技,二技商設,女
7583,106,日二技,二技數媒,女
7584,105,日二技,二技數媒,女
7585,105,日二技,二技數媒,女
7586,106,日二技,二技數媒,女
7587,106,日二技,二技數媒,男
7588,106,日二技,二技數媒,男
7589,106,日二技,二技數媒,男
7590,105,日二技,二技數媒,女
7591,105,日二技,二技數媒,女
7592,105,日二技,二技數媒,女
7593,106,日二技,二技數媒,女
7594,106,日二技,二技數媒,女
7595,106,日二技,二技數媒,女
7596,105,日二技,二技數媒,男
7597,105,日二技,二技數媒,女
7598,105,日二技,二技數媒,女
7599,105,日二技,二技數媒,女
7600,106,日二技,二技數媒,男
7601,106,日二技,二技數媒,男
7602,106,日二技,二技數媒,男
7603,106,日二技,二技數媒,女
7604,107,日二技,二技數媒,男
7605,106,日二技,二技數媒,男
7606,106,日二技,二技數媒,男
7607,105,日二技,二技數媒,男
7608,106,日二技,二技數媒,男
7609,105,日二技,二技數媒,女
7610,105,日二技,二技數媒,女
7611,105,日二技,二技數媒,女
7612,105,日二技,二技數媒,女
7613,105,日二技,二技數媒,女
7614,105,日二技,二技數媒,女
7615,106,日二技,二技數媒,女
7616,106,日二技,二技數媒,女
7617,106,日二技,二技數媒,女
7618,106,日二技,二技數媒,女
7619,106,日二技,二技數媒,男
7620,106,日二技,二技數媒,男
7621,106,日二技,二技數媒,男
7622,106,日二技,二技數媒,男
7623,105,日二技,二技數媒,女
7624,106,日二技,二技數媒,女
7625,106,日二技,二技數媒,女
7626,107,日二技,二技數媒,女
7627,106,日二技,二技數媒,男
7628,106,日二技,二技數媒,男
7629,106,日二技,二技數媒,男
7630,106,日二技,二技數媒,男
7631,106,日二技,二技數媒,男
7632,106,日二技,二技數媒,女
7633,105,日二技,二技數媒,女
7634,106,日二技,二技數媒,女
7635,106,日二技,二技數媒,女
7636,105,日二技,二技數媒,男
7637,107,日二技,二技數媒,女
7638,105,日二技,二技數媒,女
7639,105,日二技,二技數媒,女
7640,105,日二技,二技數媒,女
7641,105,日二技,二技數媒,女
7642,105,日二技,二技數媒,女
7643,106,日二技,二技數媒,女
7644,106,日二技,二技數媒,女
7645,106,日二技,二技數媒,男
7646,106,日二技,二技數媒,男
7647,108,日四技,四技會資,男
7648,106,日四技,四技會資,女
7649,105,日四技,四技會資,女
7650,106,日四技,四技會資,男
7651,106,日四技,四技會資,男
7652,107,日四技,四技會資,女
7653,108,日四技,四技會資,男
7654,107,日四技,四技會資,女
7655,108,日四技,四技會資,女
7656,108,日四技,四技會資,女
7657,107,日四技,四技會資,女
7658,108,日四技,四技會資,女
7659,108,日四技,四技會資,女
7660,108,日四技,四技會資,女
7661,105,日四技,四技會資,男
7662,105,日四技,四技會資,男
7663,108,日四技,四技會資,女
7664,108,日四技,四技會資,男
7665,105,日四技,四技會資,女
7666,108,日四技,四技會資,女
7667,108,日四技,四技會資,女
7668,105,日四技,四技會資,女
7669,107,日四技,四技會資,男
7670,108,日四技,四技會資,男
7671,105,日四技,四技會資,男
7672,105,日四技,四技會資,女
7673,108,日四技,四技會資,女
7674,108,日四技,四技會資,女
7675,106,日四技,四技會資,女
7676,108,日四技,四技會資,男
7677,106,日四技,四技會資,女
7678,107,日四技,四技會資,女
7679,107,日四技,四技會資,女
7680,105,日四技,四技會資,女
7681,105,日四技,四技會資,女
7682,108,日四技,四技會資,女
7683,108,日四技,四技會資,男
7684,106,日四技,四技會資,男
7685,108,日四技,四技會資,女
7686,109,日四技,四技會資,男
7687,108,日四技,四技會資,女
7688,108,日四技,四技會資,女
7689,108,日四技,四技會資,女
7690,108,日四技,四技會資,女
7691,108,日四技,四技會資,女
7692,107,日四技,四技會資,女
7693,107,日四技,四技會資,女
7694,108,日四技,四技會資,女
7695,108,日四技,四技會資,女
7696,107,日四技,四技會資,女
7697,108,日四技,四技會資,女
7698,107,日四技,四技會資,女
7699,108,日四技,四技會資,女
7700,108,日四技,四技會資,女
7701,108,日四技,四技會資,女
7702,108,日四技,四技會資,男
7703,108,日四技,四技會資,男
7704,108,日四技,四技會資,女
7705,108,日四技,四技會資,女
7706,108,日四技,四技會資,女
7707,107,日四技,四技會資,女
7708,108,日四技,四技會資,男
7709,108,日四技,四技會資,男
7710,107,日四技,四技會資,女
7711,108,日四技,四技會資,女
7712,108,日四技,四技會資,女
7713,108,日四技,四技會資,女
7714,107,日四技,四技財金,女
7715,107,日四技,四技財金,女
7716,107,日四技,四技財金,男
7717,107,日四技,四技財金,男
7718,108,日四技,四技財金,女
7719,108,日四技,四技財金,女
7720,108,日四技,四技財金,男
7721,108,日四技,四技財金,女
7722,108,日四技,四技財金,女
7723,105,日四技,四技財金,女
7724,105,日四技,四技財金,女
7725,107,日四技,四技財金,女
7726,108,日四技,四技財金,女
7727,108,日四技,四技財金,女
7728,109,日四技,四技財金,男
7729,108,日四技,四技財金,男
7730,108,日四技,四技財金,女
7731,107,日四技,四技財金,女
7732,107,日四技,四技財金,女
7733,108,日四技,四技財金,男
7734,107,日四技,四技財金,男
7735,107,日四技,四技財金,女
7736,108,日四技,四技財金,女
7737,108,日四技,四技財金,女
7738,107,日四技,四技財金,女
7739,105,日四技,四技財稅,女
7740,105,日四技,四技財稅,女
7741,108,日四技,四技財稅,女
7742,108,日四技,四技財稅,女
7743,108,日四技,四技財稅,女
7744,108,日四技,四技財稅,女
7745,108,日四技,四技財稅,男
7746,108,日四技,四技財稅,男
7747,108,日四技,四技財稅,女
7748,108,日四技,四技財稅,女
7749,108,日四技,四技財稅,女
7750,108,日四技,四技財稅,女
7751,108,日四技,四技財稅,女
7752,108,日四技,四技財稅,女
7753,108,日四技,四技財稅,女
7754,108,日四技,四技財稅,女
7755,108,日四技,四技財稅,女
7756,108,日四技,四技財稅,女
7757,108,日四技,四技財稅,女
7758,108,日四技,四技財稅,女
7759,105,日四技,四技財稅,女
7760,105,日四技,四技財稅,女
7761,108,日四技,四技財稅,女
7762,108,日四技,四技財稅,女
7763,108,日四技,四技財稅,女
7764,108,日四技,四技財稅,女
7765,108,日四技,四技財稅,女
7766,108,日四技,四技財稅,女
7767,108,日四技,四技財稅,女
7768,108,日四技,四技財稅,女
7769,108,日四技,四技財稅,女
7770,108,日四技,四技財稅,女
7771,108,日四技,四技財稅,男
7772,108,日四技,四技財稅,女
7773,108,日四技,四技財稅,女
7774,108,日四技,四技財稅,女
7775,108,日四技,四技財稅,女
7776,108,日四技,四技財稅,女
7777,108,日四技,四技財稅,女
7778,108,日四技,四技財稅,男
7779,108,日四技,四技財稅,男
7780,108,日四技,四技財稅,女
7781,108,日四技,四技財稅,男
7782,108,日四技,四技財稅,女
7783,108,日四技,四技財稅,女
7784,108,日四技,四技財稅,女
7785,108,日四技,四技財稅,女
7786,109,日四技,四技企管,女
7787,108,日四技,四技財稅,女
7788,108,日四技,四技財稅,女
7789,108,日四技,四技財稅,女
7790,108,日四技,四技財稅,女
7791,108,日四技,四技財稅,女
7792,108,日四技,四技財稅,女
7793,108,日四技,四技財稅,女
7794,108,日四技,四技財稅,女
7795,105,日四技,四技財稅,男
7796,106,日四技,四技財稅,男
7797,106,日四技,四技財稅,男
7798,108,日四技,四技財稅,女
7799,108,日四技,四技財稅,女
7800,108,日四技,四技財稅,女
7801,108,日四技,四技財稅,女
7802,106,日四技,四技財稅,女
7803,106,日四技,四技財稅,女
7804,108,日四技,四技財稅,女
7805,108,日四技,四技財稅,女
7806,108,日四技,四技財稅,男
7807,108,日四技,四技財稅,男
7808,108,日四技,四技財稅,女
7809,108,日四技,四技財稅,女
7810,108,日四技,四技財稅,女
7811,108,日四技,四技財稅,女
7812,108,日四技,四技財稅,女
7813,108,日四技,四技財稅,女
7814,108,日四技,四技財稅,女
7815,108,日四技,四技財稅,女
7816,108,日四技,四技財稅,女
7817,107,日四技,四技財稅,男
7818,107,日四技,四技財稅,男
7819,108,日四技,四技財稅,男
7820,108,日四技,四技財稅,男
7821,108,日四技,四技財稅,男
7822,108,日四技,四技財稅,女
7823,108,日四技,四技財稅,女
7824,108,日四技,四技財稅,男
7825,108,日四技,四技財稅,男
7826,105,日四技,四技財稅,女
7827,105,日四技,四技財稅,女
7828,108,日四技,四技財稅,女
7829,108,日四技,四技財稅,女
7830,108,日四技,四技財稅,男
7831,108,日四技,四技財稅,女
7832,108,日四技,四技財稅,女
7833,108,日四技,四技財稅,男
7834,108,日四技,四技財稅,男
7835,108,日四技,四技財稅,男
7836,108,日四技,四技財稅,男
7837,108,日四技,四技財稅,女
7838,108,日四技,四技財稅,女
7839,108,日四技,四技商務,女
7840,108,日四技,四技商務,女
7841,108,日四技,四技商務,女
7842,108,日四技,四技商務,男
7843,108,日四技,四技商務,男
7844,108,日四技,四技商務,男
7845,108,日四技,四技商務,女
7846,108,日四技,四技商務,女
7847,108,日四技,四技商務,男
7848,108,日四技,四技商務,女
7849,108,日四技,四技商務,女
7850,108,日四技,四技商務,女
7851,108,日四技,四技商務,女
7852,108,日四技,四技商務,女
7853,107,日四技,四技商務,女
7854,108,日四技,四技商務,女
7855,108,日四技,四技商務,女
7856,108,日四技,四技商務,女
7857,108,日四技,四技商務,男
7858,108,日四技,四技商務,男
7859,108,日四技,四技商務,男
7860,108,日四技,四技商務,男
7861,108,日四技,四技商務,女
7862,108,日四技,四技商務,女
7863,108,日四技,四技商務,女
7864,108,日四技,四技商務,男
7865,108,日四技,四技商務,女
7866,107,日四技,四技商務,女
7867,108,日四技,四技商務,女
7868,108,日四技,四技商務,女
7869,108,日四技,四技商務,女
7870,108,日四技,四技商務,女
7871,108,日四技,四技商務,女
7872,108,日四技,四技商務,女
7873,108,日四技,四技商務,女
7874,108,日四技,四技商務,女
7875,108,日四技,四技商務,女
7876,107,日四技,四技商務,女
7877,108,日四技,四技商務,女
7878,105,日四技,四技商務,女
7879,105,日四技,四技商務,女
7880,108,日四技,四技商務,女
7881,108,日四技,四技商務,女
7882,108,日四技,四技商務,男
7883,108,日四技,四技商務,女
7884,108,日四技,四技商務,男
7885,108,日四技,四技商務,男
7886,108,日四技,四技商務,女
7887,108,日四技,四技商務,男
7888,108,日四技,四技商務,女
7889,107,日四技,四技商務,女
7890,108,日四技,四技商務,女
7891,108,日四技,四技商務,男
7892,108,日四技,四技商務,女
7893,108,日四技,四技企管,女
7894,108,日四技,四技企管,女
7895,108,日四技,四技企管,女
7896,105,日四技,四技企管,女
7897,108,日四技,四技企管,男
7898,108,日四技,四技企管,女
7899,108,日四技,四技企管,女
7900,107,日四技,四技財金,男
7901,109,日四技,四技企管,男
7902,108,日四技,四技企管,女
7903,108,日四技,四技企管,女
7904,108,日四技,四技企管,女
7905,108,日四技,四技企管,女
7906,108,日四技,四技企管,男
7907,108,日四技,四技企管,男
7908,107,日四技,四技企管,女
7909,106,日四技,四技企管,女
7910,108,日四技,四技企管,男
7911,108,日四技,四技企管,女
7912,106,日四技,四技企管,男
7913,106,日四技,四技企管,女
7914,108,日四技,四技企管,女
7915,108,日四技,四技企管,女
7916,108,日四技,四技企管,女
7917,106,日四技,四技企管,男
7918,105,日四技,四技會資,女
7919,108,日四技,四技企管,女
7920,106,日四技,四技企管,男
7921,106,日四技,四技企管,女
7922,107,日四技,四技企管,女
7923,108,日四技,四技企管,女
7924,108,日四技,四技企管,女
7925,108,日四技,四技企管,女
7926,108,日四技,四技企管,女
7927,108,日四技,四技企管,女
7928,108,日四技,四技企管,女
7929,105,日四技,四技會資,女
7930,108,日四技,四技企管,女
7931,108,日四技,四技企管,女
7932,108,日四技,四技企管,男
7933,108,日四技,四技企管,男
7934,108,日四技,四技企管,男
7935,108,日四技,四技資管,女
7936,108,日四技,四技資管,女
7937,108,日四技,四技資管,男
7938,108,日四技,四技資管,男
7939,108,日四技,四技資管,女
7940,108,日四技,四技資管,女
7941,108,日四技,四技資管,男
7942,108,日四技,四技資管,男
7943,107,日四技,四技資管,男
7944,108,日四技,四技資管,女
7945,108,日四技,四技資管,女
7946,108,日四技,四技資管,男
7947,108,日四技,四技資管,女
7948,108,日四技,四技資管,男
7949,107,日四技,四技資管,男
7950,107,日四技,四技資管,男
7951,108,日四技,四技資管,男
7952,109,日四技,四技資管,女
7953,108,日四技,四技資管,男
7954,108,日四技,四技資管,男
7955,108,日四技,四技資管,男
7956,108,日四技,四技資管,女
7957,108,日四技,四技資管,女
7958,108,日四技,四技資管,男
7959,108,日四技,四技資管,男
7960,107,日四技,四技資管,女
7961,107,日四技,四技資管,女
7962,108,日四技,四技資管,女
7963,105,日四技,四技會資,女
7964,108,日四技,四技資管,男
7965,107,日四技,四技資管,男
7966,105,日四技,四技資管,女
7967,108,日四技,四技資管,男
7968,108,日四技,四技資管,男
7969,108,日四技,四技資管,男
7970,108,日四技,四技資管,男
7971,108,日四技,四技資管,男
7972,109,日四技,四技資管,男
7973,106,日四技,四技應外,女
7974,108,日四技,四技應外,女
7975,108,日四技,四技應外,女
7976,108,日四技,四技應外,女
7977,108,日四技,四技應外,女
7978,108,日四技,四技應外,女
7979,108,日四技,四技應外,男
7980,108,日四技,四技應外,女
7981,105,日四技,四技應外,女
7982,108,日四技,四技應外,女
7983,108,日四技,四技應外,女
7984,108,日四技,四技應外,女
7985,108,日四技,四技應外,女
7986,108,日四技,四技應外,男
7987,108,日四技,四技應外,女
7988,107,日四技,四技應外,男
7989,107,日四技,四技應外,男
7990,108,日四技,四技應外,男
7991,108,日四技,四技應外,女
7992,108,日四技,四技應外,女
7993,108,日四技,四技應外,男
7994,108,日四技,四技應外,女
7995,105,日四技,四技應外,男
7996,107,日四技,四技創科,女
7997,107,日四技,四技創科,女
7998,107,日四技,四技創科,女
7999,108,日四技,四技創科,女
8000,108,日四技,四技創科,女
8001,108,日四技,四技商務,男
8002,107,日四技,四技創科,女
8003,107,日四技,四技創科,女
8004,107,日四技,四技創科,女
8005,108,日四技,四技創科,女
8006,106,日四技,四技創科,女
8007,108,日四技,四技創科,女
8008,108,日四技,四技創科,女
8009,108,日四技,四技創科,女
8010,107,日四技,四技創科,女
8011,108,日四技,四技財稅,女
8012,108,日四技,四技財稅,女
8013,108,日四技,四技創科,女
8014,107,日四技,四技創科,女
8015,107,日四技,四技創科,女
8016,107,日四技,四技創科,女
8017,108,日四技,四技資管,女
8018,108,日四技,四技創科,男
8019,108,日四技,四技創科,女
8020,107,日四技,四技創科,女
8021,107,日四技,四技創科,女
8022,108,日四技,四技創科,女
8023,108,日四技,四技創科,女
8024,107,日四技,四技創科,女
8025,108,日四技,四技創科,女
8026,108,日四技,四技創科,男
8027,108,日四技,四技商設,女
8028,108,日四技,四技商設,男
8029,108,日四技,四技商設,女
8030,108,日四技,四技商設,女
8031,107,日四技,四技商設,男
8032,109,日四技,四技商設,女
8033,108,日四技,四技商務,男
8034,108,日四技,四技商設,女
8035,107,日四技,四技商設,女
8036,107,日四技,四技商設,女
8037,105,日四技,四技資管,男
8038,108,日四技,四技商設,女
8039,108,日四技,四技商設,女
8040,108,日四技,四技商設,女
8041,108,日四技,四技商設,女
8042,107,日四技,四技數媒,男
8043,108,日四技,四技財金,男
8044,108,日四技,四技數媒,女
8045,107,日四技,四技數媒,女
8046,107,日四技,四技數媒,女
8047,108,日四技,四技數媒,女
8048,107,日四技,四技數媒,女
8049,108,日四技,四技數媒,女
8050,108,日四技,四技數媒,女
8051,107,日四技,四技數媒,女
8052,107,日四技,四技數媒,女
8053,107,日四技,四技數媒,男
8054,107,日四技,四技數媒,女
8055,107,日四技,四技數媒,女
8056,108,日四技,四技數媒,女
8057,108,日四技,四技數媒,女
8058,107,日四技,四技數媒,女
8059,107,日四技,四技數媒,女
8060,107,日四技,四技數媒,男
8061,107,日四技,四技數媒,男
8062,107,日四技,四技數媒,女
8063,107,日四技,四技數媒,女
8064,107,日四技,四技數媒,女
8065,107,日四技,四技數媒,女
8066,107,日四技,四技數媒,女
8067,107,日四技,四技數媒,女
8068,108,日四技,四技數媒,男
8069,108,日四技,四技數媒,女
8070,108,日四技,四技數媒,女
8071,108,日四技,四技數媒,女
8072,108,日四技,四技數媒,女
8073,108,日四技,四技數媒,女
8074,108,日四技,四技數媒,女
8075,107,日四技,四技數媒,女
8076,107,日四技,四技數媒,女
8077,107,日四技,四技數媒,女
8078,108,日四技,四技數媒,女
8079,108,日四技,四技數媒,女
8080,107,日四技,四技數媒,男
8081,108,日四技,四技數媒,男
8082,107,日四技,四技數媒,女
8083,107,日四技,四技數媒,女
8084,106,日五專,五專會計資訊科,女
8085,109,日五專,五專會計資訊科,女
8086,109,日五專,五專會計資訊科,女
8087,109,日五專,五專會計資訊科,男
8088,109,日五專,五專會計資訊科,女
8089,109,日五專,五專會計資訊科,女
8090,108,日五專,五專會計資訊科,男
8091,108,日五專,五專會計資訊科,女
8092,109,日五專,五專會計資訊科,女
8093,109,日五專,五專會計資訊科,女
8094,109,日五專,五專會計資訊科,男
8095,108,日五專,五專會計資訊科,男
8096,106,日五專,五專會計資訊科,男
8097,109,日五專,五專會計資訊科,男
8098,109,日五專,五專會計資訊科,女
8099,109,日五專,五專會計資訊科,女
8100,106,日五專,五專會計資訊科,女
8101,109,日五專,五專會計資訊科,女
8102,109,日五專,五專會計資訊科,女
8103,109,日五專,五專會計資訊科,男
8104,109,日五專,五專會計資訊科,女
8105,108,日五專,五專會計資訊科,女
8106,109,日五專,五專會計資訊科,女
8107,109,日五專,五專會計資訊科,女
8108,109,日五專,五專會計資訊科,女
8109,106,日五專,五專會計資訊科,女
8110,109,日五專,五專會計資訊科,女
8111,109,日五專,五專會計資訊科,女
8112,109,日五專,五專會計資訊科,女
8113,109,日五專,五專財金,女
8114,109,日五專,五專財金,女
8115,109,日五專,五專財金,男
8116,109,日五專,五專財金,女
8117,109,日五專,五專財金,女
8118,105,日五專,五專財金,女
8119,107,日五專,五專財金,女
8120,109,日五專,五專財金,女
8121,105,日五專,五專財金,女
8122,105,日五專,五專財金,女
8123,105,日五專,五專財金,女
8124,105,日五專,五專財金,女
8125,109,日五專,五專財金,女
8126,107,日五專,五專財金,女
8127,109,日五專,五專財金,女
8128,107,日五專,五專財金,女
8129,107,日五專,五專財金,女
8130,109,日五專,五專財金,男
8131,108,日五專,五專財金,男
8132,107,日五專,五專財金,女
8133,109,日五專,五專財金,女
8134,108,日五專,五專財金,女
8135,105,日五專,五專財金,女
8136,108,日五專,五專財金,男
8137,109,日五專,五專財金,女
8138,107,日五專,五專財金,女
8139,107,日五專,五專財金,女
8140,108,日五專,五專財金,女
8141,109,日五專,五專財金,男
8142,109,日五專,五專財稅,女
8143,109,日五專,五專財稅,男
8144,109,日五專,五專財稅,男
8145,109,日五專,五專財稅,女
8146,109,日五專,五專財稅,女
8147,109,日五專,五專財稅,女
8148,109,日五專,五專財稅,女
8149,109,日五專,五專財稅,女
8150,109,日五專,五專財稅,女
8151,109,日五專,五專財稅,女
8152,109,日五專,五專財稅,女
8153,109,日五專,五專財稅,女
8154,109,日五專,五專財稅,女
8155,109,日五專,五專財稅,女
8156,108,日五專,五專財稅,女
8157,109,日五專,五專財稅,女
8158,109,日五專,五專財稅,女
8159,105,日五專,五專財稅,女
8160,109,日五專,五專財稅,女
8161,109,日五專,五專財稅,女
8162,108,日五專,五專財稅,女
8163,109,日五專,五專財稅,女
8164,107,日五專,五專財稅,女
8165,105,日五專,五專財稅,女
8166,109,日五專,五專財稅,女
8167,109,日五專,五專財稅,女
8168,109,日五專,五專財稅,女
8169,109,日五專,五專財稅,男
8170,109,日五專,五專財稅,男
8171,109,日五專,五專財稅,男
8172,109,日五專,五專財稅,女
8173,109,日五專,五專財稅,女
8174,109,日五專,五專財稅,女
8175,109,日五專,五專財稅,女
8176,109,日五專,五專財稅,女
8177,109,日五專,五專財稅,女
8178,107,日五專,五專財稅,女
8179,105,日五專,五專財稅,女
8180,109,日五專,五專財稅,女
8181,108,日五專,五專財稅,女
8182,109,日五專,五專國貿,女
8183,109,日五專,五專國貿,女
8184,109,日五專,五專國貿,女
8185,109,日五專,五專國貿,女
8186,109,日五專,五專國貿,女
8187,109,日五專,五專國貿,女
8188,109,日五專,五專國貿,女
8189,105,日五專,五專國貿,女
8190,109,日五專,五專國貿,女
8191,109,日五專,五專國貿,女
8192,109,日五專,五專國貿,女
8193,109,日五專,五專國貿,女
8194,109,日五專,五專國貿,女
8195,109,日五專,五專國貿,女
8196,109,日五專,五專國貿,女
8197,109,日五專,五專國貿,女
8198,109,日五專,五專國貿,男
8199,109,日五專,五專國貿,男
8200,109,日五專,五專國貿,男
8201,109,日五專,五專企管,女
8202,109,日五專,五專企管,男
8203,109,日五專,五專企管,女
8204,108,日五專,五專企管,女
8205,109,日五專,五專企管,女
8206,109,日五專,五專企管,女
8207,109,日五專,五專企管,女
8208,109,日五專,五專國貿,女
8209,109,日五專,五專企管,女
8210,105,日五專,五專企管,男
8211,106,日五專,五專企管,女
8212,109,日五專,五專企管,女
8213,108,日五專,五專企管,女
8214,109,日五專,五專企管,女
8215,109,日五專,五專企管,女
8216,107,日五專,五專企管,女
8217,109,日五專,五專企管,女
8218,109,日五專,五專企管,女
8219,109,日五專,五專企管,男
8220,107,日五專,五專企管,女
8221,109,日五專,五專企管,女
8222,109,日五專,五專企管,女
8223,109,日五專,五專企管,女
8224,109,日五專,五專企管,女
8225,109,日五專,五專資管,男
8226,108,日五專,五專資管,男
8227,106,日五專,五專資管,女
8228,109,日五專,五專資管,男
8229,109,日五專,五專財稅,男
8230,109,日五專,五專資管,男
8231,109,日五專,五專資管,男
8232,109,日五專,五專資管,男
8233,109,日五專,五專資管,女
8234,109,日五專,五專資管,女
8235,109,日五專,五專資管,男
8236,109,日五專,五專資管,男
8237,109,日五專,五專資管,女
8238,109,日五專,五專資管,女
8239,109,日五專,五專資管,女
8240,109,日五專,五專資管,男
8241,109,日五專,五專資管,女
8242,109,日五專,五專資管,女
8243,109,日五專,五專資管,女
8244,109,日五專,五專資管,女
8245,109,日五專,五專資管,女
8246,109,日五專,五專資管,女
8247,109,日五專,五專資管,男
8248,109,日五專,五專資管,男
8249,109,日五專,五專資管,男
8250,109,日五專,五專資管,女
8251,109,日五專,五專資管,女
8252,108,日五專,五專資管,男
8253,106,日五專,五專資管,女
8254,109,日五專,五專資管,女
8255,109,日五專,五專資管,女
8256,109,日五專,五專資管,女
8257,109,日五專,五專資管,男
8258,109,日五專,五專資管,男
8259,106,日五專,五專資管,女
8260,109,日五專,五專應外,女
8261,109,日五專,五專應外,女
8262,108,日五專,五專應外,女
8263,108,日五專,五專應外,女
8264,109,日五專,五專應外,女
8265,109,日五專,五專應外,女
8266,109,日五專,五專應外,女
8267,109,日五專,五專應外,男
8268,107,日五專,五專應外,女
8269,109,日五專,五專應外,女
8270,107,日五專,五專應外,女
8271,108,日五專,五專應外,女
8272,108,日五專,五專應外,女
8273,109,日五專,五專應外,男
8274,109,日五專,五專應外,女
8275,109,日五專,五專應外,女
8276,109,日五專,五專應外,女
8277,109,日五專,五專應外,男
8278,107,日五專,五專應外,女
8279,109,日五專,五專應外,女
8280,106,碩士班,會計財稅碩士班,女
8281,106,碩士班,會計財稅碩士班,女
8282,106,碩士班,會計財稅碩士班,女
8283,105,碩士班,會計財稅碩士班,女
8284,105,碩士班,會計財稅碩士班,女
8285,106,碩士班,會計財稅碩士班,男
8286,105,碩士班,會計財稅碩士班,男
8287,106,碩士班,會計財稅碩士班,女
8288,106,碩士班,會計財稅碩士班,女
8289,106,碩士班,會計財稅碩士班,女
8290,106,碩士班,會計財稅碩士班,女
8291,106,碩士班,會計財稅碩士班,男
8292,106,碩士班,會計財稅碩士班,男
8293,105,碩士班,財務金融系碩士班,女
8294,105,碩士班,財務金融系碩士班,女
8295,106,碩士班,財務金融系碩士班,女
8296,106,碩士班,財務金融系碩士班,女
8297,106,碩士班,財務金融系碩士班,女
8298,105,碩士班,財務金融系碩士班,女
8299,105,碩士班,財務金融系碩士班,女
8300,106,碩士班,財務金融系碩士班,男
8301,106,碩士班,財務金融系碩士班,男
8302,106,碩士班,財務金融系碩士班,女
