,Years,Edu_Short,Dept_Short,Sex
2324,103,日四技,四技會資,女
2325,103,日四技,四技會資,女
2326,103,日四技,四技會資,女
2327,105,日四技,四技會資,女
2328,105,日四技,四技會資,女
2329,105,日四技,四技會資,女
2330,105,日四技,四技會資,女
2331,103,日四技,四技會資,女
2332,103,日四技,四技會資,女
2333,103,日四技,四技會資,男
2334,103,日四技,四技會資,男
2335,103,日四技,四技會資,男
2336,105,日四技,四技會資,女
2337,102,日四技,四技會資,女
2338,102,日四技,四技會資,女
2339,102,日四技,四技會資,女
2340,105,日四技,四技會資,女
2341,105,日四技,四技會資,女
2342,105,日四技,四技會資,女
2343,103,日四技,四技會資,女
2344,105,日四技,四技會資,女
2345,105,日四技,四技會資,女
2346,102,日四技,四技會資,女
2347,102,日四技,四技會資,女
2348,105,日四技,四技會資,女
2349,105,日四技,四技會資,女
2350,105,日四技,四技會資,女
2351,105,日四技,四技會資,女
2352,105,日四技,四技會資,男
2353,105,日四技,四技會資,男
2354,105,日四技,四技會資,男
2355,102,日四技,四技會資,男
2356,102,日四技,四技會資,男
2357,102,日四技,四技會資,女
2358,102,日四技,四技會資,女
2359,102,日四技,四技會資,女
2360,105,日四技,四技會資,男
2361,105,日四技,四技會資,女
2362,105,日四技,四技會資,女
2363,104,日四技,四技會資,女
2364,104,日四技,四技會資,女
2365,105,日四技,四技會資,女
2366,105,日四技,四技會資,女
2367,105,日四技,四技會資,女
2368,103,日四技,四技會資,女
2369,103,日四技,四技會資,女
2370,105,日四技,四技會資,男
2371,105,日四技,四技會資,男
2372,105,日四技,四技會資,女
2373,102,日四技,四技會資,男
2374,103,日四技,四技會資,女
2375,105,日四技,四技財金,女
2376,105,日四技,四技財金,女
2377,105,日四技,四技財金,女
2378,105,日四技,四技財金,女
2379,105,日四技,四技財金,女
2380,105,日四技,四技財金,女
2381,104,日四技,四技財金,女
2382,104,日四技,四技財金,女
2383,104,日四技,四技財金,男
2384,104,日四技,四技財金,男
2385,105,日四技,四技財金,女
2386,105,日四技,四技財金,女
2387,105,日四技,四技財金,男
2388,105,日四技,四技財金,男
2389,105,日四技,四技財金,男
2390,105,日四技,四技財金,女
2391,105,日四技,四技財金,女
2392,105,日四技,四技財金,女
2393,104,日四技,四技財金,女
2394,104,日四技,四技財金,女
2395,105,日四技,四技財金,女
2396,105,日四技,四技財金,女
2397,104,日四技,四技財金,男
2398,104,日四技,四技財金,女
2399,104,日四技,四技財金,女
2400,104,日四技,四技財金,女
2401,105,日四技,四技財金,女
2402,105,日四技,四技財金,女
2403,105,日四技,四技財金,女
2404,104,日四技,四技財金,女
2405,104,日四技,四技財金,女
2406,104,日四技,四技財金,女
2407,105,日四技,四技財金,女
2408,105,日四技,四技財金,女
2409,105,日四技,四技財金,女
2410,105,日四技,四技財金,女
2411,105,日四技,四技財金,女
2412,104,日四技,四技財金,女
2413,104,日四技,四技財金,女
2414,105,日四技,四技財金,男
2415,104,日四技,四技財金,女
2416,105,日四技,四技財金,男
2417,105,日四技,四技財金,男
2418,105,日四技,四技財金,男
2419,105,日四技,四技財金,男
2420,105,日四技,四技財金,女
2421,105,日四技,四技財金,男
2422,105,日四技,四技財金,女
2423,105,日四技,四技財金,女
2424,105,日四技,四技財金,女
2425,105,日四技,四技財金,女
2426,105,日四技,四技財金,女
2427,105,日四技,四技財金,女
2428,104,日四技,四技財金,男
2429,104,日四技,四技財金,男
2430,104,日四技,四技財金,男
2431,105,日四技,四技財金,女
2432,104,日四技,四技財金,女
2433,104,日四技,四技財金,女
2434,104,日四技,四技財金,女
2435,105,日四技,四技財金,男
2436,105,日四技,四技財金,男
2437,105,日四技,四技財金,男
2438,105,日四技,四技財金,女
2439,105,日四技,四技財金,女
2440,105,日四技,四技財金,女
2441,105,日四技,四技財金,男
2442,105,日四技,四技財金,女
2443,105,日四技,四技財金,男
2444,104,日四技,四技財金,女
2445,104,日四技,四技財金,女
2446,105,日四技,四技財金,女
2447,105,日四技,四技財金,女
2448,105,日四技,四技財金,女
2449,105,日四技,四技財稅,女
2450,105,日四技,四技財稅,女
2451,105,日四技,四技財稅,女
2452,105,日四技,四技財稅,女
2453,105,日四技,四技財稅,女
2454,105,日四技,四技財稅,女
2455,105,日四技,四技財稅,女
2456,105,日四技,四技財稅,女
2457,105,日四技,四技財稅,女
2458,104,日四技,四技財稅,女
2459,104,日四技,四技財稅,女
2460,104,日四技,四技財稅,女
2461,105,日四技,四技財稅,女
2462,104,日四技,四技財稅,女
2463,105,日四技,四技財稅,女
2464,105,日四技,四技財稅,女
2465,105,日四技,四技財稅,女
2466,105,日四技,四技財稅,男
2467,105,日四技,四技財稅,女
2468,105,日四技,四技財稅,女
2469,105,日四技,四技財稅,女
2470,105,日四技,四技財稅,女
2471,105,日四技,四技財稅,女
2472,104,日四技,四技財稅,女
2473,105,日四技,四技財稅,女
2474,105,日四技,四技財稅,女
2475,105,日四技,四技財稅,女
2476,105,日四技,四技財稅,女
2477,105,日四技,四技財稅,女
2478,105,日四技,四技財稅,女
2479,105,日四技,四技財稅,女
2480,105,日四技,四技財稅,女
2481,105,日四技,四技財稅,女
2482,105,日四技,四技財稅,女
2483,105,日四技,四技財稅,女
2484,105,日四技,四技財稅,女
2485,105,日四技,四技財稅,女
2486,105,日四技,四技財稅,男
2487,105,日四技,四技財稅,女
2488,105,日四技,四技財稅,女
2489,105,日四技,四技財稅,女
2490,105,日四技,四技財稅,女
2491,105,日四技,四技財稅,女
2492,105,日四技,四技財稅,女
2493,105,日四技,四技財稅,男
2494,105,日四技,四技財稅,男
2495,105,日四技,四技財稅,男
2496,105,日四技,四技財稅,女
2497,104,日四技,四技財稅,女
2498,104,日四技,四技財稅,女
2499,104,日四技,四技財稅,女
2500,105,日四技,四技財稅,女
2501,105,日四技,四技財稅,女
2502,105,日四技,四技財稅,女
2503,102,日四技,四技財稅,男
2504,102,日四技,四技財稅,男
2505,102,日四技,四技財稅,男
2506,105,日四技,四技財稅,女
2507,105,日四技,四技財稅,女
2508,105,日四技,四技財稅,女
2509,105,日四技,四技財稅,女
2510,105,日四技,四技財稅,女
2511,105,日四技,四技財稅,女
2512,105,日四技,四技財稅,女
2513,105,日四技,四技財稅,女
2514,105,日四技,四技財稅,女
2515,105,日四技,四技財稅,女
2516,105,日四技,四技財稅,女
2517,105,日四技,四技財稅,女
2518,105,日四技,四技財稅,女
2519,105,日四技,四技財稅,女
2520,105,日四技,四技財稅,女
2521,105,日四技,四技財稅,女
2522,105,日四技,四技財稅,女
2523,105,日四技,四技財稅,女
2524,105,日四技,四技財稅,女
2525,105,日四技,四技財稅,女
2526,105,日四技,四技財稅,女
2527,105,日四技,四技財稅,女
2528,105,日四技,四技財稅,女
2529,105,日四技,四技財稅,女
2530,105,日四技,四技財稅,女
2531,105,日四技,四技財稅,女
2532,105,日四技,四技財稅,女
2533,105,日四技,四技財稅,女
2534,105,日四技,四技財稅,女
2535,105,日四技,四技財稅,男
2536,105,日四技,四技財稅,男
2537,105,日四技,四技財稅,男
2538,105,日四技,四技財稅,女
2539,103,日四技,四技財稅,女
2540,103,日四技,四技財稅,女
2541,105,日四技,四技財稅,女
2542,105,日四技,四技財稅,女
2543,105,日四技,四技財稅,女
2544,104,日四技,四技財稅,女
2545,104,日四技,四技財稅,女
2546,104,日四技,四技財稅,女
2547,105,日四技,四技財稅,男
2548,105,日四技,四技財稅,男
2549,105,日四技,四技財稅,男
2550,105,日四技,四技財稅,男
2551,105,日四技,四技財稅,男
2552,104,日四技,四技財稅,女
2553,105,日四技,四技財稅,女
2554,105,日四技,四技財稅,女
2555,105,日四技,四技財稅,女
2556,105,日四技,四技財稅,女
2557,105,日四技,四技財稅,女
2558,105,日四技,四技財稅,女
2559,105,日四技,四技財稅,女
2560,105,日四技,四技財稅,女
2561,103,日四技,四技財稅,女
2562,103,日四技,四技財稅,女
2563,105,日四技,四技財稅,女
2564,105,日四技,四技財稅,女
2565,105,日四技,四技財稅,女
2566,105,日四技,四技財稅,女
2567,105,日四技,四技財稅,女
2568,105,日四技,四技財稅,女
2569,102,日四技,四技財稅,女
2570,105,日四技,四技財稅,女
2571,105,日四技,四技財稅,女
2572,105,日四技,四技財稅,女
2573,105,日四技,四技財稅,女
2574,102,日四技,四技財稅,男
2575,105,日四技,四技財稅,女
2576,105,日四技,四技財稅,女
2577,105,日四技,四技財稅,女
2578,105,日四技,四技財稅,女
2579,105,日四技,四技財稅,女
2580,105,日四技,四技財稅,女
2581,104,日四技,四技財稅,女
2582,104,日四技,四技財稅,女
2583,102,日四技,四技財稅,男
2584,102,日四技,四技財稅,男
2585,102,日四技,四技財稅,男
2586,105,日四技,四技財稅,女
2587,105,日四技,四技財稅,女
2588,105,日四技,四技財稅,女
2589,105,日四技,四技財稅,女
2590,105,日四技,四技財稅,女
2591,105,日四技,四技財稅,女
2592,105,日四技,四技財稅,女
2593,102,日四技,四技財稅,女
2594,105,日四技,四技財稅,女
2595,105,日四技,四技財稅,女
2596,103,日四技,四技財稅,女
2597,105,日四技,四技財稅,女
2598,105,日四技,四技財稅,女
2599,104,日四技,四技財稅,女
2600,104,日四技,四技財稅,女
2601,104,日四技,四技財稅,女
2602,105,日四技,四技財稅,男
2603,105,日四技,四技財稅,男
2604,103,日四技,四技財稅,男
2605,103,日四技,四技財稅,男
2606,103,日四技,四技財稅,男
2607,105,日四技,四技財稅,女
2608,105,日四技,四技財稅,女
2609,102,日四技,四技財稅,女
2610,102,日四技,四技財稅,女
2611,104,日四技,四技財稅,女
2612,104,日四技,四技財稅,女
2613,104,日四技,四技財稅,女
2614,104,日四技,四技財稅,女
2615,105,日四技,四技財稅,女
2616,105,日四技,四技財稅,女
2617,105,日四技,四技財稅,女
2618,105,日四技,四技財稅,女
2619,105,日四技,四技財稅,女
2620,105,日四技,四技財稅,女
2621,105,日四技,四技財稅,女
2622,105,日四技,四技財稅,女
2623,107,日四技,四技財稅,男
2624,107,日四技,四技財稅,男
2625,105,日四技,四技財稅,女
2626,105,日四技,四技財稅,女
2627,105,日四技,四技財稅,女
2628,104,日四技,四技商務,男
2629,104,日四技,四技商務,男
2630,104,日四技,四技商務,女
2631,105,日四技,四技商務,女
2632,105,日四技,四技商務,女
2633,105,日四技,四技商務,女
2634,105,日四技,四技商務,男
2635,105,日四技,四技商務,男
2636,105,日四技,四技商務,女
2637,105,日四技,四技商務,女
2638,105,日四技,四技商務,女
2639,105,日四技,四技商務,女
2640,105,日四技,四技商務,女
2641,105,日四技,四技商務,女
2642,105,日四技,四技商務,女
2643,105,日四技,四技商務,女
2644,105,日四技,四技商務,女
2645,105,日四技,四技商務,女
2646,104,日四技,四技商務,女
2647,105,日四技,四技商務,女
2648,105,日四技,四技商務,女
2649,105,日四技,四技商務,女
2650,104,日四技,四技商務,男
2651,104,日四技,四技商務,男
2652,104,日四技,四技商務,男
2653,105,日四技,四技商務,男
2654,105,日四技,四技商務,男
2655,102,日四技,四技商務,女
2656,105,日四技,四技商務,女
2657,105,日四技,四技商務,女
2658,105,日四技,四技商務,女
2659,105,日四技,四技商務,男
2660,105,日四技,四技商務,男
2661,105,日四技,四技商務,男
2662,105,日四技,四技商務,女
2663,105,日四技,四技商務,女
2664,105,日四技,四技商務,女
2665,104,日四技,四技商務,女
2666,104,日四技,四技商務,女
2667,104,日四技,四技商務,女
2668,102,日四技,四技商務,女
2669,102,日四技,四技商務,女
2670,102,日四技,四技商務,女
2671,105,日四技,四技商務,女
2672,105,日四技,四技商務,女
2673,105,日四技,四技商務,女
2674,105,日四技,四技商務,女
2675,102,日四技,四技商務,女
2676,105,日四技,四技商務,女
2677,105,日四技,四技商務,女
2678,105,日四技,四技商務,女
2679,105,日四技,四技商務,女
2680,105,日四技,四技商務,女
2681,105,日四技,四技商務,女
2682,105,日四技,四技商務,女
2683,105,日四技,四技商務,女
2684,105,日四技,四技商務,女
2685,105,日四技,四技商務,女
2686,105,日四技,四技商務,女
2687,105,日四技,四技商務,女
2688,105,日四技,四技商務,男
2689,105,日四技,四技商務,男
2690,105,日四技,四技商務,男
2691,105,日四技,四技商務,女
2692,105,日四技,四技商務,女
2693,105,日四技,四技商務,女
2694,104,日四技,四技商務,男
2695,104,日四技,四技商務,男
2696,102,日四技,四技商務,女
2697,105,日四技,四技商務,女
2698,105,日四技,四技商務,女
2699,105,日四技,四技商務,女
2700,105,日四技,四技商務,女
2701,105,日四技,四技商務,女
2702,106,日四技,四技商務,女
2703,105,日四技,四技商務,女
2704,105,日四技,四技商務,女
2705,104,日四技,四技商務,女
2706,105,日四技,四技商務,女
2707,105,日四技,四技商務,女
2708,105,日四技,四技商務,女
2709,105,日四技,四技商務,女
2710,105,日四技,四技商務,女
2711,105,日四技,四技商務,女
2712,105,日四技,四技商務,女
2713,105,日四技,四技商務,女
2714,105,日四技,四技商務,女
2715,105,日四技,四技商務,女
2716,105,日四技,四技商務,女
2717,105,日四技,四技商務,女
2718,105,日四技,四技商務,男
2719,105,日四技,四技商務,男
2720,105,日四技,四技商務,男
2721,105,日四技,四技商務,男
2722,105,日四技,四技商務,男
2723,105,日四技,四技商務,男
2724,105,日四技,四技商務,女
2725,105,日四技,四技商務,女
2726,105,日四技,四技商務,男
2727,105,日四技,四技商務,男
2728,105,日四技,四技商務,女
2729,105,日四技,四技商務,女
2730,105,日四技,四技商務,女
2731,105,日四技,四技商務,女
2732,105,日四技,四技商務,女
2733,105,日四技,四技商務,女
2734,102,日四技,四技商務,女
2735,105,日四技,四技商務,女
2736,105,日四技,四技商務,女
2737,105,日四技,四技商務,男
2738,105,日四技,四技商務,男
2739,105,日四技,四技商務,男
2740,102,日四技,四技企管,女
2741,102,日四技,四技企管,女
2742,104,日四技,四技企管,男
2743,104,日四技,四技企管,男
2744,105,日四技,四技企管,男
2745,105,日四技,四技企管,男
2746,105,日四技,四技企管,男
2747,105,日四技,四技企管,女
2748,105,日四技,四技企管,女
2749,105,日四技,四技企管,男
2750,102,日四技,四技企管,女
2751,102,日四技,四技企管,女
2752,102,日四技,四技企管,女
2753,102,日四技,四技企管,女
2754,105,日四技,四技企管,女
2755,105,日四技,四技企管,女
2756,102,日四技,四技企管,男
2757,104,日四技,四技企管,女
2758,104,日四技,四技企管,女
2759,104,日四技,四技企管,男
2760,104,日四技,四技企管,男
2761,102,日四技,四技企管,女
2762,102,日四技,四技企管,女
2763,102,日四技,四技企管,女
2764,102,日四技,四技企管,女
2765,105,日四技,四技企管,女
2766,105,日四技,四技企管,女
2767,104,日四技,四技企管,女
2768,104,日四技,四技企管,女
2769,103,日四技,四技企管,女
2770,103,日四技,四技企管,女
2771,104,日四技,四技企管,女
2772,104,日四技,四技企管,女
2773,104,日四技,四技企管,男
2774,104,日四技,四技企管,男
2775,104,日四技,四技企管,女
2776,104,日四技,四技企管,女
2777,103,日四技,四技企管,女
2778,103,日四技,四技企管,女
2779,104,日四技,四技企管,女
2780,102,日四技,四技企管,女
2781,102,日四技,四技企管,女
2782,104,日四技,四技企管,男
2783,104,日四技,四技企管,男
2784,102,日四技,四技企管,女
2785,102,日四技,四技企管,女
2786,102,日四技,四技企管,男
2787,105,日四技,四技企管,女
2788,105,日四技,四技企管,女
2789,102,日四技,四技企管,女
2790,102,日四技,四技企管,女
2791,102,日四技,四技企管,女
2792,102,日四技,四技企管,女
2793,105,日四技,四技企管,男
2794,105,日四技,四技企管,男
2795,105,日四技,四技企管,男
2796,102,日四技,四技企管,男
2797,104,日四技,四技企管,女
2798,104,日四技,四技企管,女
2799,104,日四技,四技企管,女
2800,102,日四技,四技企管,女
2801,102,日四技,四技企管,女
2802,102,日四技,四技企管,女
2803,104,日四技,四技企管,女
2804,104,日四技,四技企管,女
2805,104,日四技,四技企管,女
2806,104,日四技,四技企管,女
2807,106,日四技,四技企管,男
2808,106,日四技,四技企管,男
2809,105,日四技,四技企管,女
2810,104,日四技,四技企管,女
2811,105,日四技,四技企管,男
2812,105,日四技,四技企管,男
2813,104,日四技,四技企管,女
2814,104,日四技,四技企管,女
2815,104,日四技,四技企管,女
2816,104,日四技,四技企管,女
2817,105,日四技,四技企管,女
2818,104,日四技,四技企管,女
2819,104,日四技,四技企管,女
2820,104,日四技,四技企管,女
2821,104,日四技,四技企管,女
2822,104,日四技,四技企管,女
2823,104,日四技,四技企管,女
2824,104,日四技,四技企管,女
2825,104,日四技,四技企管,女
2826,104,日四技,四技企管,女
2827,104,日四技,四技企管,女
2828,104,日四技,四技企管,女
2829,105,日四技,四技企管,女
2830,104,日四技,四技企管,女
2831,103,日四技,四技企管,女
2832,102,日四技,四技企管,女
2833,102,日四技,四技企管,女
2834,102,日四技,四技企管,女
2835,105,日四技,四技企管,女
2836,104,日四技,四技企管,男
2837,105,日四技,四技企管,女
2838,104,日四技,四技企管,女
2839,104,日四技,四技企管,女
2840,103,日四技,四技企管,女
2841,107,日四技,四技企管,女
2842,107,日四技,四技企管,女
2843,104,日四技,四技企管,女
2844,104,日四技,四技企管,女
2845,104,日四技,四技企管,女
2846,104,日四技,四技企管,女
2847,104,日四技,四技企管,女
2848,104,日四技,四技企管,女
2849,104,日四技,四技企管,女
2850,104,日四技,四技企管,男
2851,103,日四技,四技企管,女
2852,102,日四技,四技企管,女
2853,102,日四技,四技企管,女
2854,104,日四技,四技企管,男
2855,104,日四技,四技企管,男
2856,106,日四技,四技企管,女
2857,106,日四技,四技企管,女
2858,104,日四技,四技企管,男
2859,104,日四技,四技企管,男
2860,104,日四技,四技企管,男
2861,104,日四技,四技企管,男
2862,104,日四技,四技企管,男
2863,104,日四技,四技企管,男
2864,105,日四技,四技企管,男
2865,105,日四技,四技企管,男
2866,104,日四技,四技企管,女
2867,104,日四技,四技企管,女
2868,105,日四技,四技企管,女
2869,105,日四技,四技企管,女
2870,105,日四技,四技企管,女
2871,105,日四技,四技企管,男
2872,107,日四技,四技企管,女
2873,105,日四技,四技企管,男
2874,105,日四技,四技企管,女
2875,105,日四技,四技企管,女
2876,105,日四技,四技企管,女
2877,105,日四技,四技資管,女
2878,105,日四技,四技資管,女
2879,105,日四技,四技資管,女
2880,105,日四技,四技資管,女
2881,105,日四技,四技資管,女
2882,105,日四技,四技資管,男
2883,105,日四技,四技資管,男
2884,105,日四技,四技資管,男
2885,105,日四技,四技資管,男
2886,105,日四技,四技資管,男
2887,105,日四技,四技資管,男
2888,105,日四技,四技資管,男
2889,105,日四技,四技資管,男
2890,105,日四技,四技資管,女
2891,105,日四技,四技資管,女
2892,105,日四技,四技資管,女
2893,105,日四技,四技資管,女
2894,105,日四技,四技資管,女
2895,105,日四技,四技資管,女
2896,105,日四技,四技資管,女
2897,105,日四技,四技資管,女
2898,105,日四技,四技資管,女
2899,105,日四技,四技資管,女
2900,105,日四技,四技資管,女
2901,105,日四技,四技資管,女
2902,104,日四技,四技資管,男
2903,105,日四技,四技資管,男
2904,105,日四技,四技資管,男
2905,105,日四技,四技資管,男
2906,105,日四技,四技資管,女
2907,105,日四技,四技資管,女
2908,104,日四技,四技資管,男
2909,105,日四技,四技資管,女
2910,105,日四技,四技資管,女
2911,105,日四技,四技資管,女
2912,105,日四技,四技資管,女
2913,105,日四技,四技資管,女
2914,105,日四技,四技資管,女
2915,102,日四技,四技資管,男
2916,102,日四技,四技資管,男
2917,102,日四技,四技資管,男
2918,102,日四技,四技資管,男
2919,102,日四技,四技資管,男
2920,105,日四技,四技資管,男
2921,105,日四技,四技資管,男
2922,105,日四技,四技資管,男
2923,105,日四技,四技資管,男
2924,105,日四技,四技資管,男
2925,105,日四技,四技資管,男
2926,105,日四技,四技資管,男
2927,105,日四技,四技資管,男
2928,105,日四技,四技資管,男
2929,105,日四技,四技資管,女
2930,105,日四技,四技資管,女
2931,102,日四技,四技資管,男
2932,102,日四技,四技資管,男
2933,102,日四技,四技資管,男
2934,105,日四技,四技資管,男
2935,105,日四技,四技資管,男
2936,105,日四技,四技資管,男
2937,105,日四技,四技資管,男
2938,105,日四技,四技資管,男
2939,103,日四技,四技財稅,女
2940,103,日四技,四技財稅,女
2941,103,日四技,四技財稅,女
2942,105,日四技,四技資管,女
2943,105,日四技,四技資管,女
2944,105,日四技,四技資管,女
2945,105,日四技,四技資管,女
2946,105,日四技,四技資管,女
2947,105,日四技,四技資管,女
2948,105,日四技,四技資管,女
2949,105,日四技,四技資管,女
2950,105,日四技,四技資管,女
2951,105,日四技,四技資管,女
2952,102,日四技,四技資管,男
2953,102,日四技,四技資管,男
2954,106,日四技,四技資管,男
2955,106,日四技,四技資管,男
2956,106,日四技,四技資管,男
2957,102,日四技,四技資管,女
2958,105,日四技,四技商務,女
2959,105,日四技,四技商務,女
2960,104,日四技,四技資管,男
2961,104,日四技,四技資管,男
2962,104,日四技,四技資管,男
2963,104,日四技,四技資管,女
2964,104,日四技,四技資管,女
2965,104,日四技,四技資管,男
2966,105,日四技,四技應外,女
2967,105,日四技,四技應外,女
2968,104,日四技,四技應外,女
2969,105,日四技,四技應外,女
2970,105,日四技,四技應外,女
2971,105,日四技,四技應外,女
2972,105,日四技,四技應外,女
2973,105,日四技,四技應外,女
2974,105,日四技,四技應外,女
2975,105,日四技,四技應外,男
2976,105,日四技,四技應外,男
2977,105,日四技,四技應外,男
2978,105,日四技,四技應外,女
2979,105,日四技,四技應外,女
2980,105,日四技,四技應外,女
2981,105,日四技,四技應外,女
2982,106,日四技,四技應外,男
2983,105,日四技,四技應外,女
2984,105,日四技,四技應外,男
2985,105,日四技,四技應外,男
2986,105,日四技,四技應外,男
2987,105,日四技,四技應外,男
2988,102,日四技,四技應外,女
2989,102,日四技,四技應外,女
2990,105,日四技,四技應外,女
2991,105,日四技,四技應外,女
2992,105,日四技,四技應外,男
2993,105,日四技,四技應外,男
2994,105,日四技,四技應外,男
2995,105,日四技,四技應外,男
2996,105,日四技,四技應外,男
2997,105,日四技,四技應外,男
2998,105,日四技,四技應外,男
2999,105,日四技,四技應外,男
3000,105,日四技,四技應外,男
3001,105,日四技,四技應外,女
3002,105,日四技,四技應外,女
3003,105,日四技,四技應外,女
3004,105,日四技,四技應外,女
3005,105,日四技,四技應外,女
3006,105,日四技,四技應外,女
3007,105,日四技,四技應外,男
3008,105,日四技,四技應外,男
3009,104,日四技,四技應外,女
3010,103,日四技,四技應外,女
3011,103,日四技,四技應外,女
3012,102,日四技,四技應外,女
3013,105,日四技,四技應外,女
3014,105,日四技,四技應外,男
3015,105,日四技,四技應外,男
3016,105,日四技,四技應外,女
3017,105,日四技,四技應外,女
3018,105,日四技,四技應外,女
3019,105,日四技,四技應外,女
3020,105,日四技,四技應外,女
3021,105,日四技,四技應外,男
3022,105,日四技,四技應外,男
3023,105,日四技,四技應外,男
3024,105,日四技,四技應外,女
3025,105,日四技,四技應外,女
3026,105,日四技,四技應外,女
3027,105,日四技,四技應外,男
3028,105,日四技,四技應外,男
3029,105,日四技,四技應外,男
3030,105,日四技,四技應外,女
3031,105,日四技,四技應外,女
3032,105,日四技,四技應外,男
3033,105,日四技,四技應外,男
3034,104,日四技,四技應外,女
3035,105,日四技,四技應外,女
3036,106,日四技,四技應外,女
3037,106,日四技,四技應外,女
3038,106,日四技,四技應外,女
3039,105,日四技,四技應外,女
3040,105,日四技,四技應外,女
3041,105,日四技,四技應外,女
3042,105,日四技,四技應外,女
3043,106,日五專,五專會計資訊科,女
3044,102,日五專,五專會計資訊科,男
3045,102,日五專,五專會計資訊科,男
3046,102,日五專,五專會計資訊科,男
3047,103,日五專,五專會計資訊科,女
3048,105,日五專,五專會計資訊科,女
3049,105,日五專,五專會計資訊科,女
3050,103,日五專,五專會計資訊科,女
3051,103,日五專,五專會計資訊科,女
3052,103,日五專,五專會計資訊科,女
3053,102,日五專,五專會計資訊科,女
3054,102,日五專,五專會計資訊科,女
3055,102,日五專,五專會計資訊科,女
3056,106,日五專,五專會計資訊科,女
3057,106,日五專,五專會計資訊科,女
3058,104,日五專,五專會計資訊科,女
3059,104,日五專,五專會計資訊科,女
3060,104,日五專,五專會計資訊科,女
3061,106,日五專,五專會計資訊科,女
3062,102,日五專,五專會計資訊科,女
3063,106,日五專,五專會計資訊科,女
3064,106,日五專,五專會計資訊科,女
3065,106,日五專,五專會計資訊科,女
3066,102,日五專,五專會計資訊科,男
3067,106,日五專,五專會計資訊科,女
3068,103,日五專,五專會計資訊科,女
3069,103,日五專,五專會計資訊科,女
3070,103,日五專,五專會計資訊科,女
3071,103,日五專,五專會計資訊科,女
3072,106,日五專,五專會計資訊科,女
3073,106,日五專,五專會計資訊科,女
3074,102,日五專,五專會計資訊科,女
3075,106,日五專,五專會計資訊科,女
3076,105,日五專,五專會計資訊科,女
3077,106,日五專,五專會計資訊科,女
3078,106,日五專,五專會計資訊科,女
3079,106,日五專,五專會計資訊科,女
3080,106,日五專,五專會計資訊科,女
3081,106,日五專,五專會計資訊科,女
3082,106,日五專,五專會計資訊科,女
3083,106,日五專,五專會計資訊科,女
3084,102,日五專,五專會計資訊科,男
3085,102,日五專,五專會計資訊科,男
3086,105,日五專,五專會計資訊科,女
3087,105,日五專,五專會計資訊科,女
3088,103,日五專,五專會計資訊科,男
3089,103,日五專,五專會計資訊科,女
3090,103,日五專,五專會計資訊科,女
3091,106,日五專,五專會計資訊科,女
3092,106,日五專,五專會計資訊科,女
3093,106,日五專,五專會計資訊科,女
3094,106,日五專,五專會計資訊科,女
3095,103,日五專,五專會計資訊科,女
3096,105,日五專,五專會計資訊科,男
3097,105,日五專,五專會計資訊科,男
3098,105,日五專,五專會計資訊科,男
3099,106,日五專,五專會計資訊科,女
3100,106,日五專,五專會計資訊科,女
3101,104,日五專,五專會計資訊科,男
3102,102,日五專,五專會計資訊科,女
3103,102,日五專,五專會計資訊科,女
3104,102,日五專,五專會計資訊科,女
3105,103,日五專,五專會計資訊科,女
3106,103,日五專,五專會計資訊科,女
3107,103,日五專,五專會計資訊科,女
3108,102,日五專,五專會計資訊科,女
3109,107,日五專,五專會計資訊科,男
3110,107,日五專,五專會計資訊科,男
3111,103,日五專,五專會計資訊科,男
3112,103,日五專,五專會計資訊科,男
3113,106,日五專,五專會計資訊科,女
3114,106,日五專,五專會計資訊科,女
3115,106,日五專,五專會計資訊科,女
3116,103,日五專,五專會計資訊科,女
3117,103,日五專,五專會計資訊科,女
3118,103,日五專,五專會計資訊科,女
3119,103,日五專,五專財金,女
3120,103,日五專,五專財金,女
3121,102,日五專,五專財金,男
3122,102,日五專,五專財金,男
3123,102,日五專,五專財金,男
3124,106,日五專,五專財金,女
3125,103,日五專,五專財金,女
3126,103,日五專,五專財金,女
3127,103,日五專,五專財金,女
3128,106,日五專,五專財金,女
3129,105,日五專,五專財金,男
3130,103,日五專,五專財金,女
3131,105,日五專,五專財金,女
3132,105,日五專,五專財金,女
3133,102,日五專,五專財金,女
3134,102,日五專,五專財金,女
3135,105,日五專,五專財金,女
3136,105,日五專,五專財金,女
3137,105,日五專,五專財金,女
3138,105,日五專,五專財金,女
3139,105,日五專,五專財金,女
3140,106,日五專,五專財金,女
3141,106,日五專,五專財金,女
3142,106,日五專,五專財金,女
3143,102,日五專,五專財金,男
3144,102,日五專,五專財金,男
3145,102,日五專,五專財金,男
3146,105,日五專,五專財金,女
3147,103,日五專,五專財金,女
3148,103,日五專,五專財金,女
3149,103,日五專,五專財金,女
3150,102,日五專,五專財金,女
3151,102,日五專,五專財金,女
3152,102,日五專,五專財金,女
3153,102,日五專,五專財金,女
3154,102,日五專,五專財金,女
3155,105,日五專,五專財金,女
3156,105,日五專,五專財金,女
3157,105,日五專,五專財金,女
3158,105,日五專,五專財金,女
3159,105,日五專,五專財金,女
3160,105,日五專,五專財金,女
3161,102,日五專,五專財金,女
3162,102,日五專,五專財金,女
3163,102,日五專,五專財金,女
3164,105,日五專,五專財金,女
3165,105,日五專,五專財金,女
3166,102,日五專,五專財金,女
