,Dept_Short,工作所在地點_境內區域,畢業滿_年
2672,四技商務,新北市,1
2673,四技商務,新北市,3
2674,四技商務,台北市,1
2675,四技商務,新北市,1
2676,四技商務,台北市,3
2677,四技商務,台北市,1
2678,四技商務,台北市,3
2679,四技商務,桃園市,3
2680,四技商務,台北市,3
2681,四技商務,,1
2682,四技商務,台北市,1
2683,四技商務,台北市,3
2684,四技商務,新竹市,1
2685,四技商務,新竹市,3
2686,四技商務,新竹市,1
2687,四技商務,台北市,5
2688,四技商務,苗栗縣,5
2689,四技商務,,1
2690,四技商務,苗栗縣,3
2691,四技商務,,1
2692,四技商務,台北市,3
2693,四技商務,台北市,5
2694,四技商務,台北市,3
2695,四技商務,台北市,1
2696,四技商務,台北市,1
2697,四技商務,台南市,3
2698,四技商務,台北市,1
2699,四技商務,新北市,3
2700,四技商務,台北市,5
2701,四技商務,,1
2702,四技商務,台北市,3
2703,四技商務,台北市,5
2704,四技商務,台北市,3
2705,四技商務,新北市,3
2706,四技商務,台北市,1
2707,四技商務,台北市,1
2708,四技商務,,3
2709,四技商務,台北市,5
2710,四技商務,,1
2711,四技商務,桃園市,3
2712,四技商務,桃園市,5
2713,四技商務,新竹市,5
2714,四技商務,台北市,5
2715,四技商務,台北市,5
2716,四技商務,台北市,5
2717,四技商務,基隆市,3
2718,四技商務,,1
2719,四技商務,台北市,3
2720,四技商務,台北市,5
2721,四技商務,台北市,1
2722,四技商務,台北市,3
2723,四技商務,新北市,5
2724,四技商務,台北市,5
2725,四技商務,台南市,5
2726,四技商務,台北市,3
2727,四技商務,新北市,5
2728,四技商務,,1
2729,四技商務,彰化縣,5
2730,四技商務,台南市,1
2731,四技商務,台南市,1
2732,四技商務,台南市,5
2733,四技商務,新北市,3
2734,四技商務,高雄市,1
2735,四技商務,台北市,5
2736,四技商務,台北市,3
2737,四技商務,新北市,5
2738,四技商務,,1
2739,四技商務,台北市,3
2740,四技企管,台北市,1
2741,四技企管,台中市,3
2742,四技企管,,1
2743,四技企管,,3
2744,四技企管,桃園市,3
2745,四技企管,桃園市,1
2746,四技企管,桃園市,5
2747,四技企管,台北市,1
2748,四技企管,台北市,3
2749,四技企管,台北市,1
2750,四技企管,,1
2751,四技企管,新北市,5
2752,四技企管,新北市,3
2753,四技企管,台北市,1
2754,四技企管,台北市,3
2755,四技企管,台北市,1
2756,四技企管,台北市,1
2757,四技企管,台北市,1
2758,四技企管,新北市,3
2759,四技企管,新北市,3
2760,四技企管,新北市,1
2761,四技企管,台北市,3
2762,四技企管,台北市,3
2763,四技企管,台北市,1
2764,四技企管,台北市,5
2765,四技企管,台北市,1
2766,四技企管,台北市,3
2767,四技企管,台北市,1
2768,四技企管,,3
2769,四技企管,台北市,3
2770,四技企管,新北市,1
2771,四技企管,台北市,1
2772,四技企管,台北市,3
2773,四技企管,金門縣,1
2774,四技企管,台北市,3
2775,四技企管,新北市,3
2776,四技企管,台南市,1
2777,四技企管,台北市,3
2778,四技企管,台北市,1
2779,四技企管,桃園市,1
2780,四技企管,桃園市,1
2781,四技企管,新北市,3
2782,四技企管,台北市,1
2783,四技企管,桃園市,3
2784,四技企管,台北市,3
2785,四技企管,台北市,1
2786,四技企管,桃園市,1
2787,四技企管,桃園市,3
2788,四技企管,台北市,1
2789,四技企管,台北市,1
2790,四技企管,台北市,3
2791,四技企管,台北市,1
2792,四技企管,新北市,1
2793,四技企管,台北市,1
2794,四技企管,新竹市,5
2795,四技企管,新北市,3
2796,四技企管,新竹市,1
2797,四技企管,台中市,1
2798,四技企管,,3
2799,四技企管,新北市,1
2800,四技企管,台北市,3
2801,四技企管,台北市,1
2802,四技企管,台北市,5
2803,四技企管,,3
2804,四技企管,,1
2805,四技企管,台北市,5
2806,四技企管,台北市,1
2807,四技企管,新北市,3
2808,四技企管,新北市,1
2809,四技企管,台中市,1
2810,四技企管,,1
2811,四技企管,台北市,1
2812,四技企管,新北市,5
2813,四技企管,台北市,3
2814,四技企管,新北市,1
2815,四技企管,桃園市,1
2816,四技企管,台北市,1
2817,四技企管,台北市,1
2818,四技企管,台北市,1
2819,四技企管,新北市,3
2820,四技企管,新北市,1
2821,四技企管,新北市,5
2822,四技企管,,1
2823,四技企管,,3
2824,四技企管,台北市,5
2825,四技企管,台北市,1
2826,四技企管,新竹市,3
2827,四技企管,台北市,3
2828,四技企管,台北市,1
2829,四技企管,台北市,1
2830,四技企管,台北市,1
2831,四技企管,台北市,1
2832,四技企管,台北市,3
2833,四技企管,台北市,5
2834,四技企管,台北市,1
2835,四技企管,台北市,1
2836,四技企管,台北市,1
2837,四技企管,,1
2838,四技企管,台北市,3
2839,四技企管,台北市,1
2840,四技企管,新北市,1
2841,四技企管,台北市,3
2842,四技企管,,1
2843,四技企管,台北市,1
2844,四技企管,新北市,3
2845,四技企管,台北市,5
2846,四技企管,台北市,1
2847,四技企管,台北市,3
2848,四技企管,,1
2849,四技企管,台北市,3
2850,四技企管,台北市,1
2851,四技企管,台北市,1
2852,四技企管,台北市,1
2853,四技企管,新北市,3
2854,四技企管,,3
2855,四技企管,,1
2856,四技企管,,3
2857,四技企管,新北市,1
2858,四技企管,新北市,1
2859,四技企管,彰化縣,1
2860,四技企管,彰化縣,5
2861,四技企管,台中市,1
2862,四技企管,彰化縣,3
2863,四技企管,,1
2864,四技企管,雲林縣,3
2865,四技企管,,1
2866,四技企管,台北市,3
2867,四技企管,台北市,1
2868,四技企管,台北市,3
2869,四技企管,台北市,5
2870,四技企管,台北市,1
2871,四技企管,,1
2872,四技企管,花蓮縣,1
2873,四技企管,台北市,1
2874,四技企管,高雄市,5
2875,四技企管,台北市,1
2876,四技企管,,3
2877,四技資管,台北市,1
2878,四技資管,台北市,5
2879,四技資管,台北市,3
2880,四技資管,台北市,1
2881,四技資管,台北市,5
2882,四技資管,,1
2883,四技資管,台北市,5
2884,四技資管,桃園市,5
2885,四技資管,桃園市,1
2886,四技資管,桃園市,3
2887,四技資管,新北市,3
2888,四技資管,新北市,1
2889,四技資管,,1
2890,四技資管,桃園市,5
2891,四技資管,台北市,3
2892,四技資管,台北市,1
2893,四技資管,台北市,3
2894,四技資管,新北市,1
2895,四技資管,台北市,5
2896,四技資管,新竹市,3
2897,四技資管,,1
2898,四技資管,新竹市,5
2899,四技資管,台北市,1
2900,四技資管,台北市,3
2901,四技資管,台北市,5
2902,四技資管,桃園市,3
2903,四技資管,台北市,1
2904,四技資管,台北市,5
2905,四技資管,台北市,3
2906,四技資管,新北市,5
2907,四技資管,,1
2908,四技資管,台北市,1
2909,四技資管,台北市,5
2910,四技資管,台北市,1
2911,四技資管,台北市,3
2912,四技資管,台北市,3
2913,四技資管,台北市,5
2914,四技資管,台北市,1
2915,四技資管,台北市,3
2916,四技資管,台北市,5
2917,四技資管,台北市,5
2918,四技資管,,1
2919,四技資管,,3
2920,四技資管,高雄市,1
2921,四技資管,苗栗縣,5
2922,四技資管,,3
2923,四技資管,新竹市,1
2924,四技資管,台北市,3
2925,四技資管,台北市,5
2926,四技資管,台中市,5
2927,四技資管,台北市,1
2928,四技資管,台中市,3
2929,四技資管,台北市,3
2930,四技資管,台北市,1
2931,四技資管,新北市,1
2932,四技資管,台北市,5
2933,四技資管,台北市,3
2934,四技資管,,1
2935,四技資管,新北市,5
2936,四技資管,台北市,1
2937,四技資管,台北市,5
2938,四技資管,台北市,3
2939,四技財稅,新竹縣,3
2940,四技財稅,,1
2941,四技財稅,,5
2942,四技資管,新北市,3
2943,四技資管,新北市,1
2944,四技資管,新北市,5
2945,四技資管,,1
2946,四技資管,桃園市,3
2947,四技資管,台北市,3
2948,四技資管,,5
2949,四技資管,台北市,3
2950,四技資管,台北市,1
2951,四技資管,台北市,5
2952,四技資管,,1
2953,四技資管,新竹市,5
2954,四技資管,新竹市,5
2955,四技資管,新竹市,3
2956,四技資管,新竹市,1
2957,四技資管,南投縣,1
2958,四技商務,台北市,5
2959,四技商務,,1
2960,四技資管,台北市,3
2961,四技資管,新北市,1
2962,四技資管,台北市,5
2963,四技資管,台北市,5
2964,四技資管,台中市,1
2965,四技資管,新竹市,3
2966,四技應外,新北市,3
2967,四技應外,,1
2968,四技應外,台北市,1
2969,四技應外,新北市,1
2970,四技應外,新竹市,1
2971,四技應外,,5
2972,四技應外,台北市,3
2973,四技應外,台北市,1
2974,四技應外,新北市,1
2975,四技應外,新北市,1
2976,四技應外,新北市,5
2977,四技應外,新北市,3
2978,四技應外,新北市,3
2979,四技應外,台北市,5
2980,四技應外,新北市,1
2981,四技應外,台北市,1
2982,四技應外,台北市,1
2983,四技應外,新竹市,5
2984,四技應外,新竹市,1
2985,四技應外,新竹市,5
2986,四技應外,,1
2987,四技應外,新北市,5
2988,四技應外,台北市,1
2989,四技應外,台北市,3
2990,四技應外,台北市,1
2991,四技應外,台北市,5
2992,四技應外,台北市,1
2993,四技應外,台北市,3
2994,四技應外,台北市,3
2995,四技應外,台北市,5
2996,四技應外,,1
2997,四技應外,新北市,1
2998,四技應外,台北市,3
2999,四技應外,台北市,5
3000,四技應外,,1
3001,四技應外,台北市,1
3002,四技應外,台北市,5
3003,四技應外,台北市,3
3004,四技應外,新北市,1
3005,四技應外,新北市,1
3006,四技應外,新北市,5
3007,四技應外,台北市,3
3008,四技應外,新竹市,1
3009,四技應外,台北市,1
3010,四技應外,新北市,5
3011,四技應外,台北市,1
3012,四技應外,,1
3013,四技應外,台北市,1
3014,四技應外,台北市,1
3015,四技應外,新北市,3
3016,四技應外,新北市,3
3017,四技應外,,5
3018,四技應外,台北市,1
3019,四技應外,台北市,3
3020,四技應外,新北市,1
3021,四技應外,,3
3022,四技應外,新北市,5
3023,四技應外,台北市,1
3024,四技應外,台中市,3
3025,四技應外,台中市,5
3026,四技應外,台北市,5
3027,四技應外,新北市,1
3028,四技應外,台中市,3
3029,四技應外,台中市,5
3030,四技應外,,1
3031,四技應外,,3
3032,四技應外,台北市,1
3033,四技應外,台北市,5
3034,四技應外,台北市,1
3035,四技應外,台北市,1
3036,四技應外,台北市,5
3037,四技應外,台北市,1
3038,四技應外,台北市,3
3039,四技應外,,3
3040,四技應外,桃園市,1
3041,四技應外,桃園市,5
3042,四技應外,桃園市,3
3043,五專會計資訊科,,1
3044,五專會計資訊科,台北市,1
3045,五專會計資訊科,台北市,5
3046,五專會計資訊科,基隆市,3
3047,五專會計資訊科,,1
3048,五專會計資訊科,,1
3049,五專會計資訊科,桃園市,3
3050,五專會計資訊科,,1
3051,五專會計資訊科,,5
3052,五專會計資訊科,,3
3053,五專會計資訊科,台北市,5
3054,五專會計資訊科,台北市,3
3055,五專會計資訊科,,1
3056,五專會計資訊科,台北市,1
3057,五專會計資訊科,,3
3058,五專會計資訊科,,3
3059,五專會計資訊科,,1
3060,五專會計資訊科,新北市,5
3061,五專會計資訊科,新北市,3
3062,五專會計資訊科,,1
3063,五專會計資訊科,,1
3064,五專會計資訊科,台北市,3
3065,五專會計資訊科,台北市,1
3066,五專會計資訊科,,3
3067,五專會計資訊科,,1
3068,五專會計資訊科,台北市,3
3069,五專會計資訊科,,1
3070,五專會計資訊科,,3
3071,五專會計資訊科,,1
3072,五專會計資訊科,,1
3073,五專會計資訊科,新北市,3
3074,五專會計資訊科,,1
3075,五專會計資訊科,,1
3076,五專會計資訊科,台北市,3
3077,五專會計資訊科,台北市,5
3078,五專會計資訊科,,1
3079,五專會計資訊科,台北市,3
3080,五專會計資訊科,台北市,5
3081,五專會計資訊科,,1
3082,五專會計資訊科,,1
3083,五專會計資訊科,台北市,3
3084,五專會計資訊科,,1
3085,五專會計資訊科,新北市,3
3086,五專會計資訊科,台北市,3
3087,五專會計資訊科,,1
3088,五專會計資訊科,,1
3089,五專會計資訊科,台北市,3
3090,五專會計資訊科,,1
3091,五專會計資訊科,,1
3092,五專會計資訊科,台北市,5
3093,五專會計資訊科,,1
3094,五專會計資訊科,台北市,3
3095,五專會計資訊科,,1
3096,五專會計資訊科,,1
3097,五專會計資訊科,台北市,5
3098,五專會計資訊科,,3
3099,五專會計資訊科,,1
3100,五專會計資訊科,台北市,3
3101,五專會計資訊科,,1
3102,五專會計資訊科,,3
3103,五專會計資訊科,,1
3104,五專會計資訊科,桃園市,5
3105,五專會計資訊科,台北市,3
3106,五專會計資訊科,台北市,5
3107,五專會計資訊科,,1
3108,五專會計資訊科,,1
3109,五專會計資訊科,台北市,1
3110,五專會計資訊科,台北市,3
3111,五專會計資訊科,台北市,3
3112,五專會計資訊科,,1
3113,五專會計資訊科,台北市,5
3114,五專會計資訊科,台北市,3
3115,五專會計資訊科,,1
3116,五專會計資訊科,台北市,5
3117,五專會計資訊科,,3
3118,五專會計資訊科,,1
3119,五專財金,新北市,5
3120,五專財金,,1
3121,五專財金,,3
3122,五專財金,,5
3123,五專財金,,1
3124,五專財金,,1
3125,五專財金,,1
3126,五專財金,,3
3127,五專財金,台北市,1
3128,五專財金,,1
3129,五專財金,新北市,3
3130,五專財金,新北市,3
3131,五專財金,,1
3132,五專財金,,3
3133,五專財金,台北市,3
3134,五專財金,,1
3135,五專財金,,5
3136,五專財金,新北市,3
3137,五專財金,,1
3138,五專財金,新北市,3
3139,五專財金,桃園市,1
3140,五專財金,,1
3141,五專財金,,3
3142,五專財金,台北市,1
3143,五專財金,新北市,1
3144,五專財金,,5
3145,五專財金,,3
3146,五專財金,,1
3147,五專財金,,1
3148,五專財金,新北市,5
3149,五專財金,,3
3150,五專財金,,1
3151,五專財金,桃園市,3
3152,五專財金,台北市,5
3153,五專財金,台北市,3
3154,五專財金,,1
3155,五專財金,台北市,1
3156,五專財金,台北市,3
3157,五專財金,,1
3158,五專財金,,3
3159,五專財金,,3
3160,五專財金,,1
3161,五專財金,台北市,5
3162,五專財金,,1
3163,五專財金,台北市,3
3164,五專財金,,1
3165,五專財金,桃園市,3
3166,五專財金,台北市,1
3167,五專財金,新北市,3
3168,五專財金,新北市,5
3169,五專財金,,3
3170,五專財金,,1
3171,五專財金,,1
3172,五專財金,台北市,5
3173,五專財金,,3
3174,五專財金,,1
3175,五專財金,,5
3176,五專財金,,3
3177,五專財金,台北市,3
3178,五專財金,,1
3179,五專財金,台北市,3
3180,五專財金,,1
3181,五專財金,台北市,1
3182,五專財金,台北市,3
3183,五專財金,台北市,5
3184,五專財金,台北市,1
3185,五專財金,台北市,3
3186,五專財金,台北市,3
3187,五專財金,,1
3188,五專財金,,1
3189,五專財金,台北市,5
3190,五專財金,台北市,3
3191,五專財金,台北市,1
3192,五專財金,台北市,3
3193,五專財金,台北市,3
3194,五專財金,,1
3195,五專財金,桃園市,1
3196,五專財金,台北市,5
3197,五專財金,台北市,3
3198,五專財金,高雄市,3
3199,五專財金,高雄市,5
3200,五專財金,,1
3201,五專財金,,1
3202,五專財金,,1
3203,五專財稅,彰化縣,5
3204,五專財稅,,1
3205,五專財稅,,3
3206,五專財稅,台北市,1
3207,五專財稅,台北市,3
3208,五專財稅,台北市,5
3209,五專財稅,,1
3210,五專財稅,,1
3211,五專財稅,新北市,3
3212,五專財稅,,1
3213,五專財稅,,5
3214,五專財稅,,1
3215,五專財稅,台北市,5
3216,五專財稅,,5
3217,五專財稅,台北市,5
3218,五專財稅,,1
3219,五專財稅,,3
3220,五專財稅,台北市,1
3221,五專財稅,,1
3222,五專財稅,新北市,5
3223,五專財稅,,1
3224,五專財稅,,3
3225,五專財稅,台北市,5
3226,五專財稅,,1
3227,五專財稅,台北市,3
3228,五專財稅,,3
3229,五專財稅,,1
3230,五專財稅,,1
3231,五專財稅,台北市,3
3232,五專財稅,,5
3233,五專財稅,,1
3234,五專財稅,台北市,3
3235,五專財稅,台北市,3
3236,五專財稅,,1
3237,五專財稅,新北市,5
3238,五專財稅,,1
3239,五專財稅,,1
3240,五專財稅,,3
3241,五專財稅,,5
3242,五專財稅,台北市,3
3243,五專財稅,,1
3244,五專財稅,台北市,5
3245,五專財稅,,3
3246,五專財稅,,1
3247,五專財稅,,1
3248,五專財稅,台北市,5
3249,五專財稅,台北市,3
3250,五專財稅,新北市,5
3251,五專財稅,,1
3252,五專財稅,,1
3253,五專財稅,新北市,5
3254,五專財稅,,1
3255,五專財稅,台北市,1
3256,五專財稅,桃園市,3
3257,五專財稅,台北市,5
3258,五專財稅,,3
3259,五專財稅,,1
3260,五專財稅,,1
3261,五專財稅,新北市,5
3262,五專財稅,新北市,3
3263,五專財稅,,1
3264,五專財稅,台北市,3
3265,五專財稅,台北市,1
3266,五專財稅,,1
3267,五專財稅,台北市,5
3268,五專財稅,台北市,1
3269,五專財稅,,3
3270,五專財稅,新北市,3
3271,五專財稅,台北市,5
3272,五專財稅,台北市,3
3273,五專財稅,,1
3274,五專財稅,台北市,3
3275,五專財稅,,1
3276,五專財稅,台北市,5
3277,五專財稅,,1
3278,五專財稅,,5
3279,五專財稅,,1
3280,五專財稅,,3
3281,五專財稅,,3
3282,五專財稅,台北市,5
3283,五專財稅,,1
3284,五專財稅,台北市,5
3285,五專財稅,,1
3286,五專財稅,台北市,3
3287,五專財稅,,1
3288,五專財稅,,1
3289,五專財稅,台北市,3
3290,五專財稅,新北市,5
3291,五專國貿,,1
3292,五專國貿,花蓮縣,5
3293,五專國貿,,3
3294,五專國貿,台北市,5
3295,五專國貿,,1
3296,五專國貿,桃園市,3
3297,五專國貿,高雄市,5
3298,五專國貿,台北市,1
3299,五專國貿,新北市,5
3300,五專國貿,,1
3301,五專國貿,台北市,5
3302,五專國貿,台北市,3
3303,五專國貿,,1
3304,五專國貿,,1
3305,五專國貿,新北市,1
3306,五專國貿,台北市,5
3307,五專國貿,台北市,3
3308,五專國貿,,1
3309,五專國貿,台北市,5
3310,五專國貿,新北市,3
3311,五專國貿,,1
3312,五專國貿,新北市,5
3313,五專國貿,,1
3314,五專國貿,桃園市,3
3315,五專國貿,,1
3316,五專國貿,桃園市,5
3317,五專國貿,台北市,5
3318,五專國貿,,1
3319,五專國貿,,1
3320,五專國貿,桃園市,3
3321,五專國貿,新北市,5
3322,五專國貿,台中市,1
3323,五專國貿,,1
3324,五專國貿,台北市,3
3325,五專國貿,台北市,5
3326,五專國貿,台中市,5
3327,五專國貿,台中市,5
3328,五專國貿,,1
3329,五專國貿,,1
3330,五專國貿,新北市,5
3331,五專國貿,台北市,5
3332,五專國貿,,1
3333,五專國貿,台北市,5
3334,五專國貿,台北市,3
3335,五專國貿,新北市,1
3336,五專國貿,,1
3337,五專國貿,新北市,3
3338,五專國貿,台北市,5
3339,五專國貿,台北市,5
3340,五專國貿,,1
3341,五專國貿,新竹市,5
3342,五專國貿,,1
3343,五專國貿,新北市,3
3344,五專國貿,,1
3345,五專國貿,新北市,5
3346,五專國貿,新北市,3
3347,五專國貿,,1
3348,五專國貿,高雄市,5
3349,五專國貿,,1
3350,五專國貿,新竹市,5
3351,五專國貿,桃園市,3
3352,五專國貿,桃園市,5
3353,五專國貿,,1
3354,五專國貿,台北市,5
3355,五專國貿,,1
3356,五專國貿,新竹市,5
3357,五專國貿,,1
3358,五專國貿,新北市,3
3359,五專國貿,,1
3360,五專國貿,台北市,5
3361,五專國貿,,1
3362,五專國貿,台北市,5
3363,五專國貿,,1
3364,五專國貿,台北市,1
3365,五專國貿,台北市,1
3366,五專國貿,台北市,5
3367,五專國貿,新北市,3
3368,五專國貿,台北市,5
3369,五專國貿,,1
3370,五專國貿,台北市,5
3371,五專國貿,,1
3372,五專國貿,,3
3373,五專國貿,,1
3374,五專國貿,新北市,5
3375,五專國貿,桃園市,5
3376,五專國貿,,1
3377,五專國貿,,1
3378,五專國貿,台北市,5
3379,五專國貿,台北市,3
3380,五專國貿,,1
3381,五專國貿,台北市,3
3382,五專國貿,,1
3383,五專國貿,台北市,5
3384,五專國貿,,1
3385,五專國貿,,1
3386,五專國貿,新北市,5
3387,五專國貿,台北市,5
3388,五專國貿,,1
3389,五專國貿,,1
3390,五專國貿,新北市,5
3391,五專國貿,,1
3392,五專企管,新北市,3
3393,五專企管,,1
3394,五專企管,台北市,3
3395,五專企管,新北市,5
3396,五專企管,台北市,3
3397,五專企管,,1
3398,五專企管,,1
3399,五專企管,,1
3400,五專企管,,1
3401,五專企管,桃園市,3
3402,五專企管,,1
3403,五專企管,新北市,5
3404,五專企管,,3
3405,五專企管,新北市,1
3406,五專企管,花蓮縣,5
3407,五專企管,,3
3408,五專企管,,1
3409,五專企管,新北市,1
3410,五專企管,台北市,3
3411,五專企管,台中市,1
3412,五專企管,台北市,1
3413,五專企管,桃園市,3
3414,五專企管,,1
3415,五專企管,,1
3416,五專企管,新北市,3
3417,五專企管,桃園市,3
3418,五專企管,台北市,3
3419,五專企管,台北市,5
3420,五專企管,,1
3421,五專企管,,1
3422,五專企管,,3
3423,五專企管,,3
3424,五專企管,,1
3425,五專企管,,1
3426,五專企管,,3
3427,五專企管,台北市,5
3428,五專企管,,1
3429,五專企管,高雄市,1
3430,五專企管,台北市,3
3431,五專企管,桃園市,1
3432,五專企管,桃園市,3
3433,五專企管,台北市,3
3434,五專企管,台北市,5
3435,五專企管,,1
3436,五專企管,,1
3437,五專企管,,3
3438,五專企管,台北市,5
3439,五專企管,,1
3440,五專企管,台北市,3
3441,五專企管,,1
3442,五專企管,台北市,1
3443,五專企管,台北市,5
3444,五專企管,台北市,3
3445,五專企管,,1
3446,五專企管,台北市,1
3447,五專企管,新北市,5
3448,五專企管,台北市,3
3449,五專企管,,3
3450,五專企管,新竹縣,3
3451,五專企管,,1
3452,五專企管,,3
3453,五專企管,,1
3454,五專企管,,3
3455,五專企管,,1
3456,五專企管,,1
3457,五專企管,,1
3458,五專企管,台北市,3
3459,五專企管,,1
3460,五專企管,台北市,3
3461,五專企管,新北市,3
3462,五專企管,,1
3463,五專企管,,1
3464,五專企管,桃園市,3
3465,五專企管,,1
3466,五專菁英,台北市,5
3467,五專菁英,台北市,3
3468,五專菁英,,1
3469,五專菁英,新北市,3
3470,五專菁英,,1
3471,五專菁英,台北市,3
3472,五專菁英,,1
3473,五專菁英,,1
3474,五專菁英,台北市,3
3475,五專菁英,新北市,1
3476,五專菁英,台北市,3
3477,五專菁英,,1
3478,五專菁英,,3
3479,五專菁英,,1
3480,五專菁英,台北市,3
3481,五專菁英,台北市,5
3482,五專菁英,,1
3483,五專菁英,,3
3484,五專菁英,台北市,1
3485,五專菁英,台北市,3
3486,五專菁英,,1
3487,五專菁英,新北市,3
3488,五專菁英,台北市,5
3489,五專菁英,,1
3490,五專菁英,,1
3491,五專菁英,台北市,3
3492,五專菁英,,1
3493,五專菁英,,3
3494,五專菁英,,1
3495,五專菁英,,1
3496,五專菁英,台北市,5
3497,五專菁英,新北市,3
3498,五專菁英,,3
3499,五專菁英,,5
3500,五專菁英,,1
3501,五專菁英,新北市,3
3502,五專菁英,,1
3503,五專菁英,新北市,1
3504,五專菁英,,1
3505,五專菁英,台北市,3
3506,五專菁英,新北市,3
3507,五專菁英,台北市,5
3508,五專菁英,,1
3509,五專資管,,1
3510,五專資管,台北市,5
3511,五專資管,,1
3512,五專資管,台北市,5
3513,五專資管,台北市,5
3514,五專資管,台北市,3
3515,五專資管,,1
3516,五專資管,新北市,5
3517,五專資管,,1
3518,五專資管,,1
3519,五專資管,台北市,3
3520,五專資管,台北市,5
3521,五專資管,台北市,5
3522,五專資管,,1
3523,五專資管,台北市,3
3524,五專資管,新北市,1
3525,五專資管,新北市,5
3526,五專資管,新北市,3
3527,五專資管,,1
3528,五專資管,,1
3529,五專資管,台北市,5
3530,五專資管,台北市,3
3531,五專資管,台北市,3
3532,五專資管,,1
3533,五專資管,新北市,5
3534,五專資管,,1
3535,五專資管,,1
3536,五專資管,桃園市,3
3537,五專資管,桃園市,5
3538,五專資管,台北市,5
3539,五專資管,,1
3540,五專資管,台北市,3
3541,五專資管,,5
3542,五專資管,,1
3543,五專資管,,1
3544,五專資管,,3
3545,五專資管,,1
3546,五專資管,,1
3547,五專資管,台北市,3
3548,五專資管,,1
3549,五專資管,桃園市,5
3550,五專資管,新北市,3
3551,五專資管,,1
3552,五專資管,台北市,3
3553,五專資管,,1
3554,五專資管,台北市,5
3555,五專資管,,1
3556,五專資管,新竹市,3
3557,五專資管,新竹市,1
3558,五專資管,台北市,3
3559,五專資管,新北市,1
3560,五專資管,台北市,5
3561,五專資管,,3
3562,五專資管,,1
3563,五專資管,,1
3564,五專資管,,1
3565,五專資管,,5
3566,五專資管,,1
3567,五專資管,台北市,5
3568,五專資管,,1
3569,五專資管,,1
3570,五專資管,台北市,3
3571,五專資管,台北市,5
3572,五專資管,,1
3573,五專資管,台北市,5
3574,五專資管,,1
3575,五專資管,,1
3576,五專資管,台北市,5
3577,五專資管,新北市,3
3578,五專資管,,1
3579,五專資管,台北市,1
3580,五專資管,,5
3581,五專資管,,1
3582,五專資管,,3
3583,五專資管,,1
3584,五專資管,,5
3585,五專應外,,1
3586,五專資管,,1
3587,五專應外,,1
3588,五專應外,新北市,3
3589,五專應外,,1
3590,五專應外,,3
3591,五專應外,,1
3592,五專應外,,1
3593,五專應外,台北市,5
3594,五專應外,台北市,3
3595,五專應外,台北市,1
3596,五專應外,,3
3597,五專應外,,1
3598,五專應外,新北市,3
3599,五專應外,,1
3600,五專應外,,1
3601,五專應外,,5
3602,五專應外,,1
3603,五專應外,台北市,3
3604,五專應外,,1
3605,五專應外,,1
3606,五專應外,台北市,5
3607,五專應外,,1
3608,五專應外,,1
3609,五專應外,,1
3610,五專應外,,1
3611,五專應外,台北市,3
3612,五專應外,,1
3613,五專應外,,1
3614,五專應外,台北市,3
3615,五專應外,,1
3616,五專應外,台北市,3
3617,五專應外,,1
3618,五專應外,,1
3619,五專應外,,1
3620,五專應外,新北市,5
3621,五專應外,,3
3622,五專應外,新竹縣,1
3623,五專應外,,1
3624,五專應外,,1
3625,五專應外,台北市,3
3626,五專應外,台北市,5
3627,五專應外,,1
3628,五專應外,,1
3629,五專應外,,1
3630,五專應外,,3
3631,五專應外,,1
3632,五專應外,,1
3633,五專應外,,1
3634,五專應外,,1
3635,五專應外,,1
3636,五專應外,,1
3637,五專應外,新北市,3
3638,五專應外,,3
3639,五專應外,,1
3640,會財所,,3
3641,會財所,台北市,5
3642,國際商務系碩士班,台北市,3
3643,國際商務系碩士班,新北市,3
3644,國際商務系碩士班,台北市,5
3645,國際商務系碩士班,台北市,3
3646,資研所,新北市,5
3647,資研所,新北市,3
3648,資研所,台北市,3
3649,資研所,桃園市,5
3650,資研所,桃園市,1
3651,資研所,桃園市,3
3652,資研所,台北市,3
3653,資研所,台北市,5
3654,資研所,台北市,3
3655,資研所,台中市,3
3656,資研所,台中市,1
3657,商研所,台北市,5
3658,二技會資,新北市,5
3659,二技會資,台北市,3
3660,二技會資,台北市,5
3661,二技會資,台北市,5
3662,二技會資,台北市,5
3663,二技會資,台北市,3
3664,二技會資,台北市,5
3665,二技會資,台北市,3
3666,二技會資,台北市,5
3667,二技會資,台北市,5
3668,二技會資,台北市,5
3669,二技財稅,新北市,3
3670,二技財稅,新北市,5
3671,二技會資,台北市,3
3672,二技會資,台北市,5
3673,二技會資,台北市,3
3674,二技會資,台北市,5
3675,二技會資,台北市,3
3676,二技會資,台北市,5
3677,二技會資,台北市,3
3678,二技會資,台北市,3
3679,二技會資,台北市,5
3680,二技會資,桃園市,5
3681,二技會資,桃園市,3
3682,二技會資,新北市,5
3683,二技會資,新北市,3
3684,二技會資,台北市,3
3685,二技會資,台北市,1
3686,二技會資,台北市,5
3687,二技會資,台北市,1
3688,二技會資,台北市,3
3689,二技會資,,3
3690,二技會資,新北市,5
3691,二技會資,台北市,5
3692,二技財金,台北市,3
3693,二技財金,台北市,5
3694,二技財金,台北市,5
3695,二技財金,新北市,5
3696,二技財金,台北市,3
3697,二技財金,台北市,3
3698,二技財金,台北市,5
3699,二技財金,台北市,5
3700,二技財金,台北市,3
