,Dept_Short,工作所在地點_境內區域,畢業滿_年
0,二技商務,台北市,5
1,二技企管,台北市,5
2,四技會資,台北市,3
3,四技會資,新北市,5
4,四技會資,台北市,3
5,四技會資,新北市,3
6,四技會資,台北市,5
7,四技會資,,3
8,四技會資,,5
9,四技會資,台北市,3
10,四技會資,台北市,3
11,四技會資,新北市,3
12,四技會資,新北市,3
13,四技會資,台北市,5
14,四技會資,台北市,3
15,四技會資,台北市,3
16,四技會資,台北市,5
17,四技會資,新北市,3
18,四技會資,台北市,3
19,四技會資,台北市,5
20,四技會資,新北市,3
21,四技會資,台北市,5
22,四技會資,台北市,3
23,四技會資,台北市,5
24,四技會資,台北市,3
25,四技會資,台北市,3
26,四技會資,台北市,5
27,四技會資,台北市,3
28,四技會資,台北市,3
29,四技會資,台北市,3
30,四技會資,台北市,5
31,四技會資,新北市,3
32,四技會資,台北市,1
33,四技會資,台北市,3
34,四技會資,台北市,5
35,四技會資,台北市,5
36,四技會資,台北市,3
37,四技會資,台北市,3
38,四技會資,基隆市,3
39,四技會資,台中市,5
40,四技會資,台北市,3
41,四技會資,台北市,5
42,四技會資,新北市,3
43,四技會資,新北市,3
44,四技會資,台北市,3
45,四技會資,桃園市,3
46,四技會資,新北市,3
47,四技會資,台北市,5
48,四技會資,新北市,3
49,四技會資,台北市,5
50,四技會資,台北市,3
51,四技會資,台北市,5
52,四技會資,台北市,5
53,四技會資,台北市,3
54,四技會資,台北市,5
55,四技會資,桃園市,5
56,四技會資,台北市,3
57,四技會資,桃園市,5
58,四技會資,桃園市,3
59,四技會資,新北市,3
60,四技會資,新北市,5
61,四技會資,台中市,5
62,四技會資,台中市,3
63,四技會資,台北市,3
64,四技會資,台中市,5
65,四技會資,台北市,3
66,四技會資,桃園市,5
67,四技會資,嘉義縣,3
68,四技會資,新北市,5
69,四技會資,新北市,3
70,四技會資,,3
71,四技會資,台北市,5
72,四技會資,新北市,3
73,四技會資,,3
74,四技會資,台中市,3
75,四技會資,台中市,5
76,四技會資,台中市,3
77,四技會資,台中市,5
78,四技會資,台北市,3
79,四技會資,新北市,1
80,四技財金,新北市,3
81,四技財金,台北市,3
82,四技財金,台北市,5
83,四技財金,台北市,5
84,四技財金,台北市,3
85,四技財金,新北市,3
86,四技財金,新北市,5
87,四技財金,台北市,3
88,四技財金,新北市,5
89,四技財金,台北市,5
90,四技財金,新北市,3
91,四技財金,台北市,3
92,四技財金,台北市,5
93,四技財金,台北市,3
94,四技財金,台北市,5
95,四技財金,台北市,3
96,四技財金,台北市,5
97,四技財金,台北市,1
98,四技財金,台北市,3
99,四技財金,新北市,3
100,四技財金,桃園市,5
101,四技財金,桃園市,3
102,四技財金,台北市,3
103,四技財金,台北市,3
104,四技財金,桃園市,5
105,四技財金,台北市,5
106,四技財金,台北市,3
107,四技財金,台北市,5
108,四技財金,台北市,3
109,四技財金,新北市,3
110,四技財金,新竹市,3
111,四技財金,台北市,5
112,四技財金,新北市,3
113,四技財金,台南市,3
114,四技財金,,5
115,四技財金,台北市,3
116,四技財金,台北市,3
117,四技財金,台北市,5
118,四技財金,台北市,5
119,四技財金,新北市,3
120,四技財金,台北市,3
121,四技財金,台北市,5
122,四技財金,台北市,3
123,四技財金,基隆市,3
124,四技財金,台北市,5
125,四技財金,桃園市,5
126,四技財金,台北市,3
127,進四技企管,台北市,3
128,進四技企管,台北市,5
129,四技財金,桃園市,5
130,四技財金,新北市,3
131,四技財金,台北市,3
132,四技財金,桃園市,5
133,四技財金,台北市,3
134,四技財金,台北市,5
135,四技財金,台北市,3
136,四技財金,新竹縣,3
137,四技財金,台中市,3
138,四技財金,台北市,5
139,四技財金,台北市,3
140,四技財金,台北市,3
141,四技財金,台中市,5
142,四技財金,,3
143,四技財金,台北市,3
144,四技財金,,5
145,四技財金,台北市,3
146,四技財金,台北市,3
147,四技財金,,5
148,四技財金,台北市,3
149,四技財金,,5
150,四技財金,高雄市,3
151,四技財金,台北市,1
152,四技財金,新北市,5
153,四技財金,新北市,1
154,四技財稅,台北市,5
155,四技財稅,台北市,3
156,四技財稅,台北市,3
157,四技財稅,台北市,5
158,四技財稅,台中市,3
159,四技財稅,台中市,5
160,四技財稅,花蓮縣,3
161,四技財稅,台北市,3
162,四技財稅,新竹市,3
163,四技財稅,苗栗縣,5
164,四技財稅,新北市,5
165,四技財稅,新北市,3
166,四技財稅,新北市,3
167,四技財稅,新北市,5
168,四技財稅,台北市,5
169,四技財稅,,3
170,四技財稅,台北市,3
171,四技財稅,台北市,5
172,四技財稅,台北市,3
173,四技財稅,桃園市,5
174,四技財稅,桃園市,3
175,四技財稅,桃園市,3
176,四技財稅,桃園市,5
177,四技財稅,新竹市,3
178,四技財稅,台中市,5
179,四技財稅,台北市,3
180,四技財稅,台北市,5
181,四技財稅,台北市,3
182,四技財稅,新北市,5
183,四技財稅,台北市,3
184,四技財稅,台中市,5
185,四技財稅,,3
186,四技財稅,台北市,5
187,四技財稅,台北市,5
188,四技財稅,新北市,3
189,四技財稅,新北市,3
190,四技財稅,台北市,3
191,四技財稅,台北市,5
192,四技財稅,台北市,3
193,四技財稅,新竹市,3
194,四技財稅,新竹縣,5
195,四技財稅,台北市,3
196,四技財稅,新竹縣,5
197,四技財稅,新竹縣,3
198,四技財稅,台北市,3
199,四技財稅,台北市,5
200,四技財稅,台北市,3
201,四技財稅,台北市,3
202,四技財稅,新北市,5
203,四技財稅,台北市,3
204,四技財稅,台北市,5
205,四技財稅,新北市,3
206,四技財稅,台北市,3
207,四技財稅,新北市,3
208,四技財稅,台北市,5
209,四技財稅,台北市,3
210,四技財稅,桃園市,3
211,四技財稅,桃園市,5
212,四技財稅,台北市,3
213,四技財稅,台北市,5
214,四技財稅,新北市,3
215,四技財稅,,5
216,四技財稅,台北市,3
217,四技財稅,桃園市,3
218,四技財稅,,1
219,四技財稅,台北市,3
220,四技商務,台北市,5
221,四技商務,台北市,3
222,四技商務,台北市,3
223,四技商務,台北市,5
224,四技商務,台北市,5
225,四技商務,新北市,5
226,四技商務,新北市,3
227,四技商務,台北市,3
228,四技商務,台北市,3
229,四技商務,台北市,5
230,四技商務,台北市,5
231,四技商務,台北市,3
232,四技商務,桃園市,5
233,四技商務,台北市,5
234,四技商務,台北市,3
235,四技商務,台中市,3
236,四技商務,台中市,5
237,四技商務,桃園市,3
238,四技商務,新竹縣,3
239,四技商務,新竹市,3
240,四技商務,桃園市,5
241,四技商務,桃園市,3
242,四技商務,,5
243,四技商務,台北市,3
244,四技商務,新北市,3
245,四技商務,新北市,3
246,四技商務,台北市,3
247,四技商務,新北市,5
248,四技商務,台北市,5
249,四技商務,台北市,3
250,四技商務,,3
251,四技商務,台北市,5
252,四技商務,台北市,5
253,四技商務,台北市,3
254,四技商務,台北市,3
255,四技商務,台北市,3
256,四技商務,台北市,5
257,四技商務,新北市,5
258,四技商務,台北市,3
259,四技商務,台北市,3
260,四技商務,基隆市,5
261,四技商務,,3
262,四技商務,新北市,3
263,四技商務,新北市,5
264,四技商務,新北市,5
265,四技商務,新北市,3
266,四技商務,台北市,3
267,四技商務,台北市,3
268,四技商務,台中市,5
269,四技商務,台中市,3
270,四技商務,台中市,3
271,四技商務,,5
272,四技商務,,3
273,四技商務,台北市,5
274,四技商務,台北市,3
275,四技商務,台北市,5
276,四技商務,台中市,3
277,四技商務,台北市,5
278,四技商務,台北市,3
279,四技商務,,3
280,四技商務,台北市,5
281,四技商務,新北市,3
282,四技商務,台北市,5
283,四技商務,台北市,5
284,四技商務,台北市,3
285,四技商務,台北市,5
286,四技商務,台北市,1
287,四技商務,台北市,3
288,四技商務,,3
289,四技商務,桃園市,3
290,四技商務,台北市,5
291,四技商務,台北市,3
292,四技商務,台北市,5
293,四技商務,台北市,3
294,四技商務,新北市,3
295,四技商務,苗栗縣,5
296,四技商務,新竹市,3
297,四技商務,,5
298,四技商務,台中市,3
299,四技商務,台中市,5
300,四技商務,台中市,3
301,四技商務,新竹縣,3
302,四技商務,新竹市,5
303,四技商務,新竹市,5
304,四技商務,新竹市,3
305,四技商務,桃園市,5
306,四技商務,桃園市,5
307,四技商務,桃園市,3
308,四技企管,台北市,3
309,四技企管,台北市,5
310,四技企管,台北市,3
311,四技企管,新北市,5
312,四技企管,,3
313,四技企管,台北市,5
314,四技企管,台中市,3
315,四技企管,新北市,3
316,四技企管,台北市,3
317,四技企管,台北市,5
318,四技企管,桃園市,3
319,四技企管,桃園市,5
320,四技企管,雲林縣,3
321,四技企管,雲林縣,5
322,四技企管,台北市,3
323,四技企管,新北市,5
324,四技企管,台北市,3
325,四技企管,台東縣,3
326,四技企管,新竹縣,5
327,四技企管,台北市,3
328,四技企管,新北市,3
329,四技企管,台北市,3
330,四技企管,新北市,5
331,四技企管,,3
332,四技企管,台北市,3
333,四技企管,桃園市,3
334,四技企管,台北市,5
335,四技企管,新北市,3
336,四技企管,新北市,3
337,四技企管,新北市,5
338,四技企管,台北市,5
339,四技企管,,3
340,四技企管,台北市,3
341,四技企管,台北市,3
342,四技企管,新北市,5
343,四技企管,台北市,5
344,四技企管,新北市,3
345,四技企管,桃園市,3
346,四技企管,台南市,5
347,四技企管,台北市,3
348,四技企管,新北市,5
349,四技企管,台北市,3
350,四技企管,桃園市,5
351,四技企管,桃園市,3
352,四技企管,桃園市,3
353,四技企管,新北市,3
354,四技企管,新竹市,5
355,四技企管,台北市,3
356,四技企管,台北市,3
357,四技企管,台北市,3
358,四技企管,台中市,5
359,四技企管,新北市,3
360,四技企管,新北市,5
361,四技企管,台中市,3
362,四技企管,台中市,5
363,四技企管,台北市,3
364,四技企管,台北市,5
365,四技企管,新北市,3
366,四技企管,彰化縣,3
367,四技企管,台北市,1
368,四技企管,台北市,3
369,四技企管,台北市,5
370,四技企管,,3
371,四技企管,台北市,3
372,四技企管,台北市,1
373,四技資管,新北市,1
374,四技資管,新北市,3
375,四技資管,台北市,3
376,四技資管,台北市,5
377,四技資管,台北市,5
378,四技資管,台北市,3
379,四技資管,台北市,5
380,四技資管,台北市,3
381,四技資管,高雄市,5
382,四技資管,台北市,3
383,四技資管,台北市,5
384,四技資管,,3
385,四技資管,台中市,5
386,四技資管,台中市,3
387,四技資管,,3
388,四技資管,高雄市,3
389,四技資管,桃園市,3
390,四技資管,台南市,3
391,四技資管,彰化縣,5
392,四技資管,台北市,3
393,四技資管,彰化縣,3
394,四技資管,桃園市,3
395,四技資管,,3
396,四技資管,台北市,3
397,四技資管,新竹縣,3
398,四技資管,新竹縣,1
399,四技資管,桃園市,5
400,四技資管,新竹市,3
401,四技資管,新竹縣,3
402,四技資管,,5
403,四技資管,台北市,3
404,四技資管,台北市,5
405,四技資管,桃園市,3
406,四技資管,台北市,3
407,四技資管,台北市,5
408,四技資管,桃園市,3
409,四技資管,台北市,3
410,四技資管,新北市,3
411,四技資管,台南市,3
412,四技資管,台北市,1
413,四技資管,台北市,3
414,四技資管,台北市,5
415,四技資管,新北市,3
416,四技資管,台北市,3
417,四技資管,台北市,3
418,四技資管,,3
419,四技資管,台北市,3
420,四技資管,,3
421,四技資管,台北市,3
422,四技資管,基隆市,3
423,四技資管,台北市,5
424,四技資管,基隆市,3
425,四技資管,台北市,3
426,四技應外,,5
427,四技應外,桃園市,3
428,四技應外,桃園市,5
429,四技應外,新竹市,3
430,四技應外,,3
431,四技應外,台北市,5
432,四技應外,新北市,5
433,四技應外,台北市,5
434,四技應外,台北市,5
435,四技應外,台北市,3
436,四技應外,台北市,5
437,四技應外,台北市,5
438,四技應外,台北市,3
439,四技應外,台北市,5
440,四技應外,,5
441,四技應外,桃園市,3
442,四技應外,桃園市,3
443,四技應外,台北市,5
444,四技應外,台北市,3
445,四技應外,台北市,3
446,四技應外,新竹市,3
447,四技應外,高雄市,5
448,四技應外,雲林縣,5
449,四技應外,,3
450,四技應外,台北市,5
451,四技應外,,5
452,四技應外,台北市,5
453,四技應外,,5
454,四技應外,台北市,3
455,四技應外,台北市,5
456,五專會計資訊科,台北市,3
457,五專會計資訊科,台北市,5
458,五專會計資訊科,台北市,5
459,五專會計資訊科,,3
460,五專會計資訊科,台北市,5
461,五專會計資訊科,台北市,5
462,五專會計資訊科,台北市,5
463,五專會計資訊科,台北市,5
464,五專會計資訊科,,3
465,五專會計資訊科,台北市,5
466,五專會計資訊科,台北市,5
467,五專會計資訊科,台北市,5
468,五專會計資訊科,屏東縣,5
469,五專會計資訊科,桃園市,3
470,五專會計資訊科,,5
471,五專會計資訊科,,3
472,五專會計資訊科,新竹市,5
473,五專會計資訊科,屏東縣,3
474,五專會計資訊科,台北市,5
475,五專會計資訊科,桃園市,5
476,五專會計資訊科,桃園市,3
477,五專會計資訊科,台北市,1
478,五專會計資訊科,,3
479,五專會計資訊科,台北市,5
480,五專會計資訊科,台北市,1
481,五專會計資訊科,,3
482,五專會計資訊科,,5
483,五專會計資訊科,,5
484,五專財金,台北市,5
485,五專財金,台北市,3
486,五專財金,,5
487,五專財金,新北市,5
488,五專財金,新北市,3
489,五專財金,新北市,5
490,五專財金,台北市,5
491,五專財金,新北市,5
492,五專財金,台北市,3
493,五專財金,,5
494,五專財金,台北市,5
495,五專財金,,3
496,五專財金,,5
497,五專財金,,3
498,五專財金,,5
499,五專財金,台北市,5
500,五專財金,,5
501,五專財金,台北市,3
502,五專財金,新北市,3
503,五專財金,台北市,1
504,五專財金,台北市,5
505,五專財金,台北市,5
506,五專財金,台北市,3
507,五專財金,台北市,1
508,五專財金,台北市,5
509,五專財金,,3
510,五專財金,台北市,1
511,五專財金,,5
512,五專財金,,3
513,五專財金,,3
514,五專財金,新竹市,5
515,五專財金,台北市,3
516,五專財金,新北市,5
517,五專財金,新北市,3
518,五專財稅,台北市,5
519,五專財稅,台北市,5
520,五專財稅,台北市,5
521,五專財稅,台北市,3
522,五專財稅,,3
523,五專財稅,桃園市,5
524,五專財稅,,5
525,五專財稅,台北市,5
526,五專財稅,台北市,5
527,五專財稅,台北市,5
528,五專財稅,,3
529,五專財稅,台北市,5
530,五專財稅,台北市,5
531,五專財稅,,1
532,五專財稅,新竹市,5
533,五專財稅,,5
534,五專財稅,台北市,1
535,五專財稅,台北市,5
536,五專財稅,,3
537,五專財稅,台北市,1
538,五專財稅,台中市,3
539,五專財稅,苗栗縣,3
540,五專財稅,台北市,1
541,五專財稅,南投縣,3
542,五專財稅,桃園市,5
543,五專財稅,台北市,5
544,五專財稅,台北市,3
545,五專財稅,,1
546,五專財稅,,5
547,五專財稅,台北市,5
548,五專國貿,台北市,5
549,五專國貿,,1
550,五專國貿,台北市,5
551,五專國貿,台北市,3
552,五專國貿,,3
553,五專國貿,,1
554,五專國貿,,1
555,五專國貿,,3
556,五專國貿,,1
557,五專國貿,,3
558,五專國貿,,5
559,五專國貿,台北市,3
560,五專國貿,台北市,5
561,五專國貿,,1
562,五專國貿,,1
563,五專國貿,,3
564,五專國貿,,1
565,五專國貿,,3
566,五專國貿,台北市,3
567,五專國貿,,1
568,五專國貿,桃園市,5
569,五專國貿,,1
570,五專國貿,,5
571,五專國貿,新竹市,5
572,五專國貿,,3
573,五專國貿,,1
574,五專國貿,,1
575,五專國貿,台中市,5
576,五專國貿,,3
577,五專國貿,,5
578,五專國貿,桃園市,3
579,五專國貿,桃園市,1
580,五專國貿,桃園市,5
581,五專國貿,新北市,5
582,五專國貿,,1
583,五專國貿,,3
584,五專國貿,台北市,3
585,五專國貿,,1
586,五專國貿,,1
587,五專國貿,,3
588,五專國貿,,5
589,五專國貿,台北市,1
590,五專國貿,台北市,5
591,五專國貿,台北市,5
592,五專國貿,,3
593,五專國貿,台北市,5
594,五專國貿,台北市,3
595,五專國貿,,1
596,五專國貿,,5
597,五專企管,新竹市,5
598,五專企管,台北市,5
599,五專企管,台北市,3
600,五專企管,台北市,5
601,五專企管,新北市,5
602,五專企管,新北市,3
603,五專企管,台北市,5
604,五專企管,,3
605,五專企管,桃園市,1
606,五專企管,雲林縣,5
607,五專企管,台北市,5
608,五專企管,新北市,5
609,五專企管,台北市,5
610,五專企管,台北市,3
611,五專企管,台北市,5
612,五專企管,台北市,5
613,五專企管,,5
614,五專企管,,1
615,五專企管,台北市,5
616,五專企管,台中市,5
617,五專企管,,3
618,五專企管,台中市,3
619,五專企管,,1
620,五專企管,台中市,5
621,五專企管,,3
622,五專企管,新北市,5
623,五專企管,,3
624,五專企管,台北市,5
625,五專企管,,3
626,五專企管,台北市,5
627,五專企管,新竹市,5
628,五專企管,台北市,3
629,五專企管,,5
630,五專企管,,3
631,五專企管,,3
632,五專菁英,台北市,5
633,五專菁英,新北市,3
634,五專菁英,新北市,5
635,五專菁英,新北市,5
636,五專菁英,新北市,3
637,五專菁英,台北市,5
638,五專菁英,,5
639,五專菁英,,5
640,五專菁英,台北市,5
641,五專菁英,,5
642,五專菁英,台北市,1
643,五專菁英,,5
644,五專菁英,台北市,5
645,五專菁英,台北市,3
646,五專菁英,台北市,5
647,五專菁英,,3
648,五專菁英,台北市,5
649,五專菁英,新北市,5
650,五專菁英,,3
651,五專菁英,台北市,5
652,五專菁英,台北市,5
653,五專菁英,,1
654,五專菁英,台北市,5
655,五專菁英,台北市,3
656,五專菁英,台北市,1
657,五專菁英,台北市,5
658,五專菁英,台北市,5
659,五專菁英,台北市,5
660,五專菁英,新北市,5
661,五專菁英,台北市,5
662,五專菁英,台北市,5
663,五專菁英,台北市,5
664,五專菁英,,1
665,五專菁英,新北市,5
666,五專菁英,,5
667,五專菁英,,5
668,五專菁英,台北市,5
669,五專菁英,,5
670,五專菁英,台北市,5
671,五專菁英,台北市,5
672,五專資管,,1
673,五專資管,桃園市,5
674,五專資管,,1
675,五專資管,新竹縣,5
676,五專資管,新竹市,3
677,五專資管,,1
678,五專資管,,1
679,五專資管,,3
680,五專資管,,1
681,五專資管,桃園市,3
682,五專資管,,1
683,五專資管,台北市,5
684,五專資管,台北市,5
685,五專資管,,1
686,五專資管,新北市,3
687,五專資管,新北市,5
688,五專資管,台北市,5
689,五專資管,,1
690,五專資管,,1
691,五專資管,新北市,5
692,五專資管,,1
693,五專資管,新北市,5
694,五專資管,,1
695,五專資管,,1
696,五專資管,,1
697,五專資管,新北市,3
698,五專資管,新北市,5
699,五專資管,新北市,5
700,五專資管,,1
701,五專資管,台北市,3
702,五專資管,台北市,5
703,五專資管,台北市,1
704,五專資管,,1
705,五專資管,,1
706,五專資管,台北市,5
707,五專資管,,1
708,五專資管,,3
709,五專資管,,1
710,五專資管,,1
711,五專資管,,3
712,五專資管,,1
713,五專資管,,3
714,五專資管,,1
715,五專資管,,1
716,五專資管,,1
717,五專資管,台北市,3
718,五專資管,,3
719,五專資管,,1
720,五專資管,,1
721,五專資管,,3
722,五專資管,,1
723,五專資管,,1
724,五專應外,,3
725,五專應外,,5
726,五專應外,台北市,3
727,五專應外,,1
728,五專應外,,5
729,五專應外,台北市,3
730,五專應外,,5
731,五專應外,,3
732,五專應外,台北市,5
733,五專應外,,1
734,五專應外,台北市,5
735,五專應外,新北市,3
736,五專應外,台北市,3
737,五專應外,台北市,5
738,五專應外,新北市,5
739,五專應外,,3
740,五專應外,台北市,3
741,五專應外,台北市,3
742,五專應外,台北市,3
743,五專應外,,3
744,五專應外,桃園市,5
745,五專應外,台北市,5
746,五專應外,,3
747,五專應外,新北市,3
748,五專應外,,1
749,五專應外,台北市,3
750,五專應外,新北市,5
751,五專應外,,3
752,五專應外,,5
753,會財所,台北市,3
754,商研所,宜蘭縣,5
755,商研所,台北市,5
756,二技會資,台北市,3
757,二技會資,新北市,5
758,二技會資,新北市,5
759,二技會資,新北市,3
760,二技會資,新北市,3
761,二技會資,桃園市,5
762,二技會資,台北市,5
763,二技會資,台北市,5
764,二技會資,台北市,5
765,二技會資,桃園市,5
766,二技會資,桃園市,3
767,二技會資,台北市,3
768,二技會資,台北市,3
769,二技會資,台北市,5
770,二技會資,台北市,5
771,二技會資,台北市,3
772,二技會資,台北市,5
773,二技會資,台北市,5
774,二技財金,台北市,5
775,二技財金,台北市,5
776,二技財金,台北市,3
777,二技財金,台北市,5
778,二技財金,新北市,5
779,二技財金,台中市,5
780,二技財金,台北市,5
781,二技財金,台北市,5
782,二技財金,台北市,5
783,二技財金,台北市,5
784,二技財金,台北市,5
785,二技財金,新北市,5
786,二技財金,台北市,5
787,二技財金,高雄市,5
788,二技財金,台北市,5
789,二技財金,台北市,5
790,二技財金,新北市,5
791,二技財金,台北市,5
792,二技財金,新北市,5
793,二技財金,桃園市,5
794,二技財稅,台北市,5
795,二技財稅,新北市,5
796,二技財稅,台北市,5
797,二技財稅,台北市,5
798,二技財稅,桃園市,5
799,二技財稅,新北市,5
800,二技財稅,台北市,5
801,二技財稅,台北市,5
802,二技財稅,台北市,5
803,二技財稅,新北市,5
804,二技財稅,台北市,5
805,二技財稅,台北市,5
806,二技財稅,新北市,5
807,二技財稅,台北市,5
808,二技財稅,台北市,5
809,二技財稅,新北市,5
810,二技財稅,台北市,5
811,二技商務,,5
812,二技商務,台北市,5
813,二技商務,,5
814,二技商務,新北市,5
815,二技商務,台北市,5
816,二技商務,台北市,3
817,二技商務,台北市,5
818,二技商務,台北市,5
819,二技商務,,5
820,二技商務,,5
821,二技商務,台北市,5
822,二技商務,台北市,5
823,二技商務,桃園市,5
824,二技商務,台北市,5
825,二技商務,台北市,5
826,二技商務,台北市,5
827,二技商務,桃園市,5
828,二技商務,台北市,5
829,二技企管,台北市,5
830,二技企管,台北市,5
831,二技企管,高雄市,5
832,二技企管,台北市,5
833,二技企管,,5
834,二技企管,,5
835,二技企管,,5
836,二技企管,台北市,5
837,二技企管,,5
838,二技企管,台北市,5
839,二技企管,桃園市,5
840,二技企管,台北市,3
841,二技企管,,5
842,二技資管,台北市,5
843,二技資管,新北市,5
844,二技資管,台北市,5
845,二技資管,台北市,5
846,二技資管,台北市,5
847,二技資管,新北市,5
848,二技資管,台中市,5
849,二技資管,台北市,5
850,二技資管,台北市,5
851,二技資管,台北市,5
852,二技資管,台北市,5
853,二技資管,台北市,5
854,二技資管,高雄市,5
855,二技資管,台北市,5
856,二技資管,台北市,5
857,二技資管,台北市,5
858,二技資管,台北市,3
859,二技資管,台北市,5
860,二技資管,基隆市,5
861,二技資管,台南市,5
862,二技資管,台北市,5
863,二技資管,台北市,5
864,二技應外,台北市,5
865,二技應外,新北市,5
866,二技應外,高雄市,5
867,二技應外,,5
868,二技應外,新北市,3
869,二技應外,新北市,5
870,二技應外,台中市,5
871,二技應外,台北市,5
872,二技應外,高雄市,3
873,二技應外,高雄市,5
874,二技應外,台北市,5
875,二技應外,桃園市,5
876,二技應外,台中市,5
877,二技應外,,5
878,二技應外,台北市,5
879,二技應外,新竹市,5
880,二技應外,新竹市,5
881,二技應外,台北市,5
882,二技應外,台中市,5
883,二技應外,屏東縣,5
884,二技應外,台北市,5
885,二技應外,,5
886,二技應外,桃園市,5
887,二技應外,,5
888,二技應外,台北市,5
889,二技應外,新北市,5
890,二技應外,,3
891,二技應外,台北市,5
892,二技應外,台北市,5
893,二技應外,台北市,5
894,二技應外,新北市,5
895,二技應外,,5
896,二技應外,嘉義市,5
897,二技應外,台北市,5
898,二技應外,台北市,5
899,四技會資,新竹縣,3
900,四技會資,台北市,1
901,四技會資,台南市,5
902,四技會資,新竹縣,3
903,四技會資,台北市,5
904,四技會資,台北市,3
905,四技會資,桃園市,3
906,四技會資,桃園市,5
907,四技會資,台北市,5
908,四技會資,台北市,1
909,四技會資,新竹市,3
910,四技會資,苗栗縣,5
911,四技會資,台北市,3
912,四技會資,台中市,5
913,四技會資,台北市,1
914,四技會資,台北市,3
915,四技會資,台北市,5
916,四技會資,台北市,3
917,四技會資,台北市,3
918,四技會資,台南市,5
919,四技會資,台南市,3
920,四技會資,台北市,5
921,四技會資,台北市,3
922,四技會資,新北市,5
923,四技會資,新北市,3
924,四技會資,台北市,5
925,四技會資,台北市,5
926,四技會資,台北市,5
927,四技會資,新北市,3
928,四技會資,台中市,5
929,四技會資,,3
930,四技會資,,1
931,四技會資,台北市,5
932,四技會資,台北市,5
933,四技會資,台北市,3
934,四技會資,台北市,5
935,四技會資,新竹市,3
936,四技會資,台北市,5
937,四技會資,台北市,3
938,四技會資,台北市,5
939,四技會資,台北市,3
940,四技會資,台北市,5
941,四技會資,台北市,5
942,四技會資,花蓮縣,3
943,四技會資,,5
944,四技會資,台北市,1
945,四技會資,台北市,3
946,四技會資,,3
947,四技會資,台北市,3
948,四技會資,台北市,5
949,四技會資,桃園市,3
950,四技會資,台北市,5
951,四技會資,台北市,3
952,四技會資,桃園市,5
953,四技會資,桃園市,3
954,四技會資,台中市,1
955,四技會資,台中市,5
956,四技會資,台中市,3
957,四技會資,台北市,3
958,四技會資,台北市,5
959,四技會資,台北市,5
960,四技會資,台北市,3
961,四技會資,,5
962,四技會資,桃園市,3
963,四技會資,台北市,3
964,四技會資,台北市,5
965,四技會資,台北市,3
966,四技會資,台北市,3
967,四技會資,台北市,3
968,四技會資,台北市,1
969,四技會資,,1
970,四技財金,台中市,3
971,四技財金,台北市,3
972,四技財金,桃園市,5
973,四技財金,桃園市,3
974,四技財金,台南市,5
975,四技財金,新北市,3
976,四技財金,高雄市,3
977,四技財金,台北市,5
978,四技財金,台北市,3
979,四技財金,台北市,5
980,四技財金,台北市,5
981,四技財金,,3
982,四技財金,,3
983,四技財金,彰化縣,5
984,四技財金,台北市,5
985,四技財金,台北市,1
986,四技財金,,5
987,四技財金,台北市,3
988,四技財金,新北市,3
989,四技財金,新北市,5
990,四技財金,台北市,3
991,四技財金,台中市,3
992,四技財金,台北市,3
993,四技財金,台北市,5
994,四技財金,台北市,3
995,四技財金,台北市,3
996,四技財金,新北市,3
997,四技財金,新北市,5
998,四技財金,新北市,3
999,四技財金,台北市,3
1000,四技財金,台北市,5
1001,四技財金,新竹市,3
1002,四技財金,新竹市,5
1003,四技財金,台北市,3
1004,四技財金,新北市,5
1005,四技財金,,5
1006,四技財金,台南市,3
1007,四技財金,台南市,5
1008,四技財金,台北市,1
1009,四技財金,新北市,3
1010,四技財金,宜蘭縣,3
1011,四技財金,桃園市,5
1012,四技財金,桃園市,3
1013,四技財金,台北市,3
1014,四技財金,新竹市,5
1015,四技財金,新竹市,5
1016,四技財稅,花蓮縣,5
1017,四技財稅,花蓮縣,3
1018,四技財稅,台北市,3
1019,四技財稅,宜蘭縣,5
1020,四技財稅,宜蘭縣,3
1021,四技財稅,台北市,3
1022,四技財稅,新北市,3
1023,四技財稅,台北市,3
1024,四技財稅,台北市,3
1025,四技財稅,台北市,1
1026,四技財稅,台北市,5
1027,四技財稅,高雄市,5
1028,四技財稅,高雄市,3
1029,四技財稅,台北市,3
1030,四技財稅,新竹市,5
1031,四技財稅,台北市,3
1032,四技財稅,台北市,1
1033,四技財稅,彰化縣,3
1034,四技財稅,新北市,3
1035,四技財稅,,5
1036,四技財稅,彰化縣,3
1037,四技財稅,,3
1038,四技財稅,台北市,3
1039,四技財稅,台北市,5
1040,四技財稅,,3
1041,四技財稅,台北市,5
1042,四技財稅,桃園市,3
1043,四技財稅,台北市,3
1044,四技財稅,彰化縣,3
1045,四技財稅,高雄市,3
1046,四技財稅,,3
1047,四技財稅,,1
1048,四技財稅,,5
1049,四技財稅,新北市,3
1050,四技財稅,台北市,5
1051,四技財稅,彰化縣,5
1052,四技財稅,桃園市,5
1053,四技財稅,桃園市,3
1054,四技財稅,桃園市,5
1055,四技財稅,台北市,5
1056,四技財稅,台北市,3
1057,四技財稅,台北市,3
1058,四技財稅,台北市,5
1059,四技財稅,台北市,3
1060,四技財稅,台北市,5
1061,四技財稅,台北市,3
1062,四技財稅,,5
1063,四技財稅,台北市,3
1064,四技財稅,台中市,3
1065,四技財稅,新北市,3
1066,四技財稅,台北市,5
1067,四技財稅,新北市,3
