,Status,Dept_Short,End_Year,Edu_Short,畢業滿_年
4342,畢業,四技商務,106,日四技,3
4343,畢業,四技商務,106,日四技,3
4344,畢業,四技商務,106,日四技,1
4345,畢業,四技商務,106,日四技,5
4346,畢業,四技商務,106,日四技,1
4347,畢業,四技商務,106,日四技,3
4348,畢業,四技商務,106,日四技,5
4349,畢業,四技商務,106,日四技,1
4350,畢業,四技商務,106,日四技,1
4351,畢業,四技商務,107,日四技,3
4352,畢業,四技商務,107,日四技,1
4353,畢業,四技商務,106,日四技,3
4354,畢業,四技商務,106,日四技,5
4355,畢業,四技商務,106,日四技,3
4356,畢業,四技商務,106,日四技,5
4357,畢業,四技商務,106,日四技,1
4358,畢業,四技商務,106,日四技,1
4359,畢業,四技商務,106,日四技,1
4360,畢業,四技商務,106,日四技,3
4361,畢業,四技商務,106,日四技,5
4362,畢業,四技商務,106,日四技,1
4363,畢業,四技商務,106,日四技,5
4364,畢業,四技商務,106,日四技,3
4365,畢業,四技商務,107,日四技,1
4366,畢業,四技商務,107,日四技,1
4367,畢業,四技商務,106,日四技,1
