,Status,Dept_Short,End_Year,Edu_Short,畢業滿_年
0,畢業,二技商務,102,日二技,5
1,畢業,二技企管,102,日二技,5
2,畢業,四技會資,103,日四技,3
3,畢業,四技會資,103,日四技,5
4,畢業,四技會資,103,日四技,3
5,畢業,四技會資,103,日四技,3
6,畢業,四技會資,103,日四技,5
7,畢業,四技會資,103,日四技,3
8,畢業,四技會資,103,日四技,5
9,畢業,四技會資,103,日四技,3
10,畢業,四技會資,103,日四技,3
11,畢業,四技會資,103,日四技,3
12,畢業,四技會資,103,日四技,3
13,畢業,四技會資,103,日四技,5
14,畢業,四技會資,103,日四技,3
15,畢業,四技會資,103,日四技,3
16,畢業,四技會資,103,日四技,5
17,畢業,四技會資,103,日四技,3
18,畢業,四技會資,103,日四技,3
19,畢業,四技會資,103,日四技,5
20,畢業,四技會資,103,日四技,3
21,畢業,四技會資,103,日四技,5
22,畢業,四技會資,103,日四技,3
23,畢業,四技會資,103,日四技,5
24,畢業,四技會資,103,日四技,3
25,畢業,四技會資,103,日四技,3
26,畢業,四技會資,103,日四技,5
27,畢業,四技會資,103,日四技,3
28,畢業,四技會資,103,日四技,3
29,畢業,四技會資,103,日四技,3
30,畢業,四技會資,103,日四技,5
31,畢業,四技會資,105,日四技,3
32,畢業,四技會資,105,日四技,1
33,畢業,四技會資,104,日四技,3
34,畢業,四技會資,103,日四技,5
35,畢業,四技會資,103,日四技,5
36,畢業,四技會資,103,日四技,3
37,畢業,四技會資,103,日四技,3
38,畢業,四技會資,103,日四技,3
39,畢業,四技會資,103,日四技,5
40,畢業,四技會資,103,日四技,3
41,畢業,四技會資,103,日四技,5
42,畢業,四技會資,103,日四技,3
43,畢業,四技會資,103,日四技,3
44,畢業,四技會資,105,日四技,3
45,畢業,四技會資,103,日四技,3
46,畢業,四技會資,103,日四技,3
47,畢業,四技會資,103,日四技,5
48,畢業,四技會資,103,日四技,3
49,畢業,四技會資,103,日四技,5
50,畢業,四技會資,103,日四技,3
51,畢業,四技會資,103,日四技,5
52,畢業,四技會資,103,日四技,5
53,畢業,四技會資,103,日四技,3
54,畢業,四技會資,103,日四技,5
55,畢業,四技會資,103,日四技,5
56,畢業,四技會資,103,日四技,3
57,畢業,四技會資,103,日四技,5
58,畢業,四技會資,103,日四技,3
59,畢業,四技會資,103,日四技,3
60,畢業,四技會資,103,日四技,5
61,畢業,四技會資,104,日四技,5
62,畢業,四技會資,104,日四技,3
63,畢業,四技會資,103,日四技,3
64,畢業,四技會資,103,日四技,5
65,畢業,四技會資,103,日四技,3
66,畢業,四技會資,103,日四技,5
67,畢業,四技會資,103,日四技,3
68,畢業,四技會資,103,日四技,5
69,畢業,四技會資,103,日四技,3
70,畢業,四技會資,103,日四技,3
71,畢業,四技會資,103,日四技,5
72,畢業,四技會資,103,日四技,3
73,畢業,四技會資,103,日四技,3
74,畢業,四技會資,104,日四技,3
75,畢業,四技會資,104,日四技,5
76,畢業,四技會資,106,日四技,3
77,畢業,四技會資,106,日四技,5
78,畢業,四技會資,103,日四技,3
79,畢業,四技會資,107,日四技,1
80,畢業,四技財金,103,日四技,3
81,畢業,四技財金,103,日四技,3
82,畢業,四技財金,103,日四技,5
83,畢業,四技財金,103,日四技,5
84,畢業,四技財金,103,日四技,3
85,畢業,四技財金,103,日四技,3
86,畢業,四技財金,103,日四技,5
87,畢業,四技財金,103,日四技,3
88,畢業,四技財金,103,日四技,5
89,畢業,四技財金,103,日四技,5
90,畢業,四技財金,103,日四技,3
91,畢業,四技財金,103,日四技,3
92,畢業,四技財金,103,日四技,5
93,畢業,四技財金,103,日四技,3
94,畢業,四技財金,103,日四技,5
95,畢業,四技財金,103,日四技,3
96,畢業,四技財金,103,日四技,5
97,畢業,四技財金,104,日四技,1
98,畢業,四技財金,103,日四技,3
99,畢業,四技財金,103,日四技,3
100,畢業,四技財金,103,日四技,5
101,畢業,四技財金,103,日四技,3
102,畢業,四技財金,103,日四技,3
103,畢業,四技財金,103,日四技,3
104,畢業,四技財金,103,日四技,5
105,畢業,四技財金,103,日四技,5
106,畢業,四技財金,103,日四技,3
107,畢業,四技財金,103,日四技,5
108,畢業,四技財金,103,日四技,3
109,畢業,四技財金,103,日四技,3
110,畢業,四技財金,103,日四技,3
111,畢業,四技財金,103,日四技,5
112,畢業,四技財金,103,日四技,3
113,畢業,四技財金,103,日四技,3
114,畢業,四技財金,103,日四技,5
115,畢業,四技財金,103,日四技,3
116,畢業,四技財金,103,日四技,3
117,畢業,四技財金,104,日四技,5
118,畢業,四技財金,103,日四技,5
119,畢業,四技財金,103,日四技,3
120,畢業,四技財金,103,日四技,3
121,畢業,四技財金,103,日四技,5
122,畢業,四技財金,103,日四技,3
123,畢業,四技財金,103,日四技,3
124,畢業,四技財金,103,日四技,5
125,畢業,四技財金,103,日四技,5
126,畢業,四技財金,103,日四技,3
127,畢業,進四技企管,104,進四技,3
128,畢業,進四技企管,104,進四技,5
129,畢業,四技財金,103,日四技,5
130,畢業,四技財金,103,日四技,3
131,畢業,四技財金,103,日四技,3
132,畢業,四技財金,103,日四技,5
133,畢業,四技財金,104,日四技,3
134,畢業,四技財金,104,日四技,5
135,畢業,四技財金,103,日四技,3
136,畢業,四技財金,104,日四技,3
137,畢業,四技財金,103,日四技,3
138,畢業,四技財金,103,日四技,5
139,畢業,四技財金,103,日四技,3
140,畢業,四技財金,103,日四技,3
141,畢業,四技財金,103,日四技,5
142,畢業,四技財金,103,日四技,3
143,畢業,四技財金,103,日四技,3
144,畢業,四技財金,103,日四技,5
145,畢業,四技財金,103,日四技,3
146,畢業,四技財金,103,日四技,3
147,畢業,四技財金,103,日四技,5
148,畢業,四技財金,103,日四技,3
149,畢業,四技財金,103,日四技,5
150,畢業,四技財金,103,日四技,3
151,畢業,四技財金,106,日四技,1
152,畢業,四技財金,105,日四技,5
153,畢業,四技財金,105,日四技,1
154,畢業,四技財稅,103,日四技,5
155,畢業,四技財稅,103,日四技,3
156,畢業,四技財稅,103,日四技,3
157,畢業,四技財稅,103,日四技,5
158,畢業,四技財稅,103,日四技,3
159,畢業,四技財稅,103,日四技,5
160,畢業,四技財稅,103,日四技,3
161,畢業,四技財稅,103,日四技,3
162,畢業,四技財稅,103,日四技,3
163,畢業,四技財稅,103,日四技,5
164,畢業,四技財稅,103,日四技,5
165,畢業,四技財稅,103,日四技,3
166,畢業,四技財稅,103,日四技,3
167,畢業,四技財稅,103,日四技,5
168,畢業,四技財稅,103,日四技,5
169,畢業,四技財稅,103,日四技,3
170,畢業,四技財稅,103,日四技,3
171,畢業,四技財稅,103,日四技,5
172,畢業,四技財稅,103,日四技,3
173,畢業,四技財稅,103,日四技,5
174,畢業,四技財稅,103,日四技,3
175,畢業,四技財稅,103,日四技,3
176,畢業,四技財稅,103,日四技,5
177,畢業,四技財稅,103,日四技,3
178,畢業,四技財稅,103,日四技,5
179,畢業,四技財稅,103,日四技,3
180,畢業,四技財稅,103,日四技,5
181,畢業,四技財稅,103,日四技,3
182,畢業,四技財稅,103,日四技,5
183,畢業,四技財稅,103,日四技,3
184,畢業,四技財稅,103,日四技,5
185,畢業,四技財稅,103,日四技,3
186,畢業,四技財稅,103,日四技,5
187,畢業,四技財稅,103,日四技,5
188,畢業,四技財稅,103,日四技,3
189,畢業,四技財稅,103,日四技,3
190,畢業,四技財稅,103,日四技,3
191,畢業,四技財稅,103,日四技,5
192,畢業,四技財稅,103,日四技,3
193,畢業,四技財稅,103,日四技,3
194,畢業,四技財稅,103,日四技,5
195,畢業,四技財稅,103,日四技,3
196,畢業,四技財稅,103,日四技,5
197,畢業,四技財稅,103,日四技,3
198,畢業,四技財稅,103,日四技,3
199,畢業,四技財稅,103,日四技,5
200,畢業,四技財稅,103,日四技,3
201,畢業,四技財稅,103,日四技,3
202,畢業,四技財稅,103,日四技,5
203,畢業,四技財稅,103,日四技,3
204,畢業,四技財稅,103,日四技,5
205,畢業,四技財稅,103,日四技,3
206,畢業,四技財稅,103,日四技,3
207,畢業,四技財稅,103,日四技,3
208,畢業,四技財稅,104,日四技,5
209,畢業,四技財稅,104,日四技,3
210,畢業,四技財稅,103,日四技,3
211,畢業,四技財稅,103,日四技,5
212,畢業,四技財稅,103,日四技,3
213,畢業,四技財稅,103,日四技,5
214,畢業,四技財稅,103,日四技,3
215,畢業,四技財稅,103,日四技,5
216,畢業,四技財稅,103,日四技,3
217,畢業,四技財稅,104,日四技,3
218,畢業,四技財稅,106,日四技,1
219,畢業,四技財稅,106,日四技,3
220,畢業,四技商務,103,日四技,5
221,畢業,四技商務,103,日四技,3
222,畢業,四技商務,103,日四技,3
223,畢業,四技商務,103,日四技,5
224,畢業,四技商務,103,日四技,5
225,畢業,四技商務,103,日四技,5
226,畢業,四技商務,103,日四技,3
227,畢業,四技商務,103,日四技,3
228,畢業,四技商務,103,日四技,3
229,畢業,四技商務,103,日四技,5
230,畢業,四技商務,103,日四技,5
231,畢業,四技商務,103,日四技,3
232,畢業,四技商務,103,日四技,5
233,畢業,四技商務,103,日四技,5
234,畢業,四技商務,103,日四技,3
235,畢業,四技商務,103,日四技,3
236,畢業,四技商務,103,日四技,5
237,畢業,四技商務,103,日四技,3
238,畢業,四技商務,103,日四技,3
239,畢業,四技商務,103,日四技,3
240,畢業,四技商務,103,日四技,5
241,畢業,四技商務,103,日四技,3
242,畢業,四技商務,103,日四技,5
243,畢業,四技商務,103,日四技,3
244,畢業,四技商務,103,日四技,3
245,畢業,四技商務,103,日四技,3
246,畢業,四技商務,103,日四技,3
247,畢業,四技商務,103,日四技,5
248,畢業,四技商務,103,日四技,5
249,畢業,四技商務,103,日四技,3
250,畢業,四技商務,103,日四技,3
251,畢業,四技商務,103,日四技,5
252,畢業,四技商務,103,日四技,5
253,畢業,四技商務,103,日四技,3
254,畢業,四技商務,103,日四技,3
255,畢業,四技商務,103,日四技,3
256,畢業,四技商務,103,日四技,5
257,畢業,四技商務,103,日四技,5
258,畢業,四技商務,103,日四技,3
259,畢業,四技商務,104,日四技,3
260,畢業,四技商務,104,日四技,5
261,畢業,四技商務,103,日四技,3
262,畢業,四技商務,105,日四技,3
263,畢業,四技商務,105,日四技,5
264,畢業,四技商務,103,日四技,5
265,畢業,四技商務,103,日四技,3
266,畢業,四技商務,103,日四技,3
267,畢業,四技商務,103,日四技,3
268,畢業,四技商務,103,日四技,5
269,畢業,四技商務,103,日四技,3
270,畢業,四技商務,103,日四技,3
271,畢業,四技商務,103,日四技,5
272,畢業,四技商務,103,日四技,3
273,畢業,四技商務,103,日四技,5
274,畢業,四技商務,103,日四技,3
275,畢業,四技商務,103,日四技,5
276,畢業,四技商務,103,日四技,3
277,畢業,四技商務,103,日四技,5
278,畢業,四技商務,103,日四技,3
279,畢業,四技商務,103,日四技,3
280,畢業,四技商務,103,日四技,5
281,畢業,四技商務,103,日四技,3
282,畢業,四技商務,103,日四技,5
283,畢業,四技商務,103,日四技,5
284,畢業,四技商務,103,日四技,3
285,畢業,四技商務,105,日四技,5
286,畢業,四技商務,105,日四技,1
287,畢業,四技商務,105,日四技,3
288,畢業,四技商務,103,日四技,3
289,畢業,四技商務,103,日四技,3
290,畢業,四技商務,103,日四技,5
291,畢業,四技商務,103,日四技,3
292,畢業,四技商務,103,日四技,5
293,畢業,四技商務,103,日四技,3
294,畢業,四技商務,103,日四技,3
295,畢業,四技商務,103,日四技,5
296,畢業,四技商務,103,日四技,3
297,畢業,四技商務,103,日四技,5
298,畢業,四技商務,103,日四技,3
299,畢業,四技商務,104,日四技,5
300,畢業,四技商務,104,日四技,3
301,畢業,四技商務,103,日四技,3
302,畢業,四技商務,103,日四技,5
303,畢業,四技商務,103,日四技,5
304,畢業,四技商務,103,日四技,3
305,畢業,四技商務,103,日四技,5
306,畢業,四技商務,103,日四技,5
307,畢業,四技商務,103,日四技,3
308,畢業,四技企管,103,日四技,3
309,畢業,四技企管,103,日四技,5
310,畢業,四技企管,103,日四技,3
311,畢業,四技企管,103,日四技,5
312,畢業,四技企管,103,日四技,3
313,畢業,四技企管,103,日四技,5
314,畢業,四技企管,103,日四技,3
315,畢業,四技企管,103,日四技,3
316,畢業,四技企管,103,日四技,3
317,畢業,四技企管,103,日四技,5
318,畢業,四技企管,103,日四技,3
319,畢業,四技企管,103,日四技,5
320,畢業,四技企管,103,日四技,3
321,畢業,四技企管,103,日四技,5
322,畢業,四技企管,103,日四技,3
323,畢業,四技企管,103,日四技,5
324,畢業,四技企管,103,日四技,3
325,畢業,四技企管,103,日四技,3
326,畢業,四技企管,103,日四技,5
327,畢業,四技企管,103,日四技,3
328,畢業,四技企管,103,日四技,3
329,畢業,四技企管,103,日四技,3
330,畢業,四技企管,103,日四技,5
331,畢業,四技企管,103,日四技,3
332,畢業,四技企管,103,日四技,3
333,畢業,四技企管,103,日四技,3
334,畢業,四技企管,103,日四技,5
335,畢業,四技企管,103,日四技,3
336,畢業,四技企管,103,日四技,3
337,畢業,四技企管,103,日四技,5
338,畢業,四技企管,103,日四技,5
339,畢業,四技企管,103,日四技,3
340,畢業,四技企管,103,日四技,3
341,畢業,四技企管,103,日四技,3
342,畢業,四技企管,103,日四技,5
343,畢業,四技企管,103,日四技,5
344,畢業,四技企管,103,日四技,3
345,畢業,四技企管,103,日四技,3
346,畢業,四技企管,103,日四技,5
347,畢業,四技企管,104,日四技,3
348,畢業,四技企管,104,日四技,5
349,畢業,四技企管,104,日四技,3
350,畢業,四技企管,104,日四技,5
351,畢業,四技企管,104,日四技,3
352,畢業,四技企管,103,日四技,3
353,畢業,四技企管,103,日四技,3
354,畢業,四技企管,103,日四技,5
355,畢業,四技企管,103,日四技,3
356,畢業,四技企管,103,日四技,3
357,畢業,四技企管,103,日四技,3
358,畢業,四技企管,103,日四技,5
359,畢業,四技企管,104,日四技,3
360,畢業,四技企管,104,日四技,5
361,畢業,四技企管,103,日四技,3
362,畢業,四技企管,103,日四技,5
363,畢業,四技企管,103,日四技,3
364,畢業,四技企管,103,日四技,5
365,畢業,四技企管,103,日四技,3
366,畢業,四技企管,103,日四技,3
367,畢業,四技企管,106,日四技,1
368,畢業,四技企管,103,日四技,3
369,畢業,四技企管,103,日四技,5
370,畢業,四技企管,103,日四技,3
371,畢業,四技企管,105,日四技,3
372,畢業,四技企管,105,日四技,1
373,畢業,四技資管,105,日四技,1
374,畢業,四技資管,103,日四技,3
375,畢業,四技資管,103,日四技,3
376,畢業,四技資管,103,日四技,5
377,畢業,四技資管,103,日四技,5
378,畢業,四技資管,103,日四技,3
379,畢業,四技資管,103,日四技,5
380,畢業,四技資管,103,日四技,3
381,畢業,四技資管,103,日四技,5
382,畢業,四技資管,103,日四技,3
383,畢業,四技資管,103,日四技,5
384,畢業,四技資管,103,日四技,3
385,畢業,四技資管,103,日四技,5
386,畢業,四技資管,103,日四技,3
387,畢業,四技資管,103,日四技,3
388,畢業,四技資管,103,日四技,3
389,畢業,四技資管,103,日四技,3
390,畢業,四技資管,103,日四技,3
391,畢業,四技資管,103,日四技,5
392,畢業,四技資管,103,日四技,3
393,畢業,四技資管,103,日四技,3
394,畢業,四技資管,103,日四技,3
395,畢業,四技資管,103,日四技,3
396,畢業,四技資管,103,日四技,3
397,畢業,四技資管,103,日四技,3
398,畢業,四技資管,106,日四技,1
399,畢業,四技資管,106,日四技,5
400,畢業,四技資管,103,日四技,3
401,畢業,四技資管,103,日四技,3
402,畢業,四技資管,103,日四技,5
403,畢業,四技資管,103,日四技,3
404,畢業,四技資管,103,日四技,5
405,畢業,四技資管,103,日四技,3
406,畢業,四技資管,104,日四技,3
407,畢業,四技資管,104,日四技,5
408,畢業,四技資管,103,日四技,3
409,畢業,四技資管,103,日四技,3
410,畢業,四技資管,103,日四技,3
411,畢業,四技資管,103,日四技,3
412,畢業,四技資管,105,日四技,1
413,畢業,四技資管,105,日四技,3
414,畢業,四技資管,105,日四技,5
415,畢業,四技資管,103,日四技,3
416,畢業,四技資管,103,日四技,3
417,畢業,四技資管,103,日四技,3
418,畢業,四技資管,103,日四技,3
419,畢業,四技資管,103,日四技,3
420,畢業,四技資管,103,日四技,3
421,畢業,四技資管,103,日四技,3
422,畢業,四技資管,103,日四技,3
423,畢業,四技資管,103,日四技,5
424,畢業,四技資管,103,日四技,3
425,畢業,四技資管,104,日四技,3
426,畢業,四技應外,103,日四技,5
427,畢業,四技應外,103,日四技,3
428,畢業,四技應外,103,日四技,5
429,畢業,四技應外,104,日四技,3
430,畢業,四技應外,104,日四技,3
431,畢業,四技應外,104,日四技,5
432,畢業,四技應外,103,日四技,5
433,畢業,四技應外,103,日四技,5
434,畢業,四技應外,103,日四技,5
435,畢業,四技應外,103,日四技,3
436,畢業,四技應外,103,日四技,5
437,畢業,四技應外,103,日四技,5
438,畢業,四技應外,103,日四技,3
439,畢業,四技應外,103,日四技,5
440,畢業,四技應外,103,日四技,5
441,畢業,四技應外,103,日四技,3
442,畢業,四技應外,103,日四技,3
443,畢業,四技應外,103,日四技,5
444,畢業,四技應外,103,日四技,3
445,畢業,四技應外,103,日四技,3
446,畢業,四技應外,103,日四技,3
447,畢業,四技應外,103,日四技,5
448,畢業,四技應外,103,日四技,5
449,畢業,四技應外,103,日四技,3
450,畢業,四技應外,104,日四技,5
451,畢業,四技應外,103,日四技,5
452,畢業,四技應外,104,日四技,5
453,畢業,四技應外,103,日四技,5
454,畢業,四技應外,103,日四技,3
455,畢業,四技應外,103,日四技,5
456,畢業,五專會計資訊科,104,日五專,3
457,畢業,五專會計資訊科,104,日五專,5
458,畢業,五專會計資訊科,104,日五專,5
459,畢業,五專會計資訊科,104,日五專,3
460,畢業,五專會計資訊科,104,日五專,5
461,畢業,五專會計資訊科,104,日五專,5
462,畢業,五專會計資訊科,104,日五專,5
463,畢業,五專會計資訊科,104,日五專,5
464,畢業,五專會計資訊科,104,日五專,3
465,畢業,五專會計資訊科,104,日五專,5
466,畢業,五專會計資訊科,104,日五專,5
467,畢業,五專會計資訊科,104,日五專,5
468,畢業,五專會計資訊科,104,日五專,5
469,畢業,五專會計資訊科,104,日五專,3
470,畢業,五專會計資訊科,104,日五專,5
471,畢業,五專會計資訊科,104,日五專,3
472,畢業,五專會計資訊科,104,日五專,5
473,畢業,五專會計資訊科,104,日五專,3
474,畢業,五專會計資訊科,104,日五專,5
475,畢業,五專會計資訊科,104,日五專,5
476,畢業,五專會計資訊科,104,日五專,3
477,畢業,五專會計資訊科,105,日五專,1
478,畢業,五專會計資訊科,104,日五專,3
479,畢業,五專會計資訊科,104,日五專,5
480,畢業,五專會計資訊科,105,日五專,1
481,畢業,五專會計資訊科,105,日五專,3
482,畢業,五專會計資訊科,104,日五專,5
483,畢業,五專會計資訊科,104,日五專,5
484,畢業,五專財金,104,日五專,5
485,畢業,五專財金,104,日五專,3
486,畢業,五專財金,104,日五專,5
487,畢業,五專財金,104,日五專,5
488,畢業,五專財金,104,日五專,3
489,畢業,五專財金,104,日五專,5
490,畢業,五專財金,105,日五專,5
491,畢業,五專財金,104,日五專,5
492,畢業,五專財金,104,日五專,3
493,畢業,五專財金,104,日五專,5
494,畢業,五專財金,104,日五專,5
495,畢業,五專財金,104,日五專,3
496,畢業,五專財金,104,日五專,5
497,畢業,五專財金,104,日五專,3
498,畢業,五專財金,104,日五專,5
499,畢業,五專財金,104,日五專,5
500,畢業,五專財金,104,日五專,5
501,畢業,五專財金,104,日五專,3
502,畢業,五專財金,106,日五專,3
503,畢業,五專財金,106,日五專,1
504,畢業,五專財金,104,日五專,5
505,畢業,五專財金,106,日五專,5
506,畢業,五專財金,106,日五專,3
507,畢業,五專財金,106,日五專,1
508,畢業,五專財金,105,日五專,5
509,畢業,五專財金,105,日五專,3
510,畢業,五專財金,105,日五專,1
511,畢業,五專財金,104,日五專,5
512,畢業,五專財金,104,日五專,3
513,畢業,五專財金,104,日五專,3
514,畢業,五專財金,104,日五專,5
515,畢業,五專財金,104,日五專,3
516,畢業,五專財金,104,日五專,5
517,畢業,五專財金,104,日五專,3
518,畢業,五專財稅,104,日五專,5
519,畢業,五專財稅,104,日五專,5
520,畢業,五專財稅,104,日五專,5
521,畢業,五專財稅,104,日五專,3
522,畢業,五專財稅,104,日五專,3
523,畢業,五專財稅,104,日五專,5
524,畢業,五專財稅,104,日五專,5
525,畢業,五專財稅,104,日五專,5
526,畢業,五專財稅,104,日五專,5
527,畢業,五專財稅,104,日五專,5
528,畢業,五專財稅,104,日五專,3
529,畢業,五專財稅,104,日五專,5
530,畢業,五專財稅,104,日五專,5
531,畢業,五專財稅,105,日五專,1
532,畢業,五專財稅,105,日五專,5
533,畢業,五專財稅,105,日五專,5
534,畢業,五專財稅,105,日五專,1
535,畢業,五專財稅,104,日五專,5
536,畢業,五專財稅,104,日五專,3
537,畢業,五專財稅,107,日五專,1
538,畢業,五專財稅,107,日五專,3
539,畢業,五專財稅,107,日五專,3
540,畢業,五專財稅,107,日五專,1
541,畢業,五專財稅,107,日五專,3
542,畢業,五專財稅,104,日五專,5
543,畢業,五專財稅,104,日五專,5
544,畢業,五專財稅,104,日五專,3
545,畢業,五專財稅,106,日五專,1
546,畢業,五專財稅,106,日五專,5
547,畢業,五專財稅,104,日五專,5
548,畢業,五專國貿,104,日五專,5
549,畢業,五專國貿,104,日五專,1
550,畢業,五專國貿,104,日五專,5
551,畢業,五專國貿,104,日五專,3
552,畢業,五專國貿,104,日五專,3
553,畢業,五專國貿,104,日五專,1
554,畢業,五專國貿,104,日五專,1
555,畢業,五專國貿,104,日五專,3
556,畢業,五專國貿,104,日五專,1
557,畢業,五專國貿,104,日五專,3
558,畢業,五專國貿,104,日五專,5
559,畢業,五專國貿,104,日五專,3
560,畢業,五專國貿,104,日五專,5
561,畢業,五專國貿,104,日五專,1
562,畢業,五專國貿,104,日五專,1
563,畢業,五專國貿,104,日五專,3
564,畢業,五專國貿,104,日五專,1
565,畢業,五專國貿,104,日五專,3
566,畢業,五專國貿,104,日五專,3
567,畢業,五專國貿,104,日五專,1
568,畢業,五專國貿,104,日五專,5
569,畢業,五專國貿,104,日五專,1
570,畢業,五專國貿,104,日五專,5
571,畢業,五專國貿,104,日五專,5
572,畢業,五專國貿,104,日五專,3
573,畢業,五專國貿,104,日五專,1
574,畢業,五專國貿,104,日五專,1
575,畢業,五專國貿,104,日五專,5
576,畢業,五專國貿,104,日五專,3
577,畢業,五專國貿,104,日五專,5
578,畢業,五專國貿,106,日五專,3
579,畢業,五專國貿,106,日五專,1
580,畢業,五專國貿,106,日五專,5
581,畢業,五專國貿,104,日五專,5
582,畢業,五專國貿,104,日五專,1
583,畢業,五專國貿,104,日五專,3
584,畢業,五專國貿,104,日五專,3
585,畢業,五專國貿,104,日五專,1
586,畢業,五專國貿,104,日五專,1
587,畢業,五專國貿,104,日五專,3
588,畢業,五專國貿,104,日五專,5
589,畢業,五專國貿,105,日五專,1
590,畢業,五專國貿,104,日五專,5
591,畢業,五專國貿,104,日五專,5
592,畢業,五專國貿,104,日五專,3
593,畢業,五專國貿,104,日五專,5
594,畢業,五專國貿,104,日五專,3
595,畢業,五專國貿,104,日五專,1
596,畢業,五專國貿,104,日五專,5
597,畢業,五專企管,104,日五專,5
598,畢業,五專企管,104,日五專,5
599,畢業,五專企管,104,日五專,3
600,畢業,五專企管,104,日五專,5
601,畢業,五專企管,104,日五專,5
602,畢業,五專企管,104,日五專,3
603,畢業,五專企管,104,日五專,5
604,畢業,五專企管,104,日五專,3
605,畢業,五專企管,105,日五專,1
606,畢業,五專企管,104,日五專,5
607,畢業,五專企管,104,日五專,5
608,畢業,五專企管,104,日五專,5
609,畢業,五專企管,105,日五專,5
610,畢業,五專企管,104,日五專,3
611,畢業,五專企管,104,日五專,5
612,畢業,五專企管,104,日五專,5
613,畢業,五專企管,105,日五專,5
614,畢業,五專企管,105,日五專,1
615,畢業,五專企管,105,日五專,5
616,畢業,五專企管,104,日五專,5
617,畢業,五專企管,104,日五專,3
618,畢業,五專企管,105,日五專,3
619,畢業,五專企管,105,日五專,1
620,畢業,五專企管,104,日五專,5
621,畢業,五專企管,104,日五專,3
622,畢業,五專企管,104,日五專,5
623,畢業,五專企管,104,日五專,3
624,畢業,五專企管,104,日五專,5
625,畢業,五專企管,104,日五專,3
626,畢業,五專企管,104,日五專,5
627,畢業,五專企管,104,日五專,5
628,畢業,五專企管,104,日五專,3
629,畢業,五專企管,104,日五專,5
630,畢業,五專企管,104,日五專,3
631,畢業,五專企管,104,日五專,3
632,畢業,五專菁英,104,日五專,5
633,畢業,五專菁英,104,日五專,3
634,畢業,五專菁英,104,日五專,5
635,畢業,五專菁英,104,日五專,5
636,畢業,五專菁英,104,日五專,3
637,畢業,五專菁英,104,日五專,5
638,畢業,五專菁英,104,日五專,5
639,畢業,五專菁英,104,日五專,5
640,畢業,五專菁英,104,日五專,5
641,畢業,五專菁英,104,日五專,5
642,畢業,五專菁英,107,日五專,1
643,畢業,五專菁英,104,日五專,5
644,畢業,五專菁英,104,日五專,5
645,畢業,五專菁英,104,日五專,3
646,畢業,五專菁英,104,日五專,5
647,畢業,五專菁英,104,日五專,3
648,畢業,五專菁英,104,日五專,5
649,畢業,五專菁英,104,日五專,5
650,畢業,五專菁英,104,日五專,3
651,畢業,五專菁英,104,日五專,5
652,畢業,五專菁英,104,日五專,5
653,畢業,五專菁英,105,日五專,1
654,畢業,五專菁英,105,日五專,5
655,畢業,五專菁英,106,日五專,3
656,畢業,五專菁英,106,日五專,1
657,畢業,五專菁英,104,日五專,5
658,畢業,五專菁英,104,日五專,5
659,畢業,五專菁英,104,日五專,5
660,畢業,五專菁英,104,日五專,5
661,畢業,五專菁英,104,日五專,5
662,畢業,五專菁英,104,日五專,5
663,畢業,五專菁英,105,日五專,5
664,畢業,五專菁英,105,日五專,1
665,畢業,五專菁英,104,日五專,5
666,畢業,五專菁英,104,日五專,5
667,畢業,五專菁英,104,日五專,5
668,畢業,五專菁英,104,日五專,5
669,畢業,五專菁英,104,日五專,5
670,畢業,五專菁英,104,日五專,5
671,畢業,五專菁英,104,日五專,5
672,畢業,五專資管,104,日五專,1
673,畢業,五專資管,104,日五專,5
674,畢業,五專資管,104,日五專,1
675,畢業,五專資管,104,日五專,5
676,畢業,五專資管,104,日五專,3
677,畢業,五專資管,104,日五專,1
678,畢業,五專資管,104,日五專,1
679,畢業,五專資管,104,日五專,3
680,畢業,五專資管,104,日五專,1
681,畢業,五專資管,104,日五專,3
682,畢業,五專資管,104,日五專,1
683,畢業,五專資管,104,日五專,5
684,畢業,五專資管,105,日五專,5
685,畢業,五專資管,105,日五專,1
686,畢業,五專資管,104,日五專,3
687,畢業,五專資管,104,日五專,5
688,畢業,五專資管,104,日五專,5
689,畢業,五專資管,104,日五專,1
690,畢業,五專資管,104,日五專,1
691,畢業,五專資管,104,日五專,5
692,畢業,五專資管,104,日五專,1
693,畢業,五專資管,104,日五專,5
694,畢業,五專資管,104,日五專,1
695,畢業,五專資管,105,日五專,1
696,畢業,五專資管,104,日五專,1
697,畢業,五專資管,104,日五專,3
698,畢業,五專資管,104,日五專,5
699,畢業,五專資管,104,日五專,5
700,畢業,五專資管,104,日五專,1
701,畢業,五專資管,105,日五專,3
702,畢業,五專資管,105,日五專,5
703,畢業,五專資管,105,日五專,1
704,畢業,五專資管,104,日五專,1
705,畢業,五專資管,104,日五專,1
706,畢業,五專資管,104,日五專,5
707,畢業,五專資管,104,日五專,1
708,畢業,五專資管,104,日五專,3
709,畢業,五專資管,104,日五專,1
710,畢業,五專資管,104,日五專,1
711,畢業,五專資管,104,日五專,3
712,畢業,五專資管,104,日五專,1
713,畢業,五專資管,104,日五專,3
714,畢業,五專資管,105,日五專,1
715,畢業,五專資管,104,日五專,1
716,畢業,五專資管,104,日五專,1
717,畢業,五專資管,104,日五專,3
718,畢業,五專資管,104,日五專,3
